Talk_2021.8.24 13:10-15.txt
저장한 날짜 : 2021. 8. 24. 13:11



2018년 5월 28일 월요일
2018. 5. 28. 16:03, (알 수 없음) : 11일밤에갈까
2018. 5. 28. 16:18, 정우 : 미친놈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:18, Sekwang Ludan : 아 밤사...
2018. 5. 28. 16:18, (알 수 없음) : 대전올래?
2018. 5. 28. 16:18, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:18, (알 수 없음) : 밤사가야할타이밍인데요새
2018. 5. 28. 16:18, 경민 : 별밤이랑
2018. 5. 28. 16:18, Sekwang Ludan : 신림와
2018. 5. 28. 16:19, 경민 : 밤사랑
2018. 5. 28. 16:19, 경민 : 달르나
2018. 5. 28. 16:19, Sekwang Ludan : 씽크홀 가게
2018. 5. 28. 16:19, (알 수 없음) : 비슷함
2018. 5. 28. 16:19, (알 수 없음) : 신림도
2018. 5. 28. 16:19, (알 수 없음) : 고내찮지
2018. 5. 28. 16:19, 정우 : 둘다
2018. 5. 28. 16:19, (알 수 없음) : 이번주에 신림에서 놀까
2018. 5. 28. 16:19, (알 수 없음) : 고민했는데
2018. 5. 28. 16:19, 정우 : 여자랑 술먹냐
2018. 5. 28. 16:19, (알 수 없음) : 아니원래
2018. 5. 28. 16:19, (알 수 없음) : 헌팅술집이긴한데
2018. 5. 28. 16:19, Sekwang Ludan : 신림와 나도 갈래
2018. 5. 28. 16:19, (알 수 없음) : 맨날
2018. 5. 28. 16:19, 정우 : 아니근데진짜 가면뭐함?
2018. 5. 28. 16:19, 경민 : 헌팅술집?
2018. 5. 28. 16:19, (알 수 없음) : 황은정정다빈이랑가서
2018. 5. 28. 16:19, (알 수 없음) : 우리끼리놈
2018. 5. 28. 16:19, 경민 : 개조은데
2018. 5. 28. 16:19, (알 수 없음) : ;;
2018. 5. 28. 16:19, 경민 : 아
2018. 5. 28. 16:19, 경민 : ;;
2018. 5. 28. 16:19, 경민 : 그러면
2018. 5. 28. 16:19, 경민 : 야
2018. 5. 28. 16:19, (알 수 없음) : 저기구석에
2018. 5. 28. 16:19, 경민 : 조은생각
2018. 5. 28. 16:19, 경민 : 너는
2018. 5. 28. 16:19, (알 수 없음) : 우리넣어준다
2018. 5. 28. 16:19, 경민 : 세광오빠랑
2018. 5. 28. 16:19, 경민 : ㄴㄹ놀고
2018. 5. 28. 16:19, 경민 : 황은정다빈이랑
2018. 5. 28. 16:19, 경민 : 나
2018. 5. 28. 16:19, 경민 : 깥은테이블
2018. 5. 28. 16:19, (알 수 없음) : ㄴ
2018. 5. 28. 16:19, 경민 : ㅇㅋ
2018. 5. 28. 16:19, Sekwang Ludan : 어 황은정씨 정다빈씨 있으면 후덜덜하면서 가겠지
2018. 5. 28. 16:19, (알 수 없음) : 우리끼리노는게
2018. 5. 28. 16:19, (알 수 없음) : 세상에서제일존잼인데?
2018. 5. 28. 16:19, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ 박세아씨도... 제발좀
2018. 5. 28. 16:19, (알 수 없음) : 그분없어
2018. 5. 28. 16:19, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:19, (알 수 없음) : 그분얘기도하지마셈
2018. 5. 28. 16:19, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:19, (알 수 없음) : 왜 계쏙
2018. 5. 28. 16:20, (알 수 없음) : 얘끼해
2018. 5. 28. 16:20, Sekwang Ludan : 왜 왜없어!!!
2018. 5. 28. 16:20, 경민 : 뗴끼
2018. 5. 28. 16:20, Sekwang Ludan : 이쁘자나
2018. 5. 28. 16:20, Sekwang Ludan : ㅋㅋㅋㅋㅋ
2018. 5. 28. 16:20, (알 수 없음) : 내가 쓸데없는
2018. 5. 28. 16:20, (알 수 없음) : 말까지하고다니는애
2018. 5. 28. 16:20, (알 수 없음) : 되니까
2018. 5. 28. 16:20, (알 수 없음) : 언급금지임
2018. 5. 28. 16:20, (알 수 없음) : 맞긴한데
2018. 5. 28. 16:20, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:20, (알 수 없음) : 언급금지임
2018. 5. 28. 16:20, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:20, 정우 : 언급금지
2018. 5. 28. 16:20, (알 수 없음) : 친구의친구얼굴까지
2018. 5. 28. 16:20, 경민 : 혀깨무는중
2018. 5. 28. 16:20, 정우 : 발음좀어렵네
2018. 5. 28. 16:20, (알 수 없음) : 보여줬다하면
2018. 5. 28. 16:20, (알 수 없음) : 안되잖아
2018. 5. 28. 16:20, (알 수 없음) : 송지효게임
2018. 5. 28. 16:20, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:20, 정우 : 언급금지
2018. 5. 28. 16:20, (알 수 없음) : 언급금지 5번
2018. 5. 28. 16:20, Sekwang Ludan : 그래?? 내가 박세광이라서 들었다고 하면 안되나?
2018. 5. 28. 16:20, Sekwang Ludan : ㅋㅋㅋㅋ
2018. 5. 28. 16:20, 경민 : ;;;
2018. 5. 28. 16:20, (알 수 없음) : 안돼
2018. 5. 28. 16:20, (알 수 없음) : 형
2018. 5. 28. 16:20, (알 수 없음) : 형 아 웃
2018. 5. 28. 16:20, Sekwang Ludan : 오키
2018. 5. 28. 16:20, 정우 : 형
2018. 5. 28. 16:20, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:20, 정우 : 페북보고
2018. 5. 28. 16:20, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:20, Sekwang Ludan : 다물고 있을께
2018. 5. 28. 16:20, Sekwang Ludan : ㅋㅋ
2018. 5. 28. 16:20, 정우 : 처음보는척
2018. 5. 28. 16:20, (알 수 없음) : 개웃겨
2018. 5. 28. 16:21, 정우 : 페메해
2018. 5. 28. 16:21, (알 수 없음) : 세레ㅣㄱ
2018. 5. 28. 16:21, Sekwang Ludan : 오 그럴까?
2018. 5. 28. 16:21, (알 수 없음) : 세레기,,,,,,,,
2018. 5. 28. 16:21, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:21, (알 수 없음) : ㄹㅇ세레기.,..ㅠ
2018. 5. 28. 16:21, Sekwang Ludan : 쩝...
2018. 5. 28. 16:21, 정우 : 아 졸려
2018. 5. 28. 16:21, Sekwang Ludan : 아니 사실 페친이야
2018. 5. 28. 16:21, 경민 : ;?
2018. 5. 28. 16:21, 정우 : ;;;;
2018. 5. 28. 16:21, 양우성 : 아 경민세광 왜캐웃기지
2018. 5. 28. 16:21, 정우 : 지금 님들때매
2018. 5. 28. 16:21, 경민 : 나
2018. 5. 28. 16:21, 경민 : 는
2018. 5. 28. 16:21, 정우 : 과제못하고있다
2018. 5. 28. 16:21, 경민 : 한게없는데
2018. 5. 28. 16:21, 경민 : 나는
2018. 5. 28. 16:21, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 우성이 ㅎㅇ
2018. 5. 28. 16:21, 정우 : 존나재밌어서
2018. 5. 28. 16:21, Sekwang Ludan : ㅋㅋㅋㅋㅋ
2018. 5. 28. 16:21, 경민 : 그냥가만히
2018. 5. 28. 16:21, 경민 : 웃기만햇을뿐인데
2018. 5. 28. 16:21, 경민 : !
2018. 5. 28. 16:21, 정우 : 웃는게웃김
2018. 5. 28. 16:21, 정우 : ㅈㅅ
2018. 5. 28. 16:21, 경민 : ㅇㅋㄱㅅ
2018. 5. 28. 16:21, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:21, 경민 : 나도일해야대는데
2018. 5. 28. 16:21, 경민 : 이러고잇다
2018. 5. 28. 16:21, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋ 근데 나 페북 비활 한 4개월 했더니
2018. 5. 28. 16:22, 경민 : 이러고좀
2018. 5. 28. 16:22, 경민 : 나중에
2018. 5. 28. 16:22, 경민 : 야근하지뭐
2018. 5. 28. 16:22, (알 수 없음) : ?
2018. 5. 28. 16:22, 경민 : 집가도할거없느데ㅣㅆ벌
2018. 5. 28. 16:22, (알 수 없음) : 형왜
2018. 5. 28. 16:22, Sekwang Ludan : 친구 1500명에서 1300명으로 줌
2018. 5. 28. 16:22, (알 수 없음) : 페친임
2018. 5. 28. 16:22, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:22, (알 수 없음) : 아니
2018. 5. 28. 16:22, (알 수 없음) : 세고아이형
2018. 5. 28. 16:22, 경민 : 친구
2018. 5. 28. 16:22, (알 수 없음) : 왜모르는사람한테
2018. 5. 28. 16:22, (알 수 없음) : 페친거냐고
2018. 5. 28. 16:22, 경민 : 존나만네
2018. 5. 28. 16:22, (알 수 없음) : ㅠ
2018. 5. 28. 16:22, 정우 : 세고아이
2018. 5. 28. 16:22, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:22, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:22, 양우성 : 페친왜캐마늠
2018. 5. 28. 16:22, 경민 : 세고아이
2018. 5. 28. 16:22, 경민 : 미친
2018. 5. 28. 16:22, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:22, Sekwang Ludan : 예~~~~
2018. 5. 28. 16:22, 정우 : 일본삘팍팍뎄
2018. 5. 28. 16:22, 경민 : 세고아이
2018. 5. 28. 16:22, 정우 : 데쓰
2018. 5. 28. 16:22, 경민 : 존나
2018. 5. 28. 16:22, 경민 : 웃기다
2018. 5. 28. 16:22, (알 수 없음) : 아니
2018. 5. 28. 16:22, Sekwang Ludan : 전에 페친 했었는데
2018. 5. 28. 16:22, (알 수 없음) : 세고아이
2018. 5. 28. 16:22, Sekwang Ludan : 세아씨랑
2018. 5. 28. 16:22, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:22, (알 수 없음) : 아
2018. 5. 28. 16:22, 정우 : 니혼진데쓰까
2018. 5. 28. 16:22, 경민 : 세고아이
2018. 5. 28. 16:22, (알 수 없음) : 그분언급금지
2018. 5. 28. 16:22, Sekwang Ludan : 근데 거기도 비활인듯?
2018. 5. 28. 16:22, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:22, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:22, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:22, 경민 : 아니
2018. 5. 28. 16:22, 경민 : 거긴
2018. 5. 28. 16:22, 경민 : 비활아니고
2018. 5. 28. 16:22, 경민 : 오빠
2018. 5. 28. 16:22, 경민 : 차단한거야
2018. 5. 28. 16:22, 정우 : 차단데쓰
2018. 5. 28. 16:22, 경민 : !
2018. 5. 28. 16:22, 양우성 : ㅠㅠ
2018. 5. 28. 16:22, 정우 : 무리데쓰
2018. 5. 28. 16:22, (알 수 없음) : 아
2018. 5. 28. 16:22, (알 수 없음) : 님들아
2018. 5. 28. 16:22, Sekwang Ludan : 아니...
2018. 5. 28. 16:22, 양우성 : 슬푸다
2018. 5. 28. 16:22, (알 수 없음) : 님들땜에
2018. 5. 28. 16:22, (알 수 없음) : 채점못하겠어
2018. 5. 28. 16:22, (알 수 없음) : 잠시
2018. 5. 28. 16:22, 경민 : 나도
2018. 5. 28. 16:22, (알 수 없음) : 채점하고옴
2018. 5. 28. 16:22, 경민 : 일
2018. 5. 28. 16:22, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:22, 경민 : 해야대는데
2018. 5. 28. 16:22, 정우 : 안돼
2018. 5. 28. 16:22, 경민 : 우리
2018. 5. 28. 16:22, Sekwang Ludan : 마!!!
2018. 5. 28. 16:22, 정우 : 어디가
2018. 5. 28. 16:22, 경민 : 잠시
2018. 5. 28. 16:23, 경민 : 좀잇다가
2018. 5. 28. 16:23, 정우 : 30분에
2018. 5. 28. 16:23, 경민 : 다시만나랠/
2018. 5. 28. 16:23, 정우 : 다같이해산
2018. 5. 28. 16:23, 경민 : ?
2018. 5. 28. 16:23, 정우 : ㄱ
2018. 5. 28. 16:23, Sekwang Ludan : 나도 논문 못읽는다고
2018. 5. 28. 16:23, Sekwang Ludan : ㅋㅋㅋㅋㅋ
2018. 5. 28. 16:23, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:23, 정우 : 아근데 이거안하면
2018. 5. 28. 16:23, 양우성 : 논문벌레네
2018. 5. 28. 16:23, 정우 : 잘거같은데
2018. 5. 28. 16:23, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:23, 경민 : 아니
2018. 5. 28. 16:23, 경민 : 잠
2018. 5. 28. 16:23, 경민 : 아직안깼냐
2018. 5. 28. 16:23, 정우 : ㅇㅇ;;
2018. 5. 28. 16:23, 정우 : 어케깸
2018. 5. 28. 16:23, Sekwang Ludan : 논문벌레 아닌데...
2018. 5. 28. 16:23, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:23, (알 수 없음) : 아
2018. 5. 28. 16:23, (알 수 없음) : 배고프다
2018. 5. 28. 16:23, 경민 : 그냥웃기니까
2018. 5. 28. 16:24, 경민 : 깨지뭐
2018. 5. 28. 16:24, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:24, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:24, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:24, Sekwang Ludan : 맞는말이긴 하네
2018. 5. 28. 16:24, 경민 : 나는'
2018. 5. 28. 16:24, 경민 : 배
2018. 5. 28. 16:24, 경민 : 안고픈데
2018. 5. 28. 16:24, 경민 : 뭐먹고싶어
2018. 5. 28. 16:24, 경민 : ;;;
2018. 5. 28. 16:24, 경민 : 살찔징조인가
2018. 5. 28. 16:24, Sekwang Ludan : 아 짜증나 한시간이나 더있어야 집에감
2018. 5. 28. 16:24, Sekwang Ludan : 하...
2018. 5. 28. 16:24, Sekwang Ludan : 8시 약속있는데
2018. 5. 28. 16:24, Sekwang Ludan : 그전에 뭐하지?
2018. 5. 28. 16:24, 양우성 : 논문읽기
2018. 5. 28. 16:24, Sekwang Ludan : ㅋㅋㅋ 요즘 돈없어서 형들 한명씩 찾아다니면서 얻어먹는중
2018. 5. 28. 16:24, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:24, Sekwang Ludan : 비참해
2018. 5. 28. 16:24, 경민 : ㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:24, 경민 : 아니
2018. 5. 28. 16:24, 경민 : 오빠
2018. 5. 28. 16:25, 양우성 : 살찌면 운동하면되지
2018. 5. 28. 16:25, 경민 : 그렇게
2018. 5. 28. 16:25, 경민 : 얻어먹을사람있다는게
2018. 5. 28. 16:25, 경민 : 얼마나큰행복이야
2018. 5. 28. 16:25, 경민 : ......
2018. 5. 28. 16:25, 양우성 : 일루와
2018. 5. 28. 16:25, 양우성 : 밥사줌
2018. 5. 28. 16:25, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:25, 양우성 : 신촌컴
2018. 5. 28. 16:25, Sekwang Ludan : 아이고 우성이형
2018. 5. 28. 16:25, 경민 : 부러운데
2018. 5. 28. 16:25, 경민 : 만날사람있어서
2018. 5. 28. 16:25, 경민 : 이모티콘 
2018. 5. 28. 16:25, Sekwang Ludan : 관악에 떨어지면 찾아갈께
2018. 5. 28. 16:25, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ 너도 우성이형 찾아가
2018. 5. 28. 16:25, 경민 : 요새진자
2018. 5. 28. 16:25, 양우성 : 구래 신촌와서 밥먹으면 이득아니냐
2018. 5. 28. 16:25, 경민 : 왕따컨셉
2018. 5. 28. 16:25, 정우 : 술집알바하면
2018. 5. 28. 16:25, 정우 : 사람들이랑
2018. 5. 28. 16:25, 정우 : 말많이한다
2018. 5. 28. 16:25, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:25, 이석준 : 님들 오늘 햄버거데이래
2018. 5. 28. 16:25, 정우 : 말많이걸어줌
2018. 5. 28. 16:25, 경민 : 투잡
2018. 5. 28. 16:25, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ ㅇㅈ
2018. 5. 28. 16:25, 경민 : 해야대나
2018. 5. 28. 16:25, 양우성 : 왕따아니야 우리들잇어
2018. 5. 28. 16:26, 경민 : 햄버거데이
2018. 5. 28. 16:26, 이석준 : 왜인지는 모르겠지만
2018. 5. 28. 16:26, 경민 : 뒷북이야
2018. 5. 28. 16:26, 경민 : 이석준
2018. 5. 28. 16:26, 정우 : ㅇㅇ
2018. 5. 28. 16:26, 경민 : 아까
2018. 5. 28. 16:26, 이석준 : ㅇㅋ
2018. 5. 28. 16:26, 정우 : ㅂㅇ
2018. 5. 28. 16:26, 경민 : 낮에올림
2018. 5. 28. 16:26, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:26, 이석준 : 일하느라 못봄 ㅎ;
2018. 5. 28. 16:26, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 좋은 정보 고맙다
2018. 5. 28. 16:26, 경민 : 우성이 ㄱㅅ
2018. 5. 28. 16:26, Sekwang Ludan : 두번 고맙다
2018. 5. 28. 16:26, 경민 : 아
2018. 5. 28. 16:26, 경민 : 오랜만이네
2018. 5. 28. 16:26, 경민 : 좋은정보고맙다
2018. 5. 28. 16:26, 양우성 : 햄버거 이미먹음
2018. 5. 28. 16:26, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:26, 양우성 : 이득
2018. 5. 28. 16:26, 경민 : 세광오빠중에젤웃김
2018. 5. 28. 16:26, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:26, Sekwang Ludan : 슬프네
2018. 5. 28. 16:26, 이석준 : 근데 친구들과먹는날이라는데
2018. 5. 28. 16:26, 이석준 : 친구랑먹었냐
2018. 5. 28. 16:26, 양우성 : 나 .. 솔밥
2018. 5. 28. 16:27, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ 그럼 무효
2018. 5. 28. 16:27, 정우 : ㅠ
2018. 5. 28. 16:27, 정우 : 썸녀라도 불러
2018. 5. 28. 16:27, 양우성 : 헐랭 또먹어야하나!
2018. 5. 28. 16:27, Sekwang Ludan : 한번 더먹어 경민이랑
2018. 5. 28. 16:27, Sekwang Ludan : 왕따컨셉 불쌍
2018. 5. 28. 16:27, 양우성 : 햄버거그
2018. 5. 28. 16:27, 양우성 : 버거스트리츠
2018. 5. 28. 16:27, 양우성 : 맛잇더라
2018. 5. 28. 16:27, 양우성 : 개골목인가
2018. 5. 28. 16:28, 경민 : ㅠ
2018. 5. 28. 16:28, 경민 : 햄버거먹자…
2018. 5. 28. 16:29, 양우성 : 버거킹 몬스터와퍼 어제까지였는데 쿠폰
2018. 5. 28. 16:29, 양우성 : 오늘또발급됨;; 상술
2018. 5. 28. 16:29, 경민 : ㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:29, 경민 : ㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:30, 이석준 : 아 님들 저 속아픔
2018. 5. 28. 16:30, 경민 : 그러면
2018. 5. 28. 16:30, Sekwang Ludan : 아 그래??
2018. 5. 28. 16:30, 경민 : 아픈김에
2018. 5. 28. 16:30, 경민 : 나랑
2018. 5. 28. 16:30, 경민 : 술먹자...
2018. 5. 28. 16:30, Sekwang Ludan : 좋은정보 고맙다..
2018. 5. 28. 16:30, Sekwang Ludan : 아프지 마렴
2018. 5. 28. 16:30, 경민 : 오빠그거
2018. 5. 28. 16:30, 경민 : 또
2018. 5. 28. 16:30, 경민 : 너무자주하니까
2018. 5. 28. 16:30, 경민 : 약간
2018. 5. 28. 16:30, 경민 : 노잼임
2018. 5. 28. 16:30, Sekwang Ludan : 그래? 좋은정보 고맙다
2018. 5. 28. 16:30, 양우성 : 원래노잼이라 괜춘
2018. 5. 28. 16:30, Sekwang Ludan : 오늘은 그만할께
2018. 5. 28. 16:30, Sekwang Ludan : ㅋㅋㅋ
2018. 5. 28. 16:31, 양우성 : 속아프면
2018. 5. 28. 16:31, Sekwang Ludan : 호~~ 해드려
2018. 5. 28. 16:31, 양우성 : 햄버거에술가라
2018. 5. 28. 16:31, Sekwang Ludan : ㅋㅋㅋ
2018. 5. 28. 16:31, 정우 : 뉴캐슬오지마라
2018. 5. 28. 16:31, 정우 : 집에일찍가고싶으니까
2018. 5. 28. 16:31, 정우 : 내일예비군이다
2018. 5. 28. 16:31, 정우 : 예민하다
2018. 5. 28. 16:31, 양우성 : ㅋㅋㅋㅋㅋ 예비군개시룸
2018. 5. 28. 16:31, 정우 : 과제존나많다
2018. 5. 28. 16:31, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 예비군..
2018. 5. 28. 16:31, 정우 : 시발
2018. 5. 28. 16:31, 경민 : 오지말라하면
2018. 5. 28. 16:31, 경민 : 가고시픈부ㅜ분
2018. 5. 28. 16:31, 정우 : 이번주에 교수면담도 해야되고
2018. 5. 28. 16:31, 양우성 : 그러게
2018. 5. 28. 16:31, 경민 : 뉴캐슬에
2018. 5. 28. 16:31, 양우성 : 나도 와달라는얘기로
2018. 5. 28. 16:31, 경민 : 혼자가는사람도잇냐?
2018. 5. 28. 16:31, 정우 : 과제 4개내야한다
2018. 5. 28. 16:32, 양우성 : 들렷다
2018. 5. 28. 16:32, 정우 : ㅇㅇ
2018. 5. 28. 16:32, 정우 : 가끔있음
2018. 5. 28. 16:32, 경민 : 오
2018. 5. 28. 16:32, 경민 : 그러면
2018. 5. 28. 16:32, 경민 : 혼자가서
2018. 5. 28. 16:32, 경민 : 술먹고
2018. 5. 28. 16:32, 양우성 : 경민이 혼자가서 조져라
2018. 5. 28. 16:32, 이석준 : 밥먹어야하는데
2018. 5. 28. 16:32, 경민 : 다비우고감?
2018. 5. 28. 16:32, 정우 : 칵테일먹지;;;;
2018. 5. 28. 16:32, 경민 : 아
2018. 5. 28. 16:32, 경민 : ㅋㅋㅋㅋ
2018. 5. 28. 16:32, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:32, 경민 : ㅇㅋ;
2018. 5. 28. 16:32, Sekwang Ludan : 혼자간 진상이 젤 무서워
2018. 5. 28. 16:32, Sekwang Ludan : ㅋㅋㅋㅋㅋ
2018. 5. 28. 16:32, 이석준 : 우리 남은거있지않냐
2018. 5. 28. 16:32, 정우 : 생각하는거보소ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 5. 28. 16:32, 경민 : ㅎ..
2018. 5. 28. 16:32, 정우 : 없어
2018. 5. 28. 16:32, 이석준 : 그날 다먹음?
2018. 5. 28. 16:32, 경민 : ㄱ,떼
2018. 5. 28. 16:32, 이석준 : 개쩌네
2018. 5. 28. 16:32, 양우성 : 혼술도 잇구나 신기
2018. 5. 28. 16:32, 경민 : 영수증
2018. 5. 28. 16:32, 경민 : 나한테
2018. 5. 28. 16:32, 경민 : 잇는데
2018. 5. 28. 16:32, 정우 : 두병밖에안되는데
2018. 5. 28. 16:32, 경민 : 찍어줄까
2018. 5. 28. 16:32, 정우 : 다먹지;;
2018. 5. 28. 16:32, 경민 : ㅇㅋ;;;
2018. 5. 28. 16:33, 정우 : 혼술
2018. 5. 28. 16:33, 정우 : 여태
2018. 5. 28. 16:33, 정우 : 3명정도받아봄
2018. 5. 28. 16:33, 경민 : 아
2018. 5. 28. 16:33, 정우 : 잔술이나 칵테일먹고 감
2018. 5. 28. 16:33, 경민 : 그러케밖에
2018. 5. 28. 16:33, 경민 : 안오냐
