Talk_2021.8.24 13:11-88.txt
저장한 날짜 : 2021. 8. 24. 13:14



2021년 8월 9일 월요일
2021. 8. 9. 08:27, 원준오빠 : 나도모르게 든든댄스 든든대앤 든든댄
2021. 8. 9. 21:57, abyss오재 : 거기다템몰ㅇ놧는듀
2021. 8. 9. 21:57, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 9. 21:57, abyss오재 : 휭
2021. 8. 9. 21:58, 원준오빠 : 뚝
2021. 8. 9. 21:58, 원준오빠 : 토마토 먹어야징
2021. 8. 9. 21:58, 정우 : 가주악
2021. 8. 9. 22:05, abyss오재 : 아씨
2021. 8. 9. 22:05, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ교수님연락하고온다고
2021. 8. 9. 22:05, abyss오재 : 이라운드못잡앗엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 9. 22:11, 정우 : ㅎㅇ
2021. 8. 9. 22:11, 정우 : 전패
2021. 8. 9. 22:11, 정우 : ㅎㅎ
2021. 8. 9. 22:11, 정우 : 어쩐지 왜14인가했네
2021. 8. 9. 22:11, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 9. 22:14, 정우 : 오근데오재훈 1등각이내
2021. 8. 9. 22:19, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 9. 22:19, 정우 : 아니네
2021. 8. 9. 22:19, 원준오빠 : 개웃기네
2021. 8. 9. 22:19, abyss오재 : 쯥
2021. 8. 9. 22:19, 정우 : 하쒸 전패.............
2021. 8. 9. 22:19, 원준오빠 : 근데3등한거 잘햌ㅅ네;
2021. 8. 9. 22:19, 정우 : ㅇㅈ
2021. 8. 9. 22:19, 원준오빠 : 아니
2021. 8. 9. 22:19, 원준오빠 : 너도 교수님한테
2021. 8. 9. 22:19, abyss오재 : ㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱ
2021. 8. 9. 22:20, 원준오빠 : 연락옴?
2021. 8. 9. 22:20, abyss오재 : ㅇㅇ
2021. 8. 9. 22:20, 정우 : ㅇㅇ
2021. 8. 9. 22:20, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 9. 22:20, 원준오빠 : ㅇㅎ
2021. 8. 9. 22:20, abyss오재 : 오교수
2021. 8. 9. 22:20, 원준오빠 : 아 그새기
2021. 8. 9. 22:20, 원준오빠 : ;
2021. 8. 9. 22:20, 원준오빠 : 오 한방
2021. 8. 9. 22:20, abyss오재 : 오한방새끼
2021. 8. 9. 22:20, 정우 : 오교수가 수요일에 술먹쟤;;;;
2021. 8. 9. 22:20, abyss오재 : ㄹㅇ개너답
2021. 8. 9. 22:20, abyss오재 : 아직피피티만들지도않음
2021. 8. 9. 22:20, abyss오재 : 낼만들어야지ㅠ
2021. 8. 9. 22:21, 원준오빠 : ㅊㅋㅊㅋ
2021. 8. 9. 22:21, 원준오빠 : 부럽뉴
2021. 8. 9. 22:22, 원준오빠 : 와 나도
2021. 8. 9. 22:22, 원준오빠 : 연락옴 아까
2021. 8. 9. 22:22, 원준오빠 : 상무님한테
2021. 8. 9. 22:22, 원준오빠 : 전화와서
2021. 8. 9. 22:23, 원준오빠 : 갑자기ㅡ일 크게 맞겨서 미안하디고
2021. 8. 9. 22:23, 원준오빠 : 언제든 상의하라고
2021. 8. 9. 22:23, 원준오빠 : 우쭈쭈해줌;
2021. 8. 9. 22:23, 정우 : 올;;;
2021. 8. 9. 22:23, 원준오빠 : 올;
2021. 8. 9. 22:23, 정우 : 상무;;;;
2021. 8. 9. 22:23, 원준오빠 : 상무님은 재밌어..
2021. 8. 9. 22:23, 원준오빠 : 고객사가 쓰렉
2021. 8. 9. 22:23, 정우 : 고객사는
2021. 8. 9. 22:23, 정우 : 항상문제지
2021. 8. 9. 22:23, 정우 : 이모티콘 
2021. 8. 9. 22:23, 원준오빠 : 홍석진...
2021. 8. 9. 22:24, 정우 : 석진ㅇ는진짜
2021. 8. 9. 22:24, 정우 : 쳐맞아야함
2021. 8. 9. 22:25, 원준오빠 : 그와중에
2021. 8. 9. 22:25, 원준오빠 : 오재훈 배치 도른
2021. 8. 9. 22:25, 원준오빠 : 개웃기네
2021. 8. 9. 22:36, abyss오재 : ㅎㅗㄹ롤로개발려
2021. 8. 9. 22:36, 정우 : ㅠ이제몇판이겨서 7등
2021. 8. 9. 22:36, abyss오재 : 휴대폰터지겟다
2021. 8. 9. 22:36, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 9. 22:37, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 9. 22:37, 정우 : 휴
2021. 8. 9. 22:37, 정우 : 아 피곤하네
2021. 8. 9. 22:37, 정우 : 한판만 더하고 잘준비해볼까
2021. 8. 9. 22:39, abyss오재 : 저는
2021. 8. 9. 22:39, abyss오재 : 빠집니다
2021. 8. 9. 22:39, abyss오재 : 폰이터질거같아서
2021. 8. 9. 22:39, 정우 : ㅠ
2021. 8. 9. 22:39, 정우 : 왜
2021. 8. 9. 22:39, 정우 : 가지마
2021. 8. 9. 22:41, 원준오빠 : ㅠ
2021. 8. 9. 22:42, 원준오빠 : 컴으로해
2021. 8. 9. 22:42, 정우 : ㅇㅈ
2021. 8. 9. 22:42, 원준오빠 : ㅠ
2021. 8. 9. 22:42, 원준오빠 : 갔나
2021. 8. 9. 22:42, 정우 : 난이판까지만간다
2021. 8. 9. 22:42, 원준오빠 : 나도
2021. 8. 9. 22:42, 정우 : 갔네
2021. 8. 9. 22:42, 정우 : 꼬우
2021. 8. 9. 22:52, 정우 : 오 또 전패각뜨는데
2021. 8. 9. 22:54, 정우 : 휴 다행히1승
2021. 8. 9. 22:54, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 9. 22:58, 원준오빠 : 오 나 다진건가
2021. 8. 9. 23:00, 원준오빠 : ㅎㅇ
2021. 8. 9. 23:00, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 9. 23:00, 정우 : ㅎㅇ
2021. 8. 9. 23:00, 정우 : 877이다 오늘
2021. 8. 9. 23:00, 정우 : 이모티콘 
2021. 8. 9. 23:04, abyss오재 : 설거지하는데
2021. 8. 9. 23:04, abyss오재 : 소주잔만7개나와잇는거
2021. 8. 9. 23:04, abyss오재 : 무슨일일까
2021. 8. 9. 23:05, 정우 : 7명이 술먹은일
2021. 8. 9. 23:05, 정우 : ?
2021. 8. 9. 23:06, abyss오재 : 그런가봐
2021. 8. 9. 23:06, abyss오재 : 아니이광수
2021. 8. 9. 23:06, abyss오재 : 런닝맨빼고
2021. 8. 9. 23:06, abyss오재 : 예능나오면서
2021. 8. 9. 23:06, abyss오재 : 다웃기고다니네ㅠ
2021. 8. 9. 23:11, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 9. 23:20, 정우 : 와씨
2021. 8. 9. 23:20, 정우 : 뭉찬2 어쩌다가 틀었는데
2021. 8. 9. 23:20, 정우 : 샵검색 : #이장군
2021. 8. 9. 23:20, 정우 : 이사람몸 쌉지리네;;;;;
2021. 8. 9. 23:21, 정우 : 복근.......개미쳤다
2021. 8. 9. 23:21, 정우 : 이모티콘 
2021. 8. 9. 23:26, abyss오재 : 카바디
2021. 8. 9. 23:26, abyss오재 : 단복도안준다고
2021. 8. 9. 23:26, abyss오재 : 요새여기저기
2021. 8. 9. 23:26, abyss오재 : 글보이든만
2021. 8. 9. 23:26, abyss오재 : 샵검색 : #이장군
2021. 8. 9. 23:53, abyss오재 : 샵검색 : #슈가쇼크
2021. 8. 9. 23:53, abyss오재 : ㅁㅊ얘 도넛가게차렷대ㅠ
2021. 8. 9. 23:53, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

2021년 8월 10일 화요일
2021. 8. 10. 00:06, 원준오빠 : ㅁㅊ
2021. 8. 10. 03:17, abyss오재 : 샵검색 : #양세찬 놀토
2021. 8. 10. 03:17, abyss오재 : ㅅㅂ헬리콥터모자
2021. 8. 10. 06:10, abyss오재 : 휴
2021. 8. 10. 07:35, 부그뷰 : ㅇㅎㅇ
2021. 8. 10. 07:44, 정우 : ㅎㅇㅎㅇ
2021. 8. 10. 07:50, abyss오재 : ㅎㅇㅎㅇ
2021. 8. 10. 07:50, 경민 : ㅎㅇㅎㅇ
2021. 8. 10. 07:52, 정우 : 오늘아침 시원하네
2021. 8. 10. 08:00, abyss오재 : 샵검색 : #태풍
2021. 8. 10. 08:00, abyss오재 : 태풍온다매
2021. 8. 10. 08:00, abyss오재 : 그거때문이가
2021. 8. 10. 08:09, 경민 : 가시원
2021. 8. 10. 08:09, 경민 : 비개옴
2021. 8. 10. 08:12, abyss오재 : 살개쪗네
2021. 8. 10. 08:12, abyss오재 : 생각업이살앗더니
2021. 8. 10. 08:12, abyss오재 : 호호
2021. 8. 10. 08:16, 원준오빠 : 콧물도 그리자
2021. 8. 10. 08:16, 원준오빠 : 70?
2021. 8. 10. 08:16, 경민 : 80가즈아
2021. 8. 10. 08:23, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 10. 08:23, abyss오재 : ㅠ
2021. 8. 10. 08:23, abyss오재 : 하
2021. 8. 10. 08:23, abyss오재 : 허호하하
2021. 8. 10. 08:28, 정우 : 80가즈악
2021. 8. 10. 08:28, 경민 : 80받고 10키로더
2021. 8. 10. 08:28, 경민 : ~!~!~!~
2021. 8. 10. 08:33, abyss오재 : ㅡㅡ
2021. 8. 10. 08:33, abyss오재 : ㅠ
2021. 8. 10. 08:44, 경민 : ㅋㅋㅋㅋㅋㅋ
2021. 8. 10. 08:44, 경민 : 오재훈근데요새
2021. 8. 10. 08:44, 경민 : 영어하냐
2021. 8. 10. 08:44, 경민 : 이모티콘 
2021. 8. 10. 08:46, 원준오빠 : 70맞나
2021. 8. 10. 08:46, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 10. 08:51, abyss오재 : 영어하지
2021. 8. 10. 08:51, abyss오재 : 70안댐;,;
2021. 8. 10. 08:52, 원준오빠 : 69
2021. 8. 10. 08:52, 원준오빠 : 아 알렺ㅎ
2021. 8. 10. 08:52, 원준오빠 : 이모티콘 
2021. 8. 10. 08:57, abyss오재 : ;;
2021. 8. 10. 08:57, abyss오재 : 나중에70도달하면
2021. 8. 10. 08:57, abyss오재 : 알려쥼
2021. 8. 10. 08:57, abyss오재 : 머지않음
2021. 8. 10. 08:57, abyss오재 : 하하
2021. 8. 10. 09:00, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 10. 09:00, 경민 : 굳
2021. 8. 10. 09:06, abyss오재 : 이거 네고왕인가보네
2021. 8. 10. 09:06, abyss오재 : ,?
2021. 8. 10. 09:18, abyss오재 : you need to vent
2021. 8. 10. 09:18, 경민 : vent가 머고
2021. 8. 10. 09:19, abyss오재 : 니감정을표출해야할필요가잇어
2021. 8. 10. 09:19, abyss오재 : 유닏투벤트
2021. 8. 10. 09:19, 경민 : ㅇㅋㅇㅋ
2021. 8. 10. 09:19, 경민 : 유닏투밴ㅌ
2021. 8. 10. 09:19, abyss오재 : ㄲ
2021. 8. 10. 09:21, abyss오재 : enjoy the benefits of living alone
2021. 8. 10. 09:21, 경민 : 딱
2021. 8. 10. 09:21, 경민 : 너한테하는말이네
2021. 8. 10. 09:22, abyss오재 : 딩동
2021. 8. 10. 09:22, abyss오재 : 인조이더베네핏ㅊ옵리빙얼론
2021. 8. 10. 09:32, 원준오빠 : 샵검색 : #vent
2021. 8. 10. 09:32, 원준오빠 : 벤트
2021. 8. 10. 09:33, 경민 : 벤트
2021. 8. 10. 09:33, 경민 : 그거자나
2021. 8. 10. 09:33, 경민 : 어몽어스;
2021. 8. 10. 09:33, 경민 : 임포스터;
2021. 8. 10. 09:33, 경민 : 아 ㅁㅊ 표출하다여서
2021. 8. 10. 09:33, 원준오빠 : 청계천 걷던데 뭐하러간가지
2021. 8. 10. 09:33, 경민 : 이거구나
2021. 8. 10. 09:33, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ마자
2021. 8. 10. 09:33, 원준오빠 : 배출구타고다니기
2021. 8. 10. 09:38, 경민 : ㅋㅋㅋㅋ
2021. 8. 10. 10:03, 원준오빠 : ㅇㅋㅇㅋ
2021. 8. 10. 10:06, 원준오빠 : 이야 파트 하나 딱 맡아서 하니 흥미진진하구만 기레
2021. 8. 10. 10:06, 원준오빠 : 이직해야지
2021. 8. 10. 10:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 10. 10:11, abyss오재 : tq
2021. 8. 10. 10:11, abyss오재 : ㅅㅂ
2021. 8. 10. 10:14, 재환오빠 : Tq보니까 끠뀨 생각나네
2021. 8. 10. 10:14, 재환오빠 : 끠뀨형 버터 봄?
2021. 8. 10. 10:15, 원준오빠 : 봄요
2021. 8. 10. 10:16, 원준오빠 : 너무 좋은데 코러스가 깨던데요
2021. 8. 10. 10:32, 재환오빠 : 버터를 혼자부르다니.. 역시대단해
2021. 8. 10. 10:44, 원준오빠 : 진짜 개조음 ..
2021. 8. 10. 10:44, 원준오빠 : 코러스 기타가 한줄알았는데
2021. 8. 10. 10:45, 원준오빠 : 아니네;ㅎ
2021. 8. 10. 10:45, 원준오빠 : 대가리박음
2021. 8. 10. 11:01, abyss오재 : 대박
2021. 8. 10. 11:03, 빠충 : 아ㅏㅏㅏㅏㅏㅏㅏ
2021. 8. 10. 11:03, 빠충 : 쿠팡캐시받았네
2021. 8. 10. 11:03, 빠충 : 4천원으로 뭐사지
2021. 8. 10. 11:03, 빠충 : 뭐 재밌는 거 없나
2021. 8. 10. 11:03, 빠충 : 인생 노잼시기 오고 있다
2021. 8. 10. 11:04, abyss오재 : 안대
2021. 8. 10. 11:04, 빠충 : 안대??
2021. 8. 10. 11:04, 이석준 : 책
2021. 8. 10. 11:04, abyss오재 : 안대사라구
2021. 8. 10. 11:04, 빠충 : 눈에 하는거?
2021. 8. 10. 11:04, abyss오재 : 응
2021. 8. 10. 11:04, 빠충 : 책은 많은데
2021. 8. 10. 11:04, 빠충 : 듄 읽어야되는뎅
2021. 8. 10. 11:04, 빠충 : 아가사 크리스티 전집살까
2021. 8. 10. 11:04, 빠충 : 오랜만에
2021. 8. 10. 11:04, 빠충 : 추리소설 땡기네
2021. 8. 10. 11:05, 빠충 : 사진
2021. 8. 10. 11:05, 빠충 : 알고리즘어서오고
2021. 8. 10. 11:05, abyss오재 : 쿠플
2021. 8. 10. 11:05, 이석준 : 말복이다 얘드라
2021. 8. 10. 11:07, 원준오빠 : 엥 이거 뭔디?
2021. 8. 10. 11:07, 빠충 : 이거 내가 쿠팡캐시 받음 하고 카톡 키자마자
2021. 8. 10. 11:07, 빠충 : 카톡광고뜬거
2021. 8. 10. 11:07, 빠충 : ㅋㅎㅋㅎ
2021. 8. 10. 11:08, 빠충 : 알고리즘새기
2021. 8. 10. 11:27, 원준오빠 : 아
2021. 8. 10. 11:27, 원준오빠 : 빠르네
2021. 8. 10. 11:33, Sekwang Ludan : 도현 12시 점심 불가능?
2021. 8. 10. 11:39, 빠충 : ?
2021. 8. 10. 12:17, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ 혹시나~
2021. 8. 10. 12:23, 원준오빠 : 오늘 내려왔다며 방탄
2021. 8. 10. 12:24, abyss오재 : 엥갑자기
2021. 8. 10. 12:24, abyss오재 : 개천둥번개
2021. 8. 10. 13:29, 원준오빠 : 왜 리액션에 엄지 아래는 없냐
2021. 8. 10. 13:30, 경민 : 사이좋게지내라고
2021. 8. 10. 13:30, 경민 : 맞아ㅗㅇ늘자다깨서봣는데 내려가있길래 눈물을머금고 다시잠
2021. 8. 10. 13:30, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃
2021. 8. 10. 13:30, 원준오빠 : 아 나 꿈 웃긴거 뚬
2021. 8. 10. 13:30, 원준오빠 : 꿈속에서 좋아하는 여자애있었는디
2021. 8. 10. 13:31, 원준오빠 : 알고보니 대깨문이었음
2021. 8. 10. 13:31, 원준오빠 : 그래서 어카지 고뇌하다가 깸
2021. 8. 10. 13:31, 재환오빠 : 걸러야지
2021. 8. 10. 13:31, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 10. 13:31, 경민 : 갑툭튀하는거 개웃겨
2021. 8. 10. 13:31, 경민 : ㅠ
2021. 8. 10. 13:32, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 10. 13:32, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 10. 13:32, 원준오빠 : 형 대깨문에 알람걸어놨어요??ㅋㅋㅋㅋㅋ
2021. 8. 10. 13:32, 원준오빠 : 개웃김
2021. 8. 10. 13:33, 경민 : ㅋㅋㅋㅋㅋㅋㅋㄹㅇ
2021. 8. 10. 13:33, 경민 : 개웃겨
2021. 8. 10. 13:33, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 10. 13:33, 경민 : 아니근데아직도지지율
2021. 8. 10. 13:33, 경민 : 40%넘는게
2021. 8. 10. 13:33, 경민 : ㅈㄴ신기함
2021. 8. 10. 13:33, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 10. 13:42, 빠충 : 이거뭐죠
2021. 8. 10. 13:42, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 10. 13:42, 빠충 : 개빠르넼ㅋㅋㅋㅋㅋ
2021. 8. 10. 13:43, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 10. 13:43, 재환오빠 : 주작통계 조사해봐야돼 ㅅㅂ
2021. 8. 10. 13:44, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 10. 13:45, abyss오재 : 아갑자기생각낫는데
2021. 8. 10. 13:45, abyss오재 : 오늘아침에헬스장에서 쪼리신고운동하는여자봄
2021. 8. 10. 13:45, abyss오재 : 쫓겨남
2021. 8. 10. 13:45, abyss오재 : 갑분튀
2021. 8. 10. 13:45, abyss오재 : 다시사라딤;;
2021. 8. 10. 14:04, 원준오빠 : 쪼리네
2021. 8. 10. 15:02, abyss오재 : ㄹㅇ
2021. 8. 10. 15:05, abyss오재 : 으 발표자료만들어야하는데아직도
2021. 8. 10. 15:05, abyss오재 : 시작도못했따
2021. 8. 10. 15:05, abyss오재 : ㅅㅂㅅㅂ;;
2021. 8. 10. 15:05, abyss오재 : ㅠ
2021. 8. 10. 15:06, abyss오재 : 면접하루전만들기 ㄱㄴ; ㅅ?ㅃ ㅠ;
2021. 8. 10. 15:07, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 10. 15:07, 경민 : ㅠ
2021. 8. 10. 15:07, 경민 : 내가다
2021. 8. 10. 15:07, 경민 : 초조하다임마 ㅜ
2021. 8. 10. 15:07, abyss오재 : 아니 ㅠ;;;;
2021. 8. 10. 15:07, abyss오재 : 오늘새벽5시까지 답변제출해야하고
2021. 8. 10. 15:07, abyss오재 : ㅠ낼오전10시미팅있는데
2021. 8. 10. 15:07, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2021. 8. 10. 15:07, abyss오재 : 미치겠따
2021. 8. 10. 15:07, 경민 : ㅁㅊ
2021. 8. 10. 15:07, abyss오재 : 8시에 영어 검토맡긴거 날라오고
2021. 8. 10. 15:07, 경민 : 살인적스케줄
2021. 8. 10. 15:08, abyss오재 : 돌겠구만
2021. 8. 10. 15:11, abyss오재 : ㅇㅈㅇ 수요일날
2021. 8. 10. 15:11, abyss오재 : 면접 준비 한거 들어주셈
2021. 8. 10. 15:11, abyss오재 : 40분발표;
2021. 8. 10. 15:11, abyss오재 : ㅅㅂ;
2021. 8. 10. 15:11, 이석준 : 술마시는것도 바쁠듯
2021. 8. 10. 15:12, abyss오재 : ㅠ
2021. 8. 10. 15:12, abyss오재 : ㅅㅂ
2021. 8. 10. 15:12, abyss오재 : ㅠ
2021. 8. 10. 15:12, abyss오재 : ㅇㅈ;
2021. 8. 10. 15:12, abyss오재 : ㅠ;
2021. 8. 10. 15:12, abyss오재 : 갑분초;
2021. 8. 10. 15:12, abyss오재 : ㅅㅂ
2021. 8. 10. 15:12, 경민 : 정곡ㅈ찔렸누
2021. 8. 10. 15:12, abyss오재 : 갑분초조해짐
2021. 8. 10. 15:12, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 10. 15:12, abyss오재 : 허으으,,,
2021. 8. 10. 15:14, abyss오재 : 하으으으으으
2021. 8. 10. 15:14, abyss오재 : 하으으으으~
2021. 8. 10. 15:15, abyss오재 : 일단그래도
2021. 8. 10. 15:15, abyss오재 : 배는아프니 화장실은가야지
2021. 8. 10. 15:44, 경민 : 사진
2021. 8. 10. 15:44, 경민 : 교수님 ㅎㅇㅎㅇ
2021. 8. 10. 15:45, 재환오빠 : Dj koo...
2021. 8. 10. 16:15, abyss오재 : 할로
2021. 8. 10. 16:22, 원준오빠 : 어 저분
2021. 8. 10. 16:22, 경민 : 우리과교수님
2021. 8. 10. 16:23, 경민 : 인데 울회사 무슨 강의하신데
2021. 8. 10. 16:23, 경민 : 대
2021. 8. 10. 16:23, abyss오재 : 엘지에이아이연구원은
2021. 8. 10. 16:23, abyss오재 : 논문도받던데
2021. 8. 10. 16:26, 원준오빠 : 모르는분
2021. 8. 10. 16:26, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 10. 16:27, 재환오빠 : 서강 인공지능연구소 저런조직도 있었나
2021. 8. 10. 16:31, 빠충 : 사진
2021. 8. 10. 16:31, 빠충 : 배앰
2021. 8. 10. 16:31, 빠충 : 오늘 여덟시
2021. 8. 10. 16:31, 빠충 : 두근두근
2021. 8. 10. 16:32, 빠충 : 서버 터진다 안 터진다?
2021. 8. 10. 16:40, 원준오빠 : 올
2021. 8. 10. 16:40, 원준오빠 : 어제 널럴했다지않음?
2021. 8. 10. 16:45, 원준오빠 : 사진
2021. 8. 10. 16:45, 원준오빠 : 5칼로리 실화여?
2021. 8. 10. 17:24, 경민 : 사진
2021. 8. 10. 17:24, 경민 : R개지림
2021. 8. 10. 17:25, 재환오빠 : 와우
2021. 8. 10. 17:25, 재환오빠 : 근데 의선이형이 왜쏘지?
2021. 8. 10. 17:25, 경민 : 현대다니는애들
2021. 8. 10. 17:25, 경민 : ㅂ빡쳐하든데
2021. 8. 10. 17:26, 부그뷰 : 오늘 저녁 콩국수
2021. 8. 10. 17:26, 경민 : 콩또속
2021. 8. 10. 17:26, 재환오빠 : 콩국수
콩국수
2021. 8. 10. 17:26, 경민 : 그냥 스폰같은거아니려나 몰겟넵
2021. 8. 10. 17:26, 부그뷰 : 오산 콩국수
2021. 8. 10. 17:26, 부그뷰 : 괜춘함
2021. 8. 10. 17:26, 재환오빠 : 오늘 말복인데 삼계탕 한사바리씩 해라
2021. 8. 10. 17:26, 부그뷰 : 아니구나 동탄 콩국수
2021. 8. 10. 17:26, 경민 : ㅇㅈㅇㅈ
2021. 8. 10. 17:26, 경민 : ㄴㅇㅈㅇㅈ
2021. 8. 10. 17:26, 경민 : ㄴㅇㅈㅇㅈ
2021. 8. 10. 17:27, 경민 : 콩싫어
2021. 8. 10. 17:27, 경민 : !
2021. 8. 10. 17:27, 원준오빠 : 양궁 선수 육성부터 훈련 지원 전부 의성이형님이 해주는거래
2021. 8. 10. 17:27, 재환오빠 : 콩까지마
콩까지마
2021. 8. 10. 17:27, 경민 : 우리엄마맨날콩밥해줌
2021. 8. 10. 17:27, 경민 : ㅠ
2021. 8. 10. 17:27, 경민 : ㅁㅊ!지리누
2021. 8. 10. 17:27, 재환오빠 : 오우
2021. 8. 10. 17:27, 재환오빠 : 메인스폰서..
2021. 8. 10. 17:27, 재환오빠 : 좋겠다
2021. 8. 10. 17:27, 재환오빠 : 나도누가 gv80 뽑아주면 좋겠네
2021. 8. 10. 17:27, 경민 : ㅋㅋㅋㅋㄹㅇ
2021. 8. 10. 17:28, 경민 : 근데 제네ㅔ시스는
2021. 8. 10. 17:28, 경민 : 좀
2021. 8. 10. 17:28, 경민 : 아버지차느낌아니누
2021. 8. 10. 17:28, 재환오빠 : 70라인은 갠춘
2021. 8. 10. 17:28, 원준오빠 : 70 개이쁘던데
2021. 8. 10. 17:28, 재환오빠 : 80부터는 살짝 아버지
2021. 8. 10. 17:28, 재환오빠 : 90은 회장님
2021. 8. 10. 17:28, 원준오빠 : 샵검색 : #g70
2021. 8. 10. 17:29, 경민 : 오그러네
2021. 8. 10. 17:29, 경민 : 춘춘하누
2021. 8. 10. 17:32, 재환오빠 : 그치만 80이 더 비싸기때문에
2021. 8. 10. 17:32, 재환오빠 : 누가 주시면 감사히 받겠읍니다
2021. 8. 10. 17:32, 재환오빠 : ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
2021. 8. 10. 17:32, 재환오빠 : 망상 지렸누~.~
2021. 8. 10. 17:33, 원준오빠 : @오재훈
2021. 8. 10. 17:51, 정우 : ㄱㅅㄱㅅ
2021. 8. 10. 18:01, abyss오재 : ,,?
2021. 8. 10. 18:01, abyss오재 : b
2021. 8. 10. 18:10, 원준오빠 : ㅌㄱ ㄷㅈ ㄱ
2021. 8. 10. 18:11, 빠충 : ㅌㄱ
2021. 8. 10. 18:13, 정우 : ㅊㅋㅊㅋ
2021. 8. 10. 18:34, 원준오빠 : ㅌㄱ ㄷㅈ ㅇㄷ;
2021. 8. 10. 18:34, 정우 : 일등이등오등육등
2021. 8. 10. 18:34, 정우 : 일등각
2021. 8. 10. 18:34, 원준오빠 : 정답
2021. 8. 10. 18:34, 정우 : 이모티콘 
2021. 8. 10. 18:34, 원준오빠 : 이거 솔찍히 생각못함
2021. 8. 10. 18:35, 원준오빠 : ;
