Talk_2021.8.24 13:11-78.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 1월 3일 일요일
2021. 1. 3. 22:36, abyss오재 : 경소봐야하는데티빙터졋어
2021. 1. 4. 16:24, abyss오재 : 아우추워
2021. 1. 4. 17:24, abyss오재 : 끝낫다자유의몸
2021. 1. 4. 17:25, 경민 : ㅊㅋㅊㅋ
2021. 1. 4. 17:30, 원준오빠 : ㅊㅋㅊㅋ
2021. 1. 4. 17:31, abyss오재 : ㄱㅅㄱㅅㄱㅅㄱㅅ
2021. 1. 4. 17:51, 부그뷰 : 퇴퇴근띠
2021. 1. 4. 17:51, 이석준 : 경보쓰
2021. 1. 4. 17:51, 이석준 : 토욜에 영진이 결혼식 갈거?
2021. 1. 4. 17:53, 부그뷰 : 아 나
2021. 1. 4. 17:53, 부그뷰 : 안갈거
2021. 1. 4. 17:53, 경민 : ㅊㅋㅊㅋ
2021. 1. 4. 17:53, 부그뷰 : 낼 돈보내줄테니까 대신내주기가능?
2021. 1. 4. 17:53, 이석준 : ㅇㅋ
2021. 1. 4. 17:54, 부그뷰 : ㄱㅅㄱㅅ
2021. 1. 4. 17:54, 부그뷰 : 오늘 회사에서
2021. 1. 4. 17:54, 부그뷰 : 바지터짐
2021. 1. 4. 17:54, 부그뷰 : 응디부분
2021. 1. 4. 17:54, 경민 : >?????
2021. 1. 4. 17:54, 경민 : 갑자기?
2021. 1. 4. 17:54, 부그뷰 : 그래서 테이프로 붙임
2021. 1. 4. 17:54, 경민 : 어쩌누
2021. 1. 4. 17:54, 부그뷰 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 17:54, 부그뷰 : 양면테이프로
2021. 1. 4. 17:54, 부그뷰 : 붙이고
2021. 1. 4. 17:54, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 17:55, 부그뷰 : 글고 큰옷입어서 응디가려서 다행
2021. 1. 4. 17:55, 경민 : 어쩐지
2021. 1. 4. 17:55, 경민 : 일찍퇴근했더라
2021. 1. 4. 17:55, 부그뷰 : 근데 요새 안바뻐서
2021. 1. 4. 17:55, 부그뷰 : 6시전후로 퇴근하는듯
2021. 1. 4. 17:55, 부그뷰 : 그래서 저녁용으로 닭슴살삼
2021. 1. 4. 17:56, 경민 : ㄴㄴ변햇음
2021. 1. 4. 17:56, 경민 : 초반엔
2021. 1. 4. 17:56, 경민 : 일배우는거재밋다고
2021. 1. 4. 17:56, 경민 : 맨날8시까찌햇자나 이렁ㅄ어두
2021. 1. 4. 17:56, 경민 : ㅋㅋㅋㅋ
2021. 1. 4. 17:56, 부그뷰 : 일하면서 배우는건데
2021. 1. 4. 17:56, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 17:56, 부그뷰 : 일이 없어
2021. 1. 4. 17:56, 부그뷰 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 17:56, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ응디왜터짐
2021. 1. 4. 17:56, abyss오재 : 스퀏했냐
2021. 1. 4. 17:57, 부그뷰 : 멀라 스퀏땜에 빵실한거보지머
2021. 1. 4. 17:57, abyss오재 : 아머리아파
2021. 1. 4. 17:57, abyss오재 : 잠을너무못잤누
2021. 1. 4. 17:57, abyss오재 : 하
2021. 1. 4. 17:57, abyss오재 : 흠
2021. 1. 4. 17:57, 부그뷰 : 글고 같은팀 사원이 그쯤 퇴근하자고해서
2021. 1. 4. 17:57, 부그뷰 : 퇴근해붜륌
2021. 1. 4. 17:57, 부그뷰 : 오늘 부장님한분 경력으로 들어와서
2021. 1. 4. 17:57, abyss오재 : 아 미친 개웃긴거봄
2021. 1. 4. 17:57, 부그뷰 : 낼부터 바빠질느낌
2021. 1. 4. 17:58, 부그뷰 : 전장쪽도 할거같던데
2021. 1. 4. 18:05, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 18:06, 원준오빠 : 신고식 빵실하게 했누
2021. 1. 4. 18:07, 부그뷰 : 오전에 뭐하나 해결해서
2021. 1. 4. 18:07, 부그뷰 : 기분개조았는데
2021. 1. 4. 18:08, 부그뷰 : 빵터져부렸누
2021. 1. 4. 18:08, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 18:08, abyss오재 : 엉덩이로
2021. 1. 4. 18:08, abyss오재 : 기분표시하누
2021. 1. 4. 18:11, 부그뷰 : 덩실빵실했누
2021. 1. 4. 18:12, abyss오재 : 덩빵덩빵
2021. 1. 4. 18:22, 이석준 : 오늘
2021. 1. 4. 18:22, 이석준 : 줌 몇시?
2021. 1. 4. 18:23, abyss오재 : 오늘줌하누
2021. 1. 4. 18:24, abyss오재 : 내일하누,,;;
2021. 1. 4. 18:24, abyss오재 : 아님
2021. 1. 4. 18:24, abyss오재 : 참여가능한사람들하는거누
2021. 1. 4. 18:31, 부그뷰 : 사진
2021. 1. 4. 18:31, 부그뷰 : 후후
2021. 1. 4. 18:31, 이석준 : 파뤼나잇
2021. 1. 4. 18:31, 부그뷰 : 풍족하누
2021. 1. 4. 18:31, 이석준 : 안하누
2021. 1. 4. 18:32, abyss오재 : 파뤼나잇
2021. 1. 4. 18:32, abyss오재 : 아대가리준나아파
2021. 1. 4. 18:32, abyss오재 : 김경민
2021. 1. 4. 18:32, abyss오재 : 두통약먹누,,?
2021. 1. 4. 18:36, 이석준 : 오늘 줌 없누?
2021. 1. 4. 18:36, abyss오재 : 난오늘 gg각이라서
2021. 1. 4. 18:36, abyss오재 : 힘드누
2021. 1. 4. 18:36, abyss오재 : 어제5시에자버려서;;;;;
2021. 1. 4. 18:36, abyss오재 : 오늘한잔하면집가서바로ㄷ뻗을듯
2021. 1. 4. 18:36, abyss오재 : ;;;
2021. 1. 4. 18:37, abyss오재 : 이정우
2021. 1. 4. 18:37, abyss오재 : 소환하셈
2021. 1. 4. 18:37, abyss오재 : 이정우 줌잘함
2021. 1. 4. 18:37, 경민 : 보스
2021. 1. 4. 18:37, 정우 : 만만한게나냐
2021. 1. 4. 18:37, abyss오재 : 부경보도잘함;
2021. 1. 4. 18:37, 경민 : 대체언제잡누
2021. 1. 4. 18:37, abyss오재 : 홀리쉿!!!!!!!!!!!!!!!
2021. 1. 4. 18:37, abyss오재 : !!!!!!!보쓰!잡아야지
2021. 1. 4. 18:37, 양우성 : 데미안선행퀘
2021. 1. 4. 18:37, 양우성 : 오래걸리더라 ㅠ
2021. 1. 4. 18:37, 양우성 : 하루에 한챕터해야지
2021. 1. 4. 18:38, 양우성 : ㄱㄱ
2021. 1. 4. 18:39, abyss오재 : 할게넘많이야 메이플;
2021. 1. 4. 18:39, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 18:39, 경민 : 아니
2021. 1. 4. 18:39, 경민 : 와서그냥
2021. 1. 4. 18:39, 경민 : 버스타;;;
2021. 1. 4. 18:39, abyss오재 : ㅇㅋ,,;;;
2021. 1. 4. 18:39, 경민 : 카벨 하매 카파풀
2021. 1. 4. 18:39, abyss오재 : 개좋음
2021. 1. 4. 18:39, abyss오재 : 버스타는거좋아ㅏ함
2021. 1. 4. 18:39, 경민 : 너때문에네오코어렙업못시키고이ㄸ따누
2021. 1. 4. 18:40, abyss오재 : …ㅈㅅ;ㅈㅅ;;;;
2021. 1. 4. 18:46, 부그뷰 : 닭슴살
2021. 1. 4. 18:46, 부그뷰 : 존맛이네
2021. 1. 4. 18:46, 이석준 : ㄷㄷ
2021. 1. 4. 18:47, abyss오재 : 이모티콘 
2021. 1. 4. 18:54, abyss오재 : ㄲㅁ
2021. 1. 4. 18:54, abyss오재 : 김경민
2021. 1. 4. 18:54, abyss오재 : 저거어케해야함
2021. 1. 4. 18:54, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 18:54, 경민 : ㄴㄴ?
2021. 1. 4. 18:54, 경민 : ㅇㅇ?
2021. 1. 4. 18:55, 경민 : 머?
2021. 1. 4. 18:56, abyss오재 : 저거
2021. 1. 4. 18:56, abyss오재 : 일
2021. 1. 4. 18:56, 경민 : 일?
2021. 1. 4. 18:56, 경민 : 메이플?
2021. 1. 4. 18:56, 경민 : 엥
2021. 1. 4. 18:56, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 18:57, abyss오재 : 저거걍 줌으로보여주면안되나
2021. 1. 4. 18:59, 경민 : 머
2021. 1. 4. 18:59, 경민 : 상자깡?
2021. 1. 4. 19:00, abyss오재 : 아니
2021. 1. 4. 19:00, abyss오재 : 니카톡에잇는데
2021. 1. 4. 19:00, abyss오재 : 안보임?
2021. 1. 4. 19:00, abyss오재 : 안녕하세요!! 저번에 코드를 실행파일로 만드는 과정에서 오류가 나서 연락을 드렸었는데 그뒤로 어떻게 해야할지 몰라 연락드립니다!! 그때 오류를 해결하지 못하고 연락이 끊겼었는데 시간이 괜찮으시다면 혹시 실험실에 한번 들려주실수 있나요?? 와서 보여주시면 더 이해가 빠를 것 같고, 오시는데 필요한 비용 청구는 해주시면 처리해 드리겠습니다!!  연락주세요 감사합니다~
2021. 1. 4. 19:00, 경민 : 아
2021. 1. 4. 19:00, 경민 : ㅁ저밑에잇누
2021. 1. 4. 19:00, 경민 : 친구창은꺼놈
2021. 1. 4. 19:00, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 19:00, 경민 : 벌레만켜놈
2021. 1. 4. 19:00, 경민 : 어떰?
2021. 1. 4. 19:00, abyss오재 : 굿
2021. 1. 4. 19:00, abyss오재 : 조은
2021. 1. 4. 19:00, 경민 : 메이플중이란말야;집중중;
2021. 1. 4. 19:00, abyss오재 : ㄹㅋㅇㅋㅇㅋ
2021. 1. 4. 19:01, 경민 : 아근데
2021. 1. 4. 19:01, 경민 : 그거
2021. 1. 4. 19:01, 경민 : 내가직접해줘야될거같은데
2021. 1. 4. 19:01, 경민 : 너무답답해;ㅠ
2021. 1. 4. 19:02, abyss오재 : 원격
2021. 1. 4. 19:02, abyss오재 : 접속하게
2021. 1. 4. 19:02, abyss오재 : 해달라하면안됨??
2021. 1. 4. 19:03, 경민 : 아 원격됨?
2021. 1. 4. 19:03, abyss오재 : ㄹㅇ그게젤빠를거같은뎀
2021. 1. 4. 19:03, abyss오재 : 가는거오바고솔ㅈㄱ히
2021. 1. 4. 19:03, 경민 : 윈도우엿나저사람들?
2021. 1. 4. 19:03, abyss오재 : ㅇㅇ
2021. 1. 4. 19:03, abyss오재 : 그랫을거야
2021. 1. 4. 19:03, 경민 : 근데원격햇는데해결안되면어쩜 ㅜ
2021. 1. 4. 19:03, abyss오재 : 그건뭐
2021. 1. 4. 19:03, abyss오재 : 다음일이지
2021. 1. 4. 19:03, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 19:03, abyss오재 : 원격으러해결하는방안을생각해보자고
2021. 1. 4. 19:03, abyss오재 : 하눈거어떰
2021. 1. 4. 19:11, 원준오빠 : ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 19:11, 원준오빠 : 고질병이 도졌다 ㅠ
2021. 1. 4. 19:12, 부그뷰 : 어오재
2021. 1. 4. 19:12, 부그뷰 : 오늘 생일?
2021. 1. 4. 19:12, abyss오재 : 웅
2021. 1. 4. 19:12, abyss오재 : ㅇㅇ
2021. 1. 4. 19:12, 부그뷰 : 생일축하해
2021. 1. 4. 19:12, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 19:12, abyss오재 : 고마웡
2021. 1. 4. 19:12, abyss오재 : 이모티콘 
2021. 1. 4. 19:12, 원준오빠 : 뭐뉴
2021. 1. 4. 19:12, 원준오빠 : 어제 생일 줌 했는데
2021. 1. 4. 19:12, 원준오빠 : 몰랐구만
2021. 1. 4. 19:12, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 19:12, abyss오재 : 어제일ㅉㄱ주무신듯
2021. 1. 4. 19:12, abyss오재 : 어제 형
2021. 1. 4. 19:12, abyss오재 : 줌하고
2021. 1. 4. 19:12, abyss오재 : 결국5시까지만들고잠
2021. 1. 4. 19:12, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 19:12, abyss오재 : 이모티콘 
2021. 1. 4. 19:12, abyss오재 : 만들길잘햇지그래도
2021. 1. 4. 19:12, abyss오재 : 후
2021. 1. 4. 19:12, 경민 : 오늘보스돌면안대누
2021. 1. 4. 19:13, abyss오재 : 되누
2021. 1. 4. 19:13, 경민 : 10분만들어오라누
2021. 1. 4. 19:13, 경민 : 이렇게
2021. 1. 4. 19:13, abyss오재 : 집들어갈때
2021. 1. 4. 19:13, 경민 : 진행하자고
2021. 1. 4. 19:13, 경민 : 해
2021. 1. 4. 19:13, abyss오재 : 연락해도되나
2021. 1. 4. 19:13, abyss오재 : 내가말할까
2021. 1. 4. 19:13, 경민 : ㅇㅇ
2021. 1. 4. 19:13, 경민 : 너 오늘 개되지않을가
2021. 1. 4. 19:13, 경민 : 못하겟누생각해보니
2021. 1. 4. 19:14, abyss오재 : 그러니까
2021. 1. 4. 19:14, abyss오재 : 그얼거같기도한데
2021. 1. 4. 19:14, abyss오재 : 이모티콘 
2021. 1. 4. 19:14, abyss오재 : 이렇게될려나
2021. 1. 4. 19:14, 원준오빠 : ㅁㅊ 5시에잠??
2021. 1. 4. 19:15, abyss오재 : 요요
2021. 1. 4. 19:15, 경민 : 생일이니까
2021. 1. 4. 19:15, 경민 : 봐줌;
2021. 1. 4. 19:15, 원준오빠 : 멍멍
2021. 1. 4. 19:15, abyss오재 : 감사감사
2021. 1. 4. 19:15, 경민 : 내일까찌는꼮....
2021. 1. 4. 19:15, 경민 : 돌아야해
2021. 1. 4. 19:15, 원준오빠 : 오늘 술먹음?
2021. 1. 4. 19:15, abyss오재 : ㅇㅋㅇㅋ
2021. 1. 4. 19:15, abyss오재 : 고딩친구만나기루
2021. 1. 4. 19:15, abyss오재 : 햇어갑작
2021. 1. 4. 19:15, 원준오빠 : ㅇㅎ
2021. 1. 4. 19:15, abyss오재 : 모하냐길래
2021. 1. 4. 19:15, 원준오빠 : 개되겠네
2021. 1. 4. 19:15, abyss오재 : ㅋㅋㅋㅋ
2021. 1. 4. 19:15, 원준오빠 : ㅊㅋㅊㅋ
2021. 1. 4. 19:15, 경민 : 넘나
2021. 1. 4. 19:15, 경민 : 당연해버려
2021. 1. 4. 19:15, abyss오재 : ㅠ
2021. 1. 4. 19:15, 원준오빠 : ㄹㅇ
2021. 1. 4. 19:15, abyss오재 : 근데지금대가리가눔나아파서
2021. 1. 4. 19:15, abyss오재 : 맘ㅎ이먹을수잇을지모루겟누
2021. 1. 4. 19:15, 원준오빠 : 좀 쉬셈 ㅠ
2021. 1. 4. 19:15, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 19:15, 경민 : 니
2021. 1. 4. 19:15, 원준오빠 : 디지기싫으면
2021. 1. 4. 19:15, 경민 : 먹을때되면
2021. 1. 4. 19:15, abyss오재 : 빨리먹고
2021. 1. 4. 19:15, 경민 : 오 다나음
2021. 1. 4. 19:15, 경민 : 개신나
2021. 1. 4. 19:15, abyss오재 : 일찍와서
2021. 1. 4. 19:15, 경민 : 달려달려
2021. 1. 4. 19:15, 경민 : 다앎
2021. 1. 4. 19:15, abyss오재 : 쉬어봄
2021. 1. 4. 19:16, abyss오재 : ㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌ
2021. 1. 4. 19:16, abyss오재 : ㄹㅎ
2021. 1. 4. 19:16, abyss오재 : 몰라라
2021. 1. 4. 19:16, 원준오빠 : ㄹㅇ;;
2021. 1. 4. 19:16, 경민 : 그럼
2021. 1. 4. 19:16, 경민 : 30분쯤에
2021. 1. 4. 19:16, 경민 : 상자깡방송
2021. 1. 4. 19:16, 경민 : ㄱㄴ?
2021. 1. 4. 19:16, abyss오재 : ㄱㄴ
2021. 1. 4. 19:16, abyss오재 : 그때퇴근하면서봄
2021. 1. 4. 19:16, 경민 : ㅇㅋ
2021. 1. 4. 19:20, 원준오빠 : 오 보러가야지
2021. 1. 4. 19:20, abyss오재 : 조와조와
2021. 1. 4. 19:23, 경민 : 언제하실
2021. 1. 4. 19:24, abyss오재 : ㄱㄱㄹ
2021. 1. 4. 19:25, 경민 : 원격
2021. 1. 4. 19:25, 경민 : 머아는거있음?
2021. 1. 4. 19:25, 경민 : ㄱ그냥줌해서하는게속편한가;
2021. 1. 4. 19:25, 경민 : ㅋㅋㅋ
2021. 1. 4. 19:25, 경민 : 화면공유해서
2021. 1. 4. 19:26, 경민 : 시간은평읽밤?이괜찬지않을가
2021. 1. 4. 19:26, abyss오재 : 그런가
2021. 1. 4. 19:26, abyss오재 : ㅇㅇㅇ
2021. 1. 4. 19:26, abyss오재 : 평일밤모
2021. 1. 4. 19:26, abyss오재 : 너가해줄
2021. 1. 4. 19:26, abyss오재 : 거,,?아니누,,,?
2021. 1. 4. 19:26, 경민 : 너도필요하다누;
2021. 1. 4. 19:26, 경민 : ;
2021. 1. 4. 19:26, abyss오재 : 같이참석은할게
2021. 1. 4. 19:26, 경민 : 나만드가냐누...
2021. 1. 4. 19:26, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 19:26, 경민 : ㅇㅋ;
2021. 1. 4. 19:26, 경민 : 아니
2021. 1. 4. 19:26, 경민 : 같이구글링해서
2021. 1. 4. 19:26, abyss오재 : ㅇㅇ
2021. 1. 4. 19:26, 경민 : 위리끼리
2021. 1. 4. 19:26, abyss오재 : 아아
2021. 1. 4. 19:26, 경민 : 토의하고
2021. 1. 4. 19:26, abyss오재 : ㅇㅋㅇㅋ
2021. 1. 4. 19:26, 경민 : 해야지
2021. 1. 4. 19:26, 경민 : ㅊㅇㅋㅇㅋ
2021. 1. 4. 19:26, abyss오재 : 알지알지
2021. 1. 4. 19:26, abyss오재 : ㅇㅋㅇㅋ
2021. 1. 4. 19:26, abyss오재 : 근데나수욜저녁또술약속잇음
2021. 1. 4. 19:26, abyss오재 : 금욜도
2021. 1. 4. 19:26, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 19:27, abyss오재 : 줌파리잇음
2021. 1. 4. 19:27, 경민 : ㅅㅂ
2021. 1. 4. 19:27, abyss오재 : 석대가 수욜날밥사준대
2021. 1. 4. 19:27, 경민 : 어쩌누그럼
2021. 1. 4. 19:27, abyss오재 : 화목괜춘
2021. 1. 4. 19:27, abyss오재 : 내일학교에서해도되긴하고
2021. 1. 4. 19:27, abyss오재 : 노상관이누
2021. 1. 4. 19:27, 경민 : 퇴근빠르누 너?
2021. 1. 4. 19:27, abyss오재 : ㅈ금
2021. 1. 4. 19:27, abyss오재 : 퇴근중
2021. 1. 4. 19:27, abyss오재 : 낼은그냥학교에서
2021. 1. 4. 19:27, 경민 : 아니다른날두
2021. 1. 4. 19:27, 경민 : ㅇㅇ
2021. 1. 4. 19:27, abyss오재 : 하면될거같은데?
2021. 1. 4. 19:27, abyss오재 : ㅇㅇㅇ
2021. 1. 4. 19:27, abyss오재 : 조금늦게항수도잇거
2021. 1. 4. 19:27, abyss오재 : 잘모르겟누
2021. 1. 4. 19:27, abyss오재 : 첫주라 아직마음이안잡힉ㄴ해서
2021. 1. 4. 19:27, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 19:27, 경민 : ㅇㅈㅇㅈ
2021. 1. 4. 19:33, abyss오재 : 안함안함,
2021. 1. 4. 19:33, abyss오재 : ?
2021. 1. 4. 19:33, abyss오재 : 상자깡상자깡
2021. 1. 4. 19:33, 경민 : 5분만
2021. 1. 4. 19:33, 경민 : 더기달리셈
2021. 1. 4. 19:34, 경민 : 올라가는중;
2021. 1. 4. 19:34, abyss오재 : ㄹㅋㅇㅋ
2021. 1. 4. 19:35, abyss오재 : 친구만나기오분전됨
2021. 1. 4. 19:36, 이석준 : [삼진어묵] 딱한끼 어묵탕 (순한맛 4봉+얼큰한맛 4봉)
2021. 1. 4. 19:36, 이석준 : 오재 이거 ㄱㄱ
2021. 1. 4. 19:37, abyss오재 : 이거먼ㄷ
2021. 1. 4. 19:37, abyss오재 : 존마임???
2021. 1. 4. 19:38, 이석준 : 너 좋아해서
2021. 1. 4. 19:38, 이석준 : 찾은김에
2021. 1. 4. 19:38, 이석준 : 보내줘봄
2021. 1. 4. 19:38, 이석준 : 냉동실에 넣고
2021. 1. 4. 19:38, 이석준 : 두고두고 드셈
2021. 1. 4. 19:38, 이석준 : ㄱ
2021. 1. 4. 19:38, 경민 : 친구랑같이보삼
2021. 1. 4. 19:39, abyss오재 : 맞아
2021. 1. 4. 19:39, abyss오재 : 오뎅좋아함
2021. 1. 4. 19:39, 경민 : 나도오뎅개조아;
2021. 1. 4. 19:39, abyss오재 : 오뎅탕 ㄹㅇ
2021. 1. 4. 19:39, abyss오재 : 개순삭
2021. 1. 4. 19:39, abyss오재 : 나한테공유해놈
2021. 1. 4. 19:42, abyss오재 : 칭구칭긔네에서
2021. 1. 4. 19:42, abyss오재 : 곱창조지기로함
2021. 1. 4. 19:42, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 19:42, 경민 : 불업;
2021. 1. 4. 19:42, abyss오재 : 이모티콘 
2021. 1. 4. 19:42, abyss오재 : ㅡㅡ
2021. 1. 4. 19:42, abyss오재 : 순간보고
2021. 1. 4. 19:42, abyss오재 : 볼 업 이라는줄
2021. 1. 4. 19:42, abyss오재 : 휴
2021. 1. 4. 19:42, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ제발지리누
2021. 1. 4. 19:43, abyss오재 : ㄹㅇㄹㅇ
2021. 1. 4. 19:45, 경민 : 사진
2021. 1. 4. 19:45, 경민 : 6개까봄
2021. 1. 4. 19:46, 경민 : 줌이랑
2021. 1. 4. 19:46, 경민 : 카방이랑
2021. 1. 4. 19:46, 경민 : 머가낫누
2021. 1. 4. 19:46, 경민 : ?
2021. 1. 4. 19:46, abyss오재 : 카방 ㄱㄱ
2021. 1. 4. 19:47, 경민 : 라이브톡 시작
2021. 1. 4. 19:47, abyss오재 : 거구고걱
2021. 1. 4. 19:47, 경민 : 원ㅁ쥬ㅜㅁ
2021. 1. 4. 19:48, abyss오재 : ㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱ
2021. 1. 4. 19:48, abyss오재 : 으나
2021. 1. 4. 19:48, abyss오재 : ㄹㅁ
2021. 1. 4. 19:48, abyss오재 : ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ
2021. 1. 4. 19:48, abyss오재 : 오
2021. 1. 4. 19:48, abyss오재 : 뭐임뭐임
2021. 1. 4. 19:48, abyss오재 : 별거아님,
2021. 1. 4. 19:48, abyss오재 : 리밋링
2021. 1. 4. 19:48, abyss오재 : 오오오
2021. 1. 4. 19:48, abyss오재 : 크라이시스링
2021. 1. 4. 19:48, abyss오재 : 타님??
2021. 1. 4. 19:49, abyss오재 : ㄱㄱ고고고
2021. 1. 4. 19:49, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 19:49, abyss오재 : 아
2021. 1. 4. 19:49, abyss오재 : 오늘얼마임
2021. 1. 4. 19:49, abyss오재 : 굿굿
2021. 1. 4. 19:49, abyss오재 : ㅁㅊ
2021. 1. 4. 19:49, abyss오재 : 아니개이득
2021. 1. 4. 19:49, 경민 : 라이브톡 종료 2:38
2021. 1. 4. 19:49, 경민 : 구랴ㅐ도
2021. 1. 4. 19:49, 경민 : 벌엇누
2021. 1. 4. 19:49, 경민 : 가본다
2021. 1. 4. 19:49, 경민 : 경매장
2021. 1. 4. 19:50, abyss오재 : 굿
2021. 1. 4. 19:50, abyss오재 : 와
2021. 1. 4. 19:50, abyss오재 : 친구한테사달라할거생각남
2021. 1. 4. 19:50, abyss오재 : 전동와인오프너
2021. 1. 4. 19:50, abyss오재 : 개꿀!!!!!
2021. 1. 4. 19:50, 경민 : 19억!!!!!!!!!!!!!
2021. 1. 4. 19:50, 경민 : ^^&
2021. 1. 4. 19:50, abyss오재 : ㅁㅊ
2021. 1. 4. 19:50, abyss오재 : 개비사센
2021. 1. 4. 19:50, 경민 : 바로팔아버리겟다누
2021. 1. 4. 19:51, 경민 : 그래도하루가
2021. 1. 4. 19:51, abyss오재 : 쮜렷네
2021. 1. 4. 19:51, 경민 : 헛되지않아서다행이누;
2021. 1. 4. 19:51, 경민 : 진짜울뻔 ㅜ
2021. 1. 4. 19:51, abyss오재 : 오십억이네벌써;;
2021. 1. 4. 19:51, 경민 : 케케,,
2021. 1. 4. 19:51, 경민 : 코젬아직안팖
2021. 1. 4. 19:51, 경민 : 코젬432개잇음
2021. 1. 4. 19:52, abyss오재 : 아니
2021. 1. 4. 19:52, abyss오재 : ㅁㅊ
2021. 1. 4. 19:52, abyss오재 : 개부자네뭐
2021. 1. 4. 19:53, 경민 : ㅠㅠ
2021. 1. 4. 19:53, 경민 : 지난주에돈다날린거라누...
2021. 1. 4. 19:53, 경민 : 하
2021. 1. 4. 19:53, 경민 : 펫이나살걸 ㅠ
2021. 1. 4. 19:53, 경민 : 아근데나
2021. 1. 4. 19:53, 경민 : 까먹었는데저거
2021. 1. 4. 19:53, 경민 : 하는범
2021. 1. 4. 19:53, 경민 : exe...;
2021. 1. 4. 19:54, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 4. 19:54, abyss오재 : 페이짱인듯
2021. 1. 4. 19:54, abyss오재 : 깃합어딘가에잇지않누
2021. 1. 4. 19:54, 경민 : ahffkrnrnffld
2021. 1. 4. 19:54, 경민 : 구글랭
2021. 1. 4. 19:54, 경민 : 헤버리지모
2021. 1. 4. 19:58, 원준오빠 : 오 19억
2021. 1. 4. 19:58, 원준오빠 : ㅊㅋㅊㅋ임
2021. 1. 4. 19:59, 원준오빠 : 이모티콘 
2021. 1. 4. 19:59, abyss오재 : 좋지조ㅗ지
