Talk_2021.8.24 13:10-25.txt
저장한 날짜 : 2021. 8. 24. 13:11



2018년 9월 17일 월요일
2018. 9. 17. 23:19, (알 수 없음) : 두유노?
2018. 9. 18. 11:15, (알 수 없음) : ㅋㅌㅌㅌ
2018. 9. 18. 11:15, 경민 : 하면
2018. 9. 18. 11:15, 경민 : 개꿀잼
2018. 9. 18. 11:15, 경민 : ㅇㅈ
2018. 9. 18. 11:15, 경민 : ?
2018. 9. 18. 11:15, 정우 : 어머니한테
2018. 9. 18. 11:15, (알 수 없음) : 노트북도
2018. 9. 18. 11:15, 정우 : 자랑ㄱ
2018. 9. 18. 11:15, 경민 : 자랑ㄱ
2018. 9. 18. 11:15, (알 수 없음) : 들고가야함
2018. 9. 18. 11:15, (알 수 없음) : 쩝
2018. 9. 18. 11:15, 경민 : 조운잼
2018. 9. 18. 11:15, 경민 : 아
2018. 9. 18. 11:15, 경민 : 허리아파
2018. 9. 18. 11:15, 경민 : 미친
2018. 9. 18. 11:15, 경민 : 왜케아파
2018. 9. 18. 11:15, 경민 : 도랏냐허리
2018. 9. 18. 11:15, (알 수 없음) : 아근데
2018. 9. 18. 11:15, (알 수 없음) : 진짜게임존나안햇네
2018. 9. 18. 11:15, (알 수 없음) : 섲하겟다
2018. 9. 18. 11:15, (알 수 없음) : 내일좀해야겟다
2018. 9. 18. 11:15, (알 수 없음) : 오늘하면내일또학교못감
2018. 9. 18. 11:17, 정우 : 환승성공
2018. 9. 18. 11:17, 정우 : 유후
2018. 9. 18. 11:18, (알 수 없음) : 굿
2018. 9. 18. 11:39, 정우 : 아
2018. 9. 18. 11:39, 정우 : 졸려
2018. 9. 18. 11:39, 정우 : 벌써배고프네 큰일
2018. 9. 18. 11:41, 이석준 : 밥 ㄱ
2018. 9. 18. 11:43, 정우 : 수업따리
2018. 9. 18. 11:44, 이석준 : 출튀각
2018. 9. 18. 11:44, 경민 : 꾸엥
2018. 9. 18. 12:15, 원준오빠 : 영재(18기오재)랑 인사했당
2018. 9. 18. 12:16, (알 수 없음) : ㅁㅊ
2018. 9. 18. 12:16, (알 수 없음) : 아나
2018. 9. 18. 12:16, (알 수 없음) : 영재라고하길래식겁했네
2018. 9. 18. 12:16, (알 수 없음) : 이번에
2018. 9. 18. 12:16, (알 수 없음) : 영재소개시켜줌?
2018. 9. 18. 12:16, 원준오빠 : 이번에가 언제임?
2018. 9. 18. 12:16, (알 수 없음) : 21일
2018. 9. 18. 12:16, (알 수 없음) : ;;
2018. 9. 18. 12:16, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:16, 원준오빠 : 영재가 우리랑 안놀지 않겠냐
2018. 9. 18. 12:16, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:17, 원준오빠 : 너가 손잡고 데려와
2018. 9. 18. 12:17, 원준오빠 : 동생 학교데려다쥬는 형마냥
2018. 9. 18. 12:17, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:17, (알 수 없음) : ㅇㅋ,,
2018. 9. 18. 12:17, (알 수 없음) : 누군지모르는데
2018. 9. 18. 12:17, (알 수 없음) : 시도해봄
2018. 9. 18. 12:23, 이석준 : 우성이면
2018. 9. 18. 12:23, 이석준 : 가능할듯
2018. 9. 18. 12:24, (알 수 없음) : ㅁㅊ
2018. 9. 18. 12:24, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:24, (알 수 없음) : 우성이가
2018. 9. 18. 12:24, (알 수 없음) : 17기임
2018. 9. 18. 12:24, (알 수 없음) : 18기임
2018. 9. 18. 12:24, 원준오빠 : 18아니냐
2018. 9. 18. 12:24, 원준오빠 : 아직 하니까
2018. 9. 18. 12:24, (알 수 없음) : 애기네
2018. 9. 18. 12:24, (알 수 없음) : 아주
2018. 9. 18. 12:24, 원준오빠 : 근데 우성이는 친하니까
2018. 9. 18. 12:24, (알 수 없음) : 꼰대같았음?
2018. 9. 18. 12:24, 원준오빠 : 암댐
2018. 9. 18. 12:24, (알 수 없음) : 댐
2018. 9. 18. 12:24, 원준오빠 : 꼰대맞윰
2018. 9. 18. 12:24, (알 수 없음) : 맞음
2018. 9. 18. 12:24, (알 수 없음) : 내몸속에
2018. 9. 18. 12:24, 양우성 : 선배뉨
2018. 9. 18. 12:24, (알 수 없음) : 꼰대의피가흘러
2018. 9. 18. 12:24, (알 수 없음) : 등장햇네
2018. 9. 18. 12:25, (알 수 없음) : 애기야
2018. 9. 18. 12:25, 원준오빠 : 꽁피
2018. 9. 18. 12:25, 원준오빠 : 애기야
2018. 9. 18. 12:25, (알 수 없음) : 방금태어낫냐
2018. 9. 18. 12:25, (알 수 없음) : 18기뭐냐
2018. 9. 18. 12:25, 이석준 : ;;
2018. 9. 18. 12:25, 원준오빠 : 뭐랰ㅋㅋㅌㅋㅋㅋㅋㅋ
2018. 9. 18. 12:25, 양우성 : 주니어재훈데려오냐
2018. 9. 18. 12:25, 이석준 : ㄱ
2018. 9. 18. 12:25, (알 수 없음) : ㄱ
2018. 9. 18. 12:25, (알 수 없음) : 하는짓도
2018. 9. 18. 12:25, (알 수 없음) : 나같냐
2018. 9. 18. 12:25, 양우성 : 개기엽다
2018. 9. 18. 12:25, (알 수 없음) : ;;
2018. 9. 18. 12:25, 이석준 : 그거 아니면 안올듯
2018. 9. 18. 12:25, 양우성 : 술먹고죽은사진 언제올럇더라
2018. 9. 18. 12:25, 이석준 : 적당히 또라이 여야 오지
2018. 9. 18. 12:25, (알 수 없음) : 선배 5명이상있는데
2018. 9. 18. 12:25, (알 수 없음) : 가는거 쉽지않ㄴ다
2018. 9. 18. 12:26, 원준오빠 : 개기여움
2018. 9. 18. 12:26, 원준오빠 : 아닛 쉬펄
2018. 9. 18. 12:26, 원준오빠 : 샌드위치 샀는데
2018. 9. 18. 12:26, 원준오빠 : 사진
2018. 9. 18. 12:26, 원준오빠 : 이게 한피스임
2018. 9. 18. 12:26, 양우성 : 사진
2018. 9. 18. 12:26, 양우성 : 왜캐적음
2018. 9. 18. 12:26, 원준오빠 : 만든놈 턱이 대단한가봄
2018. 9. 18. 12:26, 원준오빠 : 엌ㅋㅋㅋ오재다
2018. 9. 18. 12:27, 양우성 : 오재몰래찍음
2018. 9. 18. 12:27, 양우성 : 기억안나지?
2018. 9. 18. 12:27, 이석준 : ㅋㅋㅋ
2018. 9. 18. 12:27, 이석준 : 현실성없음
2018. 9. 18. 12:27, 이석준 : 오재는 잘때
2018. 9. 18. 12:27, 이석준 : 누워서 잔다고
2018. 9. 18. 12:28, 양우성 : 사진
2018. 9. 18. 12:28, 이석준 : 존나 똑같네
2018. 9. 18. 12:28, 양우성 : 올린건 영재한테비밀
2018. 9. 18. 12:28, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:28, 양우성 : ㅋㅋㅋㅋㅌㅌㅌㅌㅌㅌㅋ
2018. 9. 18. 12:28, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:28, (알 수 없음) : ㅎㅇ;
2018. 9. 18. 12:28, (알 수 없음) : 쥬니어
2018. 9. 18. 12:28, (알 수 없음) : 나는
2018. 9. 18. 12:28, (알 수 없음) : 바로길바닥행
2018. 9. 18. 12:29, (알 수 없음) : 아이런말하면안됨
2018. 9. 18. 12:29, (알 수 없음) : 그거암? 술마시기며칠전부터
2018. 9. 18. 12:29, (알 수 없음) : 막 개소리짓거리면
2018. 9. 18. 12:29, (알 수 없음) : 진짜술마시는날
2018. 9. 18. 12:29, (알 수 없음) : 술취하면 그짓거리하는거
2018. 9. 18. 12:29, 원준오빠 : 정우야 나 오늘 밥약있숨
2018. 9. 18. 12:30, (알 수 없음) : 형쟤밥안먹는데
2018. 9. 18. 12:31, (알 수 없음) : 지갑주우러간다고
2018. 9. 18. 12:33, 원준오빠 : 오
2018. 9. 18. 12:33, 원준오빠 : 완벽하네유리
2018. 9. 18. 12:34, (알 수 없음) : ㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:34, 정우 : ㅇㅇㅇㅇ
2018. 9. 18. 12:34, 원준오빠 : 여튼
2018. 9. 18. 12:34, 원준오빠 : 영재가 인사해줘서 감동먹윰
2018. 9. 18. 12:35, 원준오빠 : 딴애들은 못본척하느라 바쁜데 ㅎ
2018. 9. 18. 12:35, 원준오빠 : 물론 나도그러지만ㅋ
2018. 9. 18. 12:35, 정우 : 영재졸귀
2018. 9. 18. 12:35, 원준오빠 : 오재류라 정감감
2018. 9. 18. 12:36, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:36, (알 수 없음) : 오재류;
2018. 9. 18. 12:36, (알 수 없음) : ,,,,ㅠ,
2018. 9. 18. 12:36, (알 수 없음) : 미안하네
2018. 9. 18. 12:36, (알 수 없음) : 그친구한테
2018. 9. 18. 12:36, 양우성 : 오재가 얼마나 정감가는데
2018. 9. 18. 12:37, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:37, 원준오빠 : 마..
2018. 9. 18. 12:37, (알 수 없음) : 와근데
2018. 9. 18. 12:37, (알 수 없음) : 한국사람들진짜조온나 착해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:37, (알 수 없음) : 담배 금지한거랑 이번에 커피 바꾼거 보면서
2018. 9. 18. 12:37, (알 수 없음) : 존나느낌
2018. 9. 18. 12:37, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:38, (알 수 없음) : 와 옆에 아저씨들 두분 앉아계셨는데 먹다가 나가려고했나봐
2018. 9. 18. 12:38, (알 수 없음) : 한분이 야이거 안에서 먹으면 안되잖아
2018. 9. 18. 12:38, (알 수 없음) : 이러고 들고 나가심
2018. 9. 18. 12:38, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ와 한국사람들 ㄹㅇ 개착해;
2018. 9. 18. 12:38, 양우성 : 그분들이 유난히착하시네
2018. 9. 18. 12:38, (알 수 없음) : 그런거냐
2018. 9. 18. 12:38, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㄹㅇ 근데
2018. 9. 18. 12:38, (알 수 없음) : 사람들 적응력 개빠르고
2018. 9. 18. 12:38, (알 수 없음) : 개착하네,,
2018. 9. 18. 12:39, 양우성 : 오재가더착하지
2018. 9. 18. 12:39, 이석준 : 정우 페북에
2018. 9. 18. 12:39, 이석준 : 태그됐네
2018. 9. 18. 12:39, 이석준 : 싸운거맞지?
2018. 9. 18. 12:40, (알 수 없음) : 맞아내가더착하긴함
2018. 9. 18. 12:40, (알 수 없음) : 화해한거아님?
2018. 9. 18. 12:41, 원준오빠 : 그에 반해
2018. 9. 18. 12:41, 원준오빠 : 난 어제 케이크와 커피 두잔 드시도
2018. 9. 18. 12:41, 원준오빠 : 그 자리에 두고 나가는 아져씨 두명 봄
2018. 9. 18. 12:41, 원준오빠 : 케바케 오졌따리
2018. 9. 18. 12:41, (알 수 없음) : 아저씨,,
2018. 9. 18. 12:41, (알 수 없음) : 잘드시네,,
2018. 9. 18. 12:41, (알 수 없음) : 리얼
2018. 9. 18. 12:41, (알 수 없음) : 케바케
2018. 9. 18. 12:42, (알 수 없음) : 형
2018. 9. 18. 12:42, (알 수 없음) : 케하셈
2018. 9. 18. 12:42, (알 수 없음) : 나도 케함
2018. 9. 18. 12:42, (알 수 없음) : ㅇㅋ?
2018. 9. 18. 12:42, 원준오빠 : 바는 누구주까
2018. 9. 18. 12:42, 원준오빠 : ㅇㅋ
2018. 9. 18. 12:42, (알 수 없음) : 바
2018. 9. 18. 12:42, (알 수 없음) : 이정우주자
2018. 9. 18. 12:42, (알 수 없음) : 바하고싶어하니까
2018. 9. 18. 12:42, 원준오빠 : ㅁㅊ
2018. 9. 18. 12:42, 원준오빠 : 개납득
2018. 9. 18. 12:42, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:42, 원준오빠 : 천재네
2018. 9. 18. 12:42, (알 수 없음) : 디스랩하고싶다
2018. 9. 18. 12:42, (알 수 없음) : 디스해줘
2018. 9. 18. 12:42, 원준오빠 : 갑자기 미칞맠ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:42, 원준오빠 : 옼케이 오재훈
2018. 9. 18. 12:42, (알 수 없음) : 옼케이
2018. 9. 18. 12:42, (알 수 없음) : 고
2018. 9. 18. 12:42, 원준오빠 : 손꾸락 꼼지락
2018. 9. 18. 12:43, 원준오빠 : 눈은 짝대기 두개닥
2018. 9. 18. 12:43, (알 수 없음) : 꼼지락꼼지락
2018. 9. 18. 12:43, (알 수 없음) : 뻄
2018. 9. 18. 12:43, (알 수 없음) : 이것은 디스
2018. 9. 18. 12:43, (알 수 없음) : 이것은 디스
2018. 9. 18. 12:43, (알 수 없음) : 훅임
2018. 9. 18. 12:43, (알 수 없음) : 어떰
2018. 9. 18. 12:43, 원준오빠 : 머리카락도 꼬부랑
2018. 9. 18. 12:43, (알 수 없음) : 이것은 디스
2018. 9. 18. 12:43, (알 수 없음) : 이것은 디스
2018. 9. 18. 12:43, 원준오빠 : 옼케이
2018. 9. 18. 12:43, 원준오빠 : 곡 절반 나왔다
2018. 9. 18. 12:43, (알 수 없음) : 리얼
2018. 9. 18. 12:43, (알 수 없음) : 이것은 디스 이것은 디스
2018. 9. 18. 12:43, (알 수 없음) : 끝남
2018. 9. 18. 12:43, (알 수 없음) : 애들다따라한다
2018. 9. 18. 12:43, (알 수 없음) : 저것은 댓
2018. 9. 18. 12:43, (알 수 없음) : 저것은 댓
2018. 9. 18. 12:43, 원준오빠 : 의문의 1패 영재의
2018. 9. 18. 12:43, (알 수 없음) : 갑자기영어공부
2018. 9. 18. 12:44, 원준오빠 : 대략댓댓 댓걸
2018. 9. 18. 12:44, (알 수 없음) : 헤이헤이
2018. 9. 18. 12:44, (알 수 없음) : 유고걸
2018. 9. 18. 12:44, (알 수 없음) : 우리 대화 핑퐁되는 중임?
2018. 9. 18. 12:45, 양우성 : 대래대래대랫댓
2018. 9. 18. 12:46, (알 수 없음) : 우성아
2018. 9. 18. 12:46, (알 수 없음) : 14기꼰대가 한마디해도됨?
2018. 9. 18. 12:46, 원준오빠 : 퐁퐁되눈즁임
2018. 9. 18. 12:46, 원준오빠 : 거품이 존내꼈지
2018. 9. 18. 12:46, 원준오빠 : 요오오
2018. 9. 18. 12:46, (알 수 없음) : 거품
2018. 9. 18. 12:46, 원준오빠 : 한마디 해봐
2018. 9. 18. 12:46, (알 수 없음) : 마미손으로씻어내
2018. 9. 18. 12:46, 원준오빠 : 오주ㅑ
2018. 9. 18. 12:46, (알 수 없음) : 한마디
2018. 9. 18. 12:46, (알 수 없음) : 한다
2018. 9. 18. 12:46, (알 수 없음) : 잘들어
2018. 9. 18. 12:46, (알 수 없음) : 리슨
2018. 9. 18. 12:46, (알 수 없음) : 21일에 18기 집합
2018. 9. 18. 12:46, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:47, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:47, (알 수 없음) : 아ㅠㅈ
2018. 9. 18. 12:47, 원준오빠 : 요오오 존내 쎘어
2018. 9. 18. 12:47, (알 수 없음) : ㅗㄴ나시발공부하기싫어까페왜왔어
2018. 9. 18. 12:47, (알 수 없음) : 커피마셔서오줌만
2018. 9. 18. 12:47, (알 수 없음) : 터질거같이마렵네
2018. 9. 18. 12:47, 원준오빠 : 멋진 센텐스였오
2018. 9. 18. 12:47, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:47, 정우 : ㅎㅇ
2018. 9. 18. 12:47, 원준오빠 : 나도 카페와서
2018. 9. 18. 12:47, 정우 : 아
2018. 9. 18. 12:47, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:47, (알 수 없음) : ㅎㅇ
2018. 9. 18. 12:47, (알 수 없음) : 이정우56000원득
2018. 9. 18. 12:47, 원준오빠 : 사진
2018. 9. 18. 12:47, (알 수 없음) : 세금 22%떼면
2018. 9. 18. 12:47, 정우 : ㄴㄴ
2018. 9. 18. 12:47, 원준오빠 : 겜중
2018. 9. 18. 12:47, 정우 : 43000
2018. 9. 18. 12:47, 정우 : 정도
2018. 9. 18. 12:47, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:47, 원준오빠 : 헐
2018. 9. 18. 12:47, 원준오빠 : 개꿀
2018. 9. 18. 12:47, (알 수 없음) : 개꿀
2018. 9. 18. 12:47, 정우 : 개꿀
2018. 9. 18. 12:47, (알 수 없음) : 이정우
2018. 9. 18. 12:47, (알 수 없음) : 그거그대로
2018. 9. 18. 12:47, 원준오빠 : 그거 나에겐 목숨같은 돈
2018. 9. 18. 12:47, (알 수 없음) : 또잃어버려주셈
2018. 9. 18. 12:47, 정우 : 싫으셈
2018. 9. 18. 12:47, (알 수 없음) : 야내전재산 37000원인데
2018. 9. 18. 12:47, (알 수 없음) : 그거보다많앗네
2018. 9. 18. 12:47, 정우 : ㅎ
2018. 9. 18. 12:48, 원준오빠 : 나 지금 하루하루가 적자임
2018. 9. 18. 12:48, 정우 : 옷잃어버린거
2018. 9. 18. 12:48, 정우 : 재구매각
2018. 9. 18. 12:48, 원준오빠 : 하루하루 무너져가넹 ㅔ웨우에
2018. 9. 18. 12:48, (알 수 없음) : ㅎ,,
2018. 9. 18. 12:48, (알 수 없음) : 에에에
2018. 9. 18. 12:48, 정우 : 해진이한테 비밀각
2018. 9. 18. 12:48, (알 수 없음) : ㅋㅋㅋㅋ아직도
2018. 9. 18. 12:48, (알 수 없음) : 비밀이냐
2018. 9. 18. 12:48, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:48, 정우 : 아니
2018. 9. 18. 12:48, 정우 : 가방텅째로
2018. 9. 18. 12:48, (알 수 없음) : 암?
2018. 9. 18. 12:48, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:48, 정우 : 잃어버린건
2018. 9. 18. 12:48, 정우 : 모르지 임마
2018. 9. 18. 12:48, (알 수 없음) : 뭐잃어
2018. 9. 18. 12:48, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:48, (알 수 없음) : 벐다고함
2018. 9. 18. 12:48, (알 수 없음) : 그럼
2018. 9. 18. 12:48, 원준오빠 : 그럼 뭘 알어
2018. 9. 18. 12:48, 정우 : 배터리
2018. 9. 18. 12:48, (알 수 없음) : 아
2018. 9. 18. 12:48, 원준오빠 : 해진이가
2018. 9. 18. 12:48, (알 수 없음) : 그럼
2018. 9. 18. 12:48, (알 수 없음) : 체리
2018. 9. 18. 12:48, (알 수 없음) : 는먹은거지우리
2018. 9. 18. 12:48, 정우 : 먹었다하샘
2018. 9. 18. 12:48, 정우 : ㅇㅇ
2018. 9. 18. 12:48, 원준오빠 : 배터리잃은건 아러?
2018. 9. 18. 12:48, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:48, 정우 : 얍
2018. 9. 18. 12:48, 정우 : 배터리는암
2018. 9. 18. 12:48, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:48, 원준오빠 : 굳
2018. 9. 18. 12:48, 정우 : 체리먹었는데
2018. 9. 18. 12:48, 원준오빠 : 뭐래?
2018. 9. 18. 12:48, 정우 : 술취해서먹어서
2018. 9. 18. 12:48, (알 수 없음) : 기억이
2018. 9. 18. 12:48, (알 수 없음) : 안나
2018. 9. 18. 12:48, (알 수 없음) : 라고
2018. 9. 18. 12:48, 정우 : 기억안난다하셈
2018. 9. 18. 12:48, (알 수 없음) : 미첫다
2018. 9. 18. 12:49, 정우 : 배터리
2018. 9. 18. 12:49, (알 수 없음) : 이정우
2018. 9. 18. 12:49, 정우 : 욕
2018. 9. 18. 12:49, (알 수 없음) : 사랑ㄹ의배터리가다됐나봐요~
2018. 9. 18. 12:49, 정우 : ㅈㄴ나쳐먹었지
2018. 9. 18. 12:49, (알 수 없음) : 한번
2018. 9. 18. 12:49, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:49, (알 수 없음) : 불러주지
2018. 9. 18. 12:49, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:49, (알 수 없음) : 깝죽
2018. 9. 18. 12:49, 정우 : 진짜
2018. 9. 18. 12:49, (알 수 없음) : 거려봐봐담에
2018. 9. 18. 12:49, 원준오빠 : 레알
2018. 9. 18. 12:49, (알 수 없음) : 이정우
2018. 9. 18. 12:49, 정우 : 개쳐맞을각
2018. 9. 18. 12:49, 정우 : ㅎ
2018. 9. 18. 12:49, 원준오빠 : 얼탱이얼척이가없어서
2018. 9. 18. 12:49, (알 수 없음) : 담에 혼날때
2018. 9. 18. 12:49, 원준오빠 : 웃을듯
2018. 9. 18. 12:49, (알 수 없음) : 깝쭉거려봐
2018. 9. 18. 12:49, (알 수 없음) : 그리고후기좀
2018. 9. 18. 12:49, (알 수 없음) : ㄹㅇ
2018. 9. 18. 12:49, (알 수 없음) : 밧데리가다돼서
2018. 9. 18. 12:49, (알 수 없음) : 버렸다하셈
2018. 9. 18. 12:49, 경민 : 하이루
2018. 9. 18. 12:49, 정우 : 안돼임마
2018. 9. 18. 12:49, 경민 : 스피닝하다 다리없어짐
2018. 9. 18. 12:49, (알 수 없음) : 아니
2018. 9. 18. 12:49, (알 수 없음) : 이정우
2018. 9. 18. 12:49, (알 수 없음) : 스피닝하다
2018. 9. 18. 12:50, (알 수 없음) : 하다 다리없어진다는주
2018. 9. 18. 12:50, (알 수 없음) : 스파링
2018. 9. 18. 12:50, (알 수 없음) : 인줄
2018. 9. 18. 12:52, 경민 : 정우화해한거아님
2018. 9. 18. 12:52, 경민 : 어제인스타업뎃댓던데
2018. 9. 18. 12:52, (알 수 없음) : 오늘도
2018. 9. 18. 12:52, (알 수 없음) : 방금도업뎃함
2018. 9. 18. 12:52, 원준오빠 : 나도하고싶다
2018. 9. 18. 12:53, 원준오빠 : 러부 업뎃
2018. 9. 18. 12:53, 원준오빠 : 끻
2018. 9. 18. 12:53, 이석준 : 나도 하고싶다
2018. 9. 18. 12:54, 경민 : 너
2018. 9. 18. 12:54, 경민 : 아직
2018. 9. 18. 12:54, 경민 : 사귐?
2018. 9. 18. 12:54, 이석준 : 그런듯;
2018. 9. 18. 12:54, 경민 : ;
2018. 9. 18. 12:55, 정우 : 나 화해함
2018. 9. 18. 12:55, 정우 : ㅋ
2018. 9. 18. 12:55, 경민 : ㅋ
2018. 9. 18. 12:55, 경민 : 어쩐지
2018. 9. 18. 12:55, 경민 : 업뎃댐
2018. 9. 18. 12:55, 경민 : 인수타
2018. 9. 18. 12:57, (알 수 없음) : 봐봐
2018. 9. 18. 12:57, (알 수 없음) : 아니
2018. 9. 18. 12:57, (알 수 없음) : 기분안좋은거
2018. 9. 18. 12:57, (알 수 없음) : sns에 티낸다고 그랬잖아 이정우가
2018. 9. 18. 12:57, (알 수 없음) : 그니까
2018. 9. 18. 12:57, (알 수 없음) : 절대화해안했는데
2018. 9. 18. 12:57, (알 수 없음) : 올릴일이없음
2018. 9. 18. 12:57, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:58, (알 수 없음) : 아존나웃기네
2018. 9. 18. 12:58, (알 수 없음) : ㅠ
2018. 9. 18. 12:58, 정우 : ㅇㅇㅇ
2018. 9. 18. 12:58, 정우 : 맞음
2018. 9. 18. 12:58, (알 수 없음) : 정동민대학원생되어서
2018. 9. 18. 12:58, (알 수 없음) : 안바쁠줄알았대
2018. 9. 18. 12:58, (알 수 없음) : 내가 인생낚아벌임
2018. 9. 18. 12:58, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:58, (알 수 없음) : 나보고 대학원생
2018. 9. 18. 12:58, (알 수 없음) : 하겠다는사람들
2018. 9. 18. 12:58, (알 수 없음) : 빨리 다낚아야지
2018. 9. 18. 12:58, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 12:58, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ낚아벌여
2018. 9. 18. 12:59, (알 수 없음) : 와근데
2018. 9. 18. 12:59, (알 수 없음) : 여기오는사람들이착한건가
2018. 9. 18. 12:59, (알 수 없음) : 지금들어오는사람들도 막 얘기하면서들어옴
2018. 9. 18. 12:59, (알 수 없음) : 5분이상 머무르면 법어쩌고저쩌고
2018. 9. 18. 13:00, 양우성 : 5분이상머무르면안댐?
2018. 9. 18. 13:01, (알 수 없음) : 그
2018. 9. 18. 13:01, (알 수 없음) : 테이크아웃컵가지고
2018. 9. 18. 13:01, (알 수 없음) : 그럴걸
2018. 9. 18. 13:01, 양우성 : 공지방에올릴까요 선배님?ㅠㅠ
2018. 9. 18. 13:02, (알 수 없음) : 아니
2018. 9. 18. 13:02, (알 수 없음) : ;;
2018. 9. 18. 13:02, (알 수 없음) : 아니
2018. 9. 18. 13:02, (알 수 없음) : ㅠ
2018. 9. 18. 13:02, (알 수 없음) : 그러지마셈
2018. 9. 18. 13:02, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 18. 13:02, 정우 : 근데 어차피
2018. 9. 18. 13:02, 정우 : 모일거아님?
2018. 9. 18. 13:02, (알 수 없음) : 18기들?
2018. 9. 18. 13:02, 정우 : 공연안함?
2018. 9. 18. 13:02, 정우 : ㅇㅇ
2018. 9. 18. 13:02, (알 수 없음) : 아,,
2018. 9. 18. 13:03, 양우성 : 어차피다들있을테니
2018. 9. 18. 13:03, 양우성 : 주니어오재만 납치해옴
