Talk_2021.8.24 13:11-58.txt
저장한 날짜 : 2021. 8. 24. 13:12



2019년 11월 27일 수요일
2019. 11. 27. 14:35, (알 수 없음) : 환기필요
2019. 11. 27. 19:04, 부그뷰 : 맨날그거랑터키만먹었는뎀
2019. 11. 27. 19:04, 부그뷰 : ㅜ
2019. 11. 27. 19:04, 정우 : 터키
2019. 11. 27. 19:04, 정우 : ㅇㅈ
2019. 11. 27. 19:04, 정우 : 터키맛있엉
2019. 11. 27. 19:09, (알 수 없음) : 호우;
2019. 11. 27. 19:09, (알 수 없음) : 아직도돌아가고있었네
2019. 11. 27. 19:09, (알 수 없음) : 아
2019. 11. 27. 19:09, (알 수 없음) : 개명곡데이식스
2019. 11. 27. 19:09, (알 수 없음) : 아오늘일정변경
2019. 11. 27. 19:09, (알 수 없음) : 걍김영재랑놀아야지
2019. 11. 27. 19:09, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 27. 19:09, 원준오빠 : ㅋㅊㅋ
2019. 11. 27. 19:10, (알 수 없음) : 안놀아주면어쩌나
2019. 11. 27. 19:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 27. 19:10, 정우 : 뭐
2019. 11. 27. 19:10, 정우 : 혼자놀아야지 그럼
2019. 11. 27. 19:15, 원준오빠 : 그럼
2019. 11. 27. 19:16, 원준오빠 : 스파이시이탈리안이랑 노셈!
2019. 11. 27. 19:20, (알 수 없음) : ㅠ
2019. 11. 27. 19:20, (알 수 없음) : 쨥
2019. 11. 27. 19:22, 원준오빠 : 빌보드가 뽑은 2010 케이팝 200 있더만
2019. 11. 27. 19:22, 원준오빠 : 1위 맞춰보세
2019. 11. 27. 19:22, 원준오빠 : ㅁ
2019. 11. 27. 19:22, (알 수 없음) : 2010 케이팝 1등?
2019. 11. 27. 19:22, (알 수 없음) : 오개넓어.......
2019. 11. 27. 19:23, (알 수 없음) : 강남스타일..?
2019. 11. 27. 19:23, 이석준 : 뭐야
2019. 11. 27. 19:23, 이석준 : 강남스타일듣고있었는데
2019. 11. 27. 19:24, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 27. 19:26, 빠충 : 피땀눈물
2019. 11. 27. 19:28, 재환오빠 : 보이윗럽
2019. 11. 27. 19:28, 재환오빠 : https://emoticon.kakao.com/items/8ZEOgZM0StVGakg16xvIhZze31g=?lang=ko&referer=share_link
2019. 11. 27. 19:28, 재환오빠 : 오재 이거 어떰
2019. 11. 27. 19:29, 부그뷰 : 어딱오재생각했는데
2019. 11. 27. 19:29, 부그뷰 : 역시 갓아이
2019. 11. 27. 19:29, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 27. 19:29, 이석준 : 존나 잘어울리네
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, (알 수 없음) : 그럼또기대를충족시켜줘야지
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, 재환오빠 : 아 괜히알려준듯.......
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:30, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:31, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 27. 19:32, 빠충 : 이거 개찰떡
2019. 11. 27. 19:32, 빠충 : 이거랑
2019. 11. 27. 19:33, (알 수 없음) : g,g
2019. 11. 27. 19:33, (알 수 없음) : g,,,g
2019. 11. 27. 19:33, (알 수 없음) : ㅎ,,,ㅎ,
2019. 11. 27. 19:33, (알 수 없음) : 박사연차보고서
2019. 11. 27. 19:33, (알 수 없음) : 쓰고 퇴근한다 오늘은
2019. 11. 27. 19:35, (알 수 없음) : 뺴충
2019. 11. 27. 19:35, (알 수 없음) : 사진
2019. 11. 27. 19:35, (알 수 없음) : 저기 seal or sign 뭐임?
2019. 11. 27. 19:35, (알 수 없음) : 동봉 또는 사인?
2019. 11. 27. 19:35, (알 수 없음) : 이메일로보내면 Seal 선택하면되는건가?;
2019. 11. 27. 19:36, 빠충 : 아니
2019. 11. 27. 19:36, 빠충 : 너 싸인 스캔봉
2019. 11. 27. 19:36, 빠충 : 없냐
2019. 11. 27. 19:36, 빠충 : 그거 붙여놓으면 될텐데
2019. 11. 27. 19:36, (알 수 없음) : 아
2019. 11. 27. 19:36, (알 수 없음) : 없지
2019. 11. 27. 19:36, 빠충 : 아이패드를 이래서
2019. 11. 27. 19:36, 빠충 : 써야돼
2019. 11. 27. 19:36, (알 수 없음) : 그러게
2019. 11. 27. 19:36, 빠충 : Seal은
2019. 11. 27. 19:36, (알 수 없음) : 싸인
2019. 11. 27. 19:36, 빠충 : 도장 이런 뜻임
2019. 11. 27. 19:36, (알 수 없음) : 벡터파일
2019. 11. 27. 19:36, (알 수 없음) : 이런걸로
2019. 11. 27. 19:36, (알 수 없음) : 그냥
2019. 11. 27. 19:36, (알 수 없음) : 넣으면되구나
2019. 11. 27. 19:36, 빠충 : 어 뭐
2019. 11. 27. 19:36, (알 수 없음) : 없으면 잉ㄴ쇄해서
2019. 11. 27. 19:37, 빠충 : 그렇지
2019. 11. 27. 19:37, (알 수 없음) : 싸인해서
2019. 11. 27. 19:37, (알 수 없음) : 스캔해서
2019. 11. 27. 19:37, 빠충 : 스캔
2019. 11. 27. 19:37, 빠충 : 다시하고
2019. 11. 27. 19:37, (알 수 없음) : 보내야겠지..?
2019. 11. 27. 19:37, 빠충 : ㅇㅇㅇ
2019. 11. 27. 19:37, (알 수 없음) : ㅅㅂ;
2019. 11. 27. 19:37, (알 수 없음) : ㅠ
2019. 11. 27. 19:44, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 27. 19:44, 원준오빠 : 오재가 증식했다,,
2019. 11. 27. 19:45, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:55, 정우 : 오잉
2019. 11. 27. 19:55, 정우 : 치킨먹고온사이에
2019. 11. 27. 19:55, 정우 : 신상생겼네
2019. 11. 27. 19:55, 정우 : ㅊㅋㅊㅋ
2019. 11. 27. 19:59, (알 수 없음) : ㄱㅅㄱㅅ
2019. 11. 27. 19:59, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:59, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:59, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:59, (알 수 없음) : 이모티콘 
2019. 11. 27. 19:59, (알 수 없음) : 이모티콘 
2019. 11. 27. 20:00, (알 수 없음) : 이모티콘 
2019. 11. 27. 20:00, (알 수 없음) : 이모티콘 
2019. 11. 27. 20:00, (알 수 없음) : 이모티콘 
2019. 11. 27. 20:00, (알 수 없음) : 이모티콘 
2019. 11. 27. 20:00, (알 수 없음) : 아이구존나웃기네시발
2019. 11. 27. 20:00, (알 수 없음) : 이모티콘 
2019. 11. 27. 20:00, (알 수 없음) : 이모티콘 
2019. 11. 27. 20:05, 부그뷰 : 아 눈뽕
2019. 11. 27. 20:05, 부그뷰 : 눈뽕금지!
2019. 11. 27. 20:05, 부그뷰 : 이모티콘 
2019. 11. 27. 20:07, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 27. 20:07, (알 수 없음) : ㅇㅋ;
2019. 11. 27. 20:07, (알 수 없음) : 아니백현앨범개좋눼이
2019. 11. 27. 20:09, 원준오빠 : 백현미
2019. 11. 27. 20:10, (알 수 없음) : ?
2019. 11. 27. 20:11, 재환오빠 : 백미
2019. 11. 27. 20:12, (알 수 없음) : 진미
2019. 11. 27. 20:13, 정우 : 현미
2019. 11. 27. 20:14, 재환오빠 : 픽미
2019. 11. 27. 20:15, 정우 : 호미
2019. 11. 27. 20:16, (알 수 없음) : 개미
2019. 11. 27. 20:18, 이석준 : 구미
2019. 11. 27. 20:18, 재환오빠 : 도미
2019. 11. 27. 20:20, (알 수 없음) : 이건마치 쇼미
2019. 11. 27. 20:36, (알 수 없음) : 동백이 개쌉오바네
2019. 11. 27. 20:36, (알 수 없음) : 흠
2019. 11. 27. 20:36, (알 수 없음) : ㅡㅡ
2019. 11. 27. 20:36, 이석준 : 이모티콘 
2019. 11. 27. 20:37, (알 수 없음) : 이모티콘 
2019. 11. 27. 20:37, 정우 : 이모티콘 
2019. 11. 27. 20:44, (알 수 없음) : 사진
2019. 11. 27. 20:45, 부그뷰 : 오 29펍
2019. 11. 27. 20:45, 부그뷰 : 5호점이나생겨벌였네
2019. 11. 27. 20:48, 재환오빠 : ㅁㅊ ㄱㅇㄷ
2019. 11. 27. 20:48, (알 수 없음) : 사진
2019. 11. 27. 20:49, 정우 : ㅁㅊ
2019. 11. 27. 20:53, 재환오빠 : 나 가능한데
2019. 11. 27. 20:54, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 27. 20:55, (알 수 없음) : ㄱ꼬우꼬우
2019. 11. 27. 20:55, (알 수 없음) : 갔는데없으면어카지
2019. 11. 27. 20:57, 원준오빠 : ㅁㅊ
2019. 11. 27. 20:57, 원준오빠 : 강남에만 5개 쩐답
2019. 11. 27. 20:57, 부그뷰 : 금요일이면
2019. 11. 27. 20:57, 부그뷰 : 자리없을듯
2019. 11. 27. 21:00, (알 수 없음) : 사진
2019. 11. 27. 21:00, (알 수 없음) : 술탄ㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 27. 21:00, 부그뷰 : 역시술탄
2019. 11. 27. 21:00, 부그뷰 : 오재
2019. 11. 27. 21:00, 부그뷰 : 나
2019. 11. 27. 21:01, 부그뷰 : 맥코윈치킨
2019. 11. 27. 21:01, 부그뷰 : 먹고싶어
2019. 11. 27. 21:01, 부그뷰 : 태래탱탱오재볼~
2019. 11. 27. 21:01, 정우 : ㄱ
2019. 11. 27. 21:01, (알 수 없음) : ㄱ
2019. 11. 27. 21:01, (알 수 없음) : 맥코뒨시켜
2019. 11. 27. 21:01, (알 수 없음) : 나는오늘김영재랑어디가지
2019. 11. 27. 21:01, (알 수 없음) : 투다리밖에업나또후
2019. 11. 27. 21:01, 부그뷰 : 맥코윈 후반간반
2019. 11. 27. 21:01, 정우 : 치킨
2019. 11. 27. 21:01, 부그뷰 : 지림
2019. 11. 27. 21:01, 정우 : ㄱ
2019. 11. 27. 21:01, 부그뷰 : 시장스시
2019. 11. 27. 21:01, 부그뷰 : 고우
2019. 11. 27. 21:01, 정우 : 만년동 223
2019. 11. 27. 21:01, 부그뷰 : 그 갈비집
2019. 11. 27. 21:01, 정우 : 203호
2019. 11. 27. 21:01, 정우 : ㄱ
2019. 11. 27. 21:02, 부그뷰 : 만년동 225 203호
2019. 11. 27. 21:02, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 27. 21:02, (알 수 없음) : 225야
2019. 11. 27. 21:02, 정우 : 아
2019. 11. 27. 21:02, (알 수 없음) : 225야*
2019. 11. 27. 21:02, (알 수 없음) : ?
2019. 11. 27. 21:02, 부그뷰 : 93080308
2019. 11. 27. 21:02, 정우 : 그러냐
2019. 11. 27. 21:02, (알 수 없음) : 몰라
2019. 11. 27. 21:02, 부그뷰 : 비번그대로냐
2019. 11. 27. 21:02, (알 수 없음) : 비밀번호바꿧암부경보
2019. 11. 27. 21:02, (알 수 없음) : 메안
2019. 11. 27. 21:02, 부그뷰 : 아
2019. 11. 27. 21:02, 부그뷰 : 누구생일로바꿈?
2019. 11. 27. 21:02, (알 수 없음) : 내생일
2019. 11. 27. 21:02, 부그뷰 : ㅊㅋㅊㅋ
2019. 11. 27. 21:02, (알 수 없음) : + 8
2019. 11. 27. 21:02, 정우 : 아그럼
2019. 11. 27. 21:02, 정우 : rgrg
2019. 11. 27. 21:02, (알 수 없음) : rgrg
2019. 11. 27. 21:02, (알 수 없음) : 근데그거앎?
2019. 11. 27. 21:02, 부그뷰 : 나야모르지
2019. 11. 27. 21:02, (알 수 없음) : 사실안바꿈구라임
2019. 11. 27. 21:03, (알 수 없음) : 9308038맞음
2019. 11. 27. 21:03, 정우 : 역시
2019. 11. 27. 21:03, 부그뷰 : 이모티콘 
2019. 11. 27. 21:03, 정우 : 아벌구클라스~
2019. 11. 27. 21:03, 부그뷰 : 이모티콘 
2019. 11. 27. 21:03, (알 수 없음) : 꺌꺌
2019. 11. 27. 21:03, 정우 : 다음에 대전가면
2019. 11. 27. 21:03, 정우 : 내생일로바꿈
2019. 11. 27. 21:03, (알 수 없음) : ㅇㅋ
2019. 11. 27. 21:03, (알 수 없음) : 940507 ㄱ
2019. 11. 27. 21:03, 부그뷰 : 정보생일로 바꿔
2019. 11. 27. 21:03, (알 수 없음) : 9405079 간다
2019. 11. 27. 21:03, 부그뷰 : 아무도모르게
2019. 11. 27. 21:03, (알 수 없음) : ㅇㅋㅇㅋ
2019. 11. 27. 21:03, (알 수 없음) : 950804
2019. 11. 27. 21:03, 부그뷰 : 950804
2019. 11. 27. 21:03, (알 수 없음) : ㄱ
2019. 11. 27. 21:03, (알 수 없음) : 나아는데?
2019. 11. 27. 21:04, 부그뷰 : 혜금이생일은
2019. 11. 27. 21:04, 부그뷰 : 아냐!
2019. 11. 27. 21:04, 정우 : 모르지
2019. 11. 27. 21:04, 부그뷰 : 970824
2019. 11. 27. 21:04, (알 수 없음) : 970255
2019. 11. 27. 21:04, 부그뷰 : 알아둬
2019. 11. 27. 21:04, (알 수 없음) : 아니
2019. 11. 27. 21:04, (알 수 없음) : 내가왜
2019. 11. 27. 21:04, (알 수 없음) : ㅠ
2019. 11. 27. 21:04, (알 수 없음) : 니우리엄마
2019. 11. 27. 21:04, (알 수 없음) : 생일아냐
2019. 11. 27. 21:04, (알 수 없음) : ?
2019. 11. 27. 21:04, 부그뷰 : 나야모르지
2019. 11. 27. 21:04, 부그뷰 : 알려줘
2019. 11. 27. 21:04, (알 수 없음) : 그럼나도몰라
2019. 11. 27. 21:04, (알 수 없음) : 600605
2019. 11. 27. 21:04, (알 수 없음) : 울아빠생일알려줄까
2019. 11. 27. 21:04, (알 수 없음) : 580411
2019. 11. 27. 21:04, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 27. 21:04, 부그뷰 : 어무니진짜동안이셨네
2019. 11. 27. 21:04, 정우 : 아니
2019. 11. 27. 21:04, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 27. 21:04, 정우 : 오재훈
2019. 11. 27. 21:04, (알 수 없음) : ?
2019. 11. 27. 21:04, 정우 : 개인정보
2019. 11. 27. 21:05, 정우 : 막뿌려
2019. 11. 27. 21:05, (알 수 없음) : 아니생일정도야뭐
2019. 11. 27. 21:05, 정우 : tmi대방출
2019. 11. 27. 21:05, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 27. 21:05, (알 수 없음) : 울엄마쌍수했었대
2019. 11. 27. 21:05, 부그뷰 : 야거기가
2019. 11. 27. 21:05, (알 수 없음) : 어릴때
2019. 11. 27. 21:05, 부그뷰 : 그
2019. 11. 27. 21:05, 부그뷰 : 갈비
2019. 11. 27. 21:05, 정우 : ㅊㅋㅊㅋ
2019. 11. 27. 21:05, (알 수 없음) : 근데
2019. 11. 27. 21:05, 부그뷰 : 꾸어먹는곳
2019. 11. 27. 21:05, (알 수 없음) : 그
2019. 11. 27. 21:05, (알 수 없음) : 외삼촌이
2019. 11. 27. 21:05, (알 수 없음) : 진짜 뭐라할려고했었는데
2019. 11. 27. 21:05, (알 수 없음) : ㄱㅊ아서
2019. 11. 27. 21:05, 부그뷰 : 막걸리집도좋지
2019. 11. 27. 21:05, (알 수 없음) : 아무말안했때
2019. 11. 27. 21:05, (알 수 없음) : 개웃김
2019. 11. 27. 21:05, (알 수 없음) : ㅅㅂ
2019. 11. 27. 21:05, (알 수 없음) : ^^
2019. 11. 27. 21:05, (알 수 없음) : 이상
2019. 11. 27. 21:05, (알 수 없음) : tmi
2019. 11. 27. 21:05, 부그뷰 : ㅇㅋㅇㅋ
2019. 11. 27. 21:05, (알 수 없음) : 배불러
2019. 11. 27. 21:05, (알 수 없음) : ㅠ
2019. 11. 27. 21:06, 부그뷰 : 접!수!
2019. 11. 27. 21:06, 부그뷰 : 안대 70찍어먀지
2019. 11. 27. 21:06, 부그뷰 : 가
2019. 11. 27. 21:06, (알 수 없음) : 68임
2019. 11. 27. 21:06, (알 수 없음) : 오늘아침피셜
2019. 11. 27. 21:06, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 27. 21:06, (알 수 없음) : 이것도이미
2019. 11. 27. 21:06, 부그뷰 : 68묻고 2키로가!
2019. 11. 27. 21:06, (알 수 없음) : 더찐거임
2019. 11. 27. 21:06, (알 수 없음) : 너가고난다음에도
2019. 11. 27. 21:06, (알 수 없음) : 하
2019. 11. 27. 21:06, (알 수 없음) : 쯔증나,,
2019. 11. 27. 21:06, 부그뷰 : 70찍고
2019. 11. 27. 21:06, (알 수 없음) : 김영재가 62라는데
2019. 11. 27. 21:06, (알 수 없음) : 어?
2019. 11. 27. 21:06, (알 수 없음) : ㅠ
2019. 11. 27. 21:06, (알 수 없음) : ,,ㅠ,
2019. 11. 27. 21:06, (알 수 없음) : 김영재개마름;
2019. 11. 27. 21:06, 부그뷰 : 웨이트트레이닝하면
2019. 11. 27. 21:06, 부그뷰 : 며르치네 영재
2019. 11. 27. 21:06, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 11. 27. 21:06, (알 수 없음) : 김영재운동선수임
2019. 11. 27. 21:07, 부그뷰 : 달리기?
2019. 11. 27. 21:07, (알 수 없음) : 수영테니스
2019. 11. 27. 21:07, 부그뷰 : 오
2019. 11. 27. 21:07, 부그뷰 : 그럼
2019. 11. 27. 21:07, 부그뷰 : ㅇㅈ
2019. 11. 27. 21:07, (알 수 없음) : 헬스는
2019. 11. 27. 21:07, (알 수 없음) : 안하는듯
2019. 11. 27. 21:07, 부그뷰 : 수영테니스는몸가벼워야댐
2019. 11. 27. 21:07, (알 수 없음) : 돈츄
2019. 11. 27. 21:07, (알 수 없음) : 리메법
2019. 11. 27. 21:07, (알 수 없음) : 오워어
2019. 11. 27. 21:07, (알 수 없음) : 재환이형근데
2019. 11. 27. 21:07, (알 수 없음) : 공연때몬노래한대요
2019. 11. 27. 21:07, (알 수 없음) : ~~~~~~
2019. 11. 27. 21:07, 부그뷰 : 맞아
2019. 11. 27. 21:07, 정우 : 테니스
2019. 11. 27. 21:07, 정우 : 나도칠줄앎
2019. 11. 27. 21:07, 부그뷰 : 스포좀해주라 형!
2019. 11. 27. 21:07, 부그뷰 : 난 공으로 하는거 다못함
2019. 11. 27. 21:08, 정우 : 난 공으로하는거
2019. 11. 27. 21:08, 부그뷰 : 야구는 조금하는듯
2019. 11. 27. 21:08, 정우 : 잘함
2019. 11. 27. 21:08, 정우 : 맨몸못함
2019. 11. 27. 21:08, 원준오빠 : 결왕국 보고옴
2019. 11. 27. 21:08, 원준오빠 : ㅂㅇ
2019. 11. 27. 21:08, 부그뷰 : ㅜ
2019. 11. 27. 21:08, 정우 : ㅂㅇㅂㅇ
2019. 11. 27. 21:08, 부그뷰 : 난누구랑보냐!
2019. 11. 27. 21:09, (알 수 없음) : 혼자봐
2019. 11. 27. 21:09, (알 수 없음) : 뭘누구랑봐
2019. 11. 27. 21:09, 정우 : 혼자봐
2019. 11. 27. 21:09, 부그뷰 : 쩝
2019. 11. 27. 21:12, 재환오빠 : Open arms 함
2019. 11. 27. 21:14, 부그뷰 : 리얼?
2019. 11. 27. 21:14, 부그뷰 : 오알이야모야
2019. 11. 27. 21:14, 부그뷰 : 사랑색도 함?
2019. 11. 27. 21:14, 부그뷰 : 사랑색해줘형
2019. 11. 27. 21:15, 재환오빠 : 그건 보컬장이랑 씨파충 없어서 불가
2019. 11. 27. 21:15, (알 수 없음) : 올
2019. 11. 27. 21:15, 부그뷰 : 경민이랑 오재있자나
2019. 11. 27. 21:15, 부그뷰 : 연습
2019. 11. 27. 21:15, 부그뷰 : 해!
2019. 11. 27. 21:15, (알 수 없음) : 오푼암즈;
2019. 11. 27. 21:15, (알 수 없음) : 박효신
2019. 11. 27. 21:15, (알 수 없음) : 5집 애플뮤직에없어
2019. 11. 27. 21:16, (알 수 없음) : 나노래몰라
2019. 11. 27. 21:16, (알 수 없음) : ㅎ,ㅎ;
2019. 11. 27. 21:16, (알 수 없음) : 껄껄
2019. 11. 27. 21:16, (알 수 없음) : 버거효ㅣㅂ
2019. 11. 27. 21:16, (알 수 없음) : 갑자기 박효신 5집듣고싶은데없어
2019. 11. 27. 21:16, 재환오빠 : 엥 오픈암즈 모르냐
2019. 11. 27. 21:16, (알 수 없음) : 짜증나네
2019. 11. 27. 21:16, (알 수 없음) : 오픈암즈는아는데
2019. 11. 27. 21:16, (알 수 없음) : 껄러오브럽
2019. 11. 27. 21:16, (알 수 없음) : 몇번안들어봐서
2019. 11. 27. 21:16, (알 수 없음) : 잘모르겠다능
2019. 11. 27. 21:16, (알 수 없음) : 노래가안떠올라요;
2019. 11. 27. 21:16, 재환오빠 : ㅇㅎ
2019. 11. 27. 21:16, 재환오빠 : 아노더 컬러옵럽
2019. 11. 27. 21:17, 재환오빠 : 엔잇츠 립인사이드옵유~
2019. 11. 27. 21:21, (알 수 없음) : 저는오픈암즈
2019. 11. 27. 21:21, (알 수 없음) : 한번듣고
2019. 11. 27. 21:21, (알 수 없음) : 퇴근합니도
2019. 11. 27. 21:22, 이석준 : 배고프다
2019. 11. 27. 21:22, 부그뷰 : 석준 시흥와
2019. 11. 27. 21:22, 부그뷰 : 치킨먹자
2019. 11. 27. 21:23, 이석준 : 지금...?
2019. 11. 27. 21:23, 이석준 : 조모임중인디
2019. 11. 27. 21:23, 부그뷰 : ㅜ
2019. 11. 27. 21:23, 부그뷰 : 하나쏴주까
2019. 11. 27. 21:23, 이석준 : ㅜ
2019. 11. 27. 21:23, 이석준 : 집언제가지
2019. 11. 27. 21:24, (알 수 없음) : 하난쏴줘라
2019. 11. 27. 21:25, 정우 : 와 지금조모임
2019. 11. 27. 21:25, 정우 : ㅠ
2019. 11. 27. 21:25, 정우 : 아근데 치킨먹으니까 좀 배아프네
2019. 11. 27. 21:27, 이석준 : 조모임
2019. 11. 27. 21:27, 이석준 : 언제 끝나누
2019. 11. 27. 21:30, (알 수 없음) : 와교수님오늘개피곤햇나보다
2019. 11. 27. 21:30, (알 수 없음) : 어제 술드시고세미나 오셧다가 마치고집가시고오늘오전7시부턴가 학부면접하더니
2019. 11. 27. 21:31, (알 수 없음) : 오늘 연구실 한번도안들리고 집가셧나보네;;
2019. 11. 27. 21:31, (알 수 없음) : ;;;
2019. 11. 27. 21:31, (알 수 없음) : 나도간다
2019. 11. 27. 21:31, (알 수 없음) : 빨래돌리고김영재랑뭐먹지
2019. 11. 27. 21:31, 이석준 : 물
2019. 11. 27. 21:32, 정우 : 집에있는
2019. 11. 27. 21:32, 정우 : 안주
2019. 11. 27. 21:32, 정우 : 어
2019. 11. 27. 21:32, 정우 : 안주야
2019. 11. 27. 21:32, 정우 : 먹으면되겠네
2019. 11. 27. 21:33, (알 수 없음) : 집에서술먹기싫어
2019. 11. 27. 21:33, (알 수 없음) : 놀러와서먹는건 ㄱㅊ인데
2019. 11. 27. 21:33, (알 수 없음) : 김영재랑집에서먹기싫음
2019. 11. 27. 21:33, (알 수 없음) : 둘다대전에사는데굳이느낌
2019. 11. 27. 21:33, (알 수 없음) : 쨥
2019. 11. 27. 21:33, (알 수 없음) : 뭔지앎이거?
2019. 11. 27. 21:35, (알 수 없음) : 이모티콘 
2019. 11. 27. 21:35, (알 수 없음) : 이모티콘 
2019. 11. 27. 21:35, (알 수 없음) : 이모티콘 
2019. 11. 27. 21:35, (알 수 없음) : 이모티콘 
2019. 11. 27. 21:35, (알 수 없음) : 이모티콘 
2019. 11. 27. 21:36, (알 수 없음) : 이모티콘 
2019. 11. 27. 21:36, (알 수 없음) : 이모티콘 
2019. 11. 27. 21:36, (알 수 없음) : 이모티콘 
2019. 11. 27. 21:36, (알 수 없음) : 이모티콘 
2019. 11. 27. 21:36, (알 수 없음) : 이모티콘 
2019. 11. 27. 21:36, (알 수 없음) : 이모티콘 
2019. 11. 27. 21:36, (알 수 없음) : 이모티콘 
2019. 11. 27. 21:36, 정우 : 아니
2019. 11. 27. 21:36, 정우 : 거꾸로
2019. 11. 27. 21:36, 정우 : 생각해봐
2019. 11. 27. 21:36, (알 수 없음) : ㅇㅋ
2019. 11. 27. 21:36, 정우 : 둘다 대전사는데
2019. 11. 27. 21:36, (알 수 없음) : 물구나무서기하고옴
2019. 11. 27. 21:36, 정우 : 굳이 밖에나가서
2019. 11. 27. 21:36, 부그뷰 : ㅇㅇ
2019. 11. 27. 21:36, 정우 : 먹어야함?
2019. 11. 27. 21:36, 부그뷰 : 나같으면집에서먹음
2019. 11. 27. 21:36, (알 수 없음) : 그니까굳이나갈이유가없으니까
2019. 11. 27. 21:36, 부그뷰 : 싸고
2019. 11. 27. 21:36, (알 수 없음) : 나가고싶은거지
2019. 11. 27. 21:36, 부그뷰 : 따뜻하고
2019. 11. 27. 21:37, 정우 : 집ㄱ
2019. 11. 27. 21:37, (알 수 없음) : 싫얼
2019. 11. 27. 21:37, (알 수 없음) : 칼칼칼
2019. 11. 27. 21:37, 정우 : ㅡㅡ
2019. 11. 27. 21:37, 정우 : 먹지마
2019. 11. 27. 21:37, (알 수 없음) : 밖에서먹을거라고
2019. 11. 27. 21:37, (알 수 없음) : 왜이러숑
2019. 11. 27. 21:37, (알 수 없음) : ㅠ
2019. 11. 27. 21:38, 부그뷰 : 먹지마진짜임마
2019. 11. 27. 21:38, 부그뷰 : 임뫄아아아아
2019. 11. 27. 21:38, 정우 : 안돼
