Talk_2021.8.24 13:11-36.txt
저장한 날짜 : 2021. 8. 24. 13:11



2019년 2월 17일 일요일
2019. 2. 17. 21:33, Sekwang Ludan : 라틴 뮤직!!!!
2019. 2. 18. 13:49, (알 수 없음) : 하루에
2019. 2. 18. 13:49, (알 수 없음) : 스튜핏대잔치되어벌임
2019. 2. 18. 13:49, (알 수 없음) : 액정만아니엇어도
2019. 2. 18. 13:49, (알 수 없음) : ㄱㅊ한디
2019. 2. 18. 13:49, (알 수 없음) : ㅇㅈ?
2019. 2. 18. 13:49, (알 수 없음) : 아이고내앞에친구휴대폰떨어트림
2019. 2. 18. 13:56, (알 수 없음) : 샵검색: #극한직업 2위
2019. 2. 18. 13:56, (알 수 없음) : 댑억;
2019. 2. 18. 14:01, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 18. 14:01, 정우 : 고쳤냐
2019. 2. 18. 14:01, 정우 : ㅊㅋ
2019. 2. 18. 14:03, (알 수 없음) : ㅋㅋㅋㅋㅋㅋ어
2019. 2. 18. 14:03, (알 수 없음) : 존나좋다그냥
2019. 2. 18. 14:03, (알 수 없음) : 새폰산기분
2019. 2. 18. 14:09, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 18. 14:09, 부그뷰 : ㅊㅊ
2019. 2. 18. 14:09, 원준오빠 : 잔치다!
2019. 2. 18. 14:09, 원준오빠 : 와 어늘 안춥고 안미세먼지 실화?
2019. 2. 18. 14:10, 원준오빠 : 개꿀이네
2019. 2. 18. 14:10, 부그뷰 : 내일 하루종일 눈옴
2019. 2. 18. 14:10, 경민 : 사진
2019. 2. 18. 14:10, 경민 : 이모티콘 행---복
2019. 2. 18. 14:13, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 18. 14:14, 부그뷰 : ㅊㅊ~
2019. 2. 18. 14:14, 경민 : ㄱㅅㄱㅅ
2019. 2. 18. 14:26, 빠충 : 오시바
2019. 2. 18. 14:26, 빠충 : 개쫌
2019. 2. 18. 14:26, 빠충 : 영사실 구경함
2019. 2. 18. 14:26, 경민 : 헐
2019. 2. 18. 14:26, 경민 : 왜
2019. 2. 18. 14:26, 빠충 : 나 알바가
2019. 2. 18. 14:26, 빠충 : 영화관
2019. 2. 18. 14:26, 빠충 : 알바임
2019. 2. 18. 14:26, 빠충 : 개신기함
2019. 2. 18. 14:26, 빠충 : 이모티콘 
2019. 2. 18. 14:26, 빠충 : 눈커짐
2019. 2. 18. 14:28, 경민 : 시쥐비냐
2019. 2. 18. 14:28, 경민 : 나영사실;;순간 그
2019. 2. 18. 14:28, 경민 : 돌아가신 분들 그…
2019. 2. 18. 14:28, 경민 : 뭐 있지않냐
2019. 2. 18. 14:28, 경민 : 그건줄알고놀램
2019. 2. 18. 14:28, 경민 : ㅠ
2019. 2. 18. 14:30, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 18. 14:31, 원준오빠 : 영안실맨~~
2019. 2. 18. 14:31, 경민 : dk
2019. 2. 18. 14:31, 경민 : 그거다
2019. 2. 18. 14:31, 원준오빠 : 닌텐도 개꿀이네 ㅊㅋㅊㅋ
2019. 2. 18. 14:31, 경민 : 용어도생각안나서
2019. 2. 18. 14:31, 경민 : 뭐지하고잇엇음 ㅜㅜ
2019. 2. 18. 14:31, 경민 : 개멍청 ㅜ
2019. 2. 18. 14:31, 경민 : 갬새
2019. 2. 18. 14:31, 경민 : 난이제
2019. 2. 18. 14:31, 경민 : 포켓몬마스터가될거야
2019. 2. 18. 14:31, 원준오빠 : ㅠ 개부럽
2019. 2. 18. 14:32, 빠충 : 뻘쭘해
2019. 2. 18. 14:32, 빠충 : 의자 하나 주심
2019. 2. 18. 14:32, 빠충 : 앉아있음
2019. 2. 18. 14:34, 경민 : 나 돈내고 게임기산적 처음이야
2019. 2. 18. 14:35, 원준오빠 : 랩해
2019. 2. 18. 14:35, 원준오빠 : 난대없이
2019. 2. 18. 14:35, 원준오빠 : 난 아직 없움;; 부럽다 오야븅
2019. 2. 18. 14:35, 경민 : ㅋㅋㅋㅋ
2019. 2. 18. 14:35, 경민 : 갑자기
2019. 2. 18. 14:35, 경민 : 인생
2019. 2. 18. 14:35, 경민 : 성공한거같아
2019. 2. 18. 14:36, 경민 : 이불안에서피카츄해야지..
2019. 2. 18. 14:36, 경민 : 맨날포켓몬 ㅠ불법다운해서햇는데
2019. 2. 18. 14:36, 경민 : 드디어ㅜ
2019. 2. 18. 14:43, 경민 : https://tv.naver.com/v/5416100
2019. 2. 18. 14:43, 경민 : 너무 무섭다
2019. 2. 18. 14:53, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 18. 14:54, 정우 : 말 존웃이네
2019. 2. 18. 14:59, 정우 : 카페다으아으아으아
2019. 2. 18. 14:59, 정우 : 공부가으아으아으악
2019. 2. 18. 15:11, 양우성 : 스위치개부럽네
2019. 2. 18. 15:11, 양우성 : 그 포켓몬철권도 재밌음
2019. 2. 18. 15:13, 경민 : 쿠쿠쿠ㅜ,,,,
2019. 2. 18. 15:13, 경민 : 마리오오딧세이도
2019. 2. 18. 15:13, 경민 : 살까 ...
2019. 2. 18. 15:15, 양우성 : 인생재밌어질듯ㅋㅋㅋㅋ
2019. 2. 18. 15:15, 양우성 : 타이틀하나씩모으면서
2019. 2. 18. 15:20, 경민 : 이모티콘 
2019. 2. 18. 15:21, 경민 : 이번주주말에
2019. 2. 18. 15:21, 경민 : 하루종일해야지..
2019. 2. 18. 15:22, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 18. 15:22, 원준오빠 : 술 줄이고
2019. 2. 18. 15:22, 원준오빠 : 좋네
2019. 2. 18. 15:22, 경민 : ㅋㅋㅋㅋㅋ
2019. 2. 18. 15:22, 경민 : 솔직히술값
2019. 2. 18. 15:22, 경민 : 몇번안마시면
2019. 2. 18. 15:22, 경민 : !
2019. 2. 18. 15:22, 경민 : 산다바로
2019. 2. 18. 15:23, 경민 : 오재훈지난주토요일에쓴돈
2019. 2. 18. 15:23, 경민 : 스위치 1개네
2019. 2. 18. 15:24, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 18. 15:29, 경민 : 빠충 저스트댄스 해봄?
2019. 2. 18. 15:31, 양우성 : 오 나그거해봄
2019. 2. 18. 15:31, 양우성 : 닌텐도위
2019. 2. 18. 15:31, 양우성 : 꿀잼
2019. 2. 18. 15:31, 경민 : 어떰
2019. 2. 18. 15:31, 경민 : 우성인춤잘춰서
2019. 2. 18. 15:31, 경민 : 재밋겟다…
2019. 2. 18. 15:32, 양우성 : 춤보다는
2019. 2. 18. 15:32, 양우성 : 에어로빅에비슷
2019. 2. 18. 15:32, 양우성 : 해서 운동되고재밌음
2019. 2. 18. 15:32, 경민 : ㅋㅋㅋㅋㅋ
2019. 2. 18. 15:32, 경민 : 나요새 디디알에 빠져잇는데
2019. 2. 18. 15:33, 경민 : 저스트댄ㄷ스도 재밋게할수잇음
2019. 2. 18. 15:33, 경민 : ?
2019. 2. 18. 15:33, 양우성 : 내동생 저스트댄스 개많이햤는데
2019. 2. 18. 15:33, 양우성 : 거기서 인디언 아프리칸춤
2019. 2. 18. 15:33, 경민 : 살빠짐
2019. 2. 18. 15:33, 경민 : ?
2019. 2. 18. 15:33, 양우성 : 외워서
2019. 2. 18. 15:33, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 18. 15:33, 양우성 : 개빡센곡하면
2019. 2. 18. 15:33, 양우성 : 살빠질듯
2019. 2. 18. 15:45, 빠충 : 아
2019. 2. 18. 15:45, 빠충 : 존나 나 비정규직 티남
2019. 2. 18. 15:45, 경민 : ㅋㅋㅋㅋ왜
2019. 2. 18. 15:45, 빠충 : 책상 없고
2019. 2. 18. 15:46, 빠충 : 의자 하나 덩그러니
2019. 2. 18. 15:46, 빠충 : 배앰...
2019. 2. 18. 15:46, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데 일이 거의 없음
2019. 2. 18. 15:46, 경민 : 루팡개꿀~
2019. 2. 18. 15:46, 경민 : 나 닌ㄴ텐도산거 문상으로삿는데
2019. 2. 18. 15:46, 경민 : 문상산거
2019. 2. 18. 15:46, 경민 : 회사 복지포인트 나온걸로,,,, 처리해줏엠하고 영수증 올렷다
2019. 2. 18. 15:47, 경민 : 승인나면개꿀..…
2019. 2. 18. 15:48, 양우성 : 복지포인트 이득따리
2019. 2. 18. 15:51, 원준오빠 : 개꿀이네
2019. 2. 18. 15:51, 원준오빠 : 나도 알바 찾아야지
2019. 2. 18. 15:51, 경민 : 뉴캐슬고?
2019. 2. 18. 15:59, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 18. 15:59, 원준오빠 : 주말만 가능?
2019. 2. 18. 16:01, 경민 : ㅋㅋㅋㅋ그건몰겟다
2019. 2. 18. 16:01, 경민 : 아근데집멀어서
2019. 2. 18. 16:01, 경민 : 막차끊겨서안대겟네
2019. 2. 18. 16:01, 경민 : ㅋㅋㅋ
2019. 2. 18. 16:01, 원준오빠 : 흠 그러네
2019. 2. 18. 16:01, 원준오빠 : 한길집 투숙 가믕?
2019. 2. 18. 16:01, 원준오빠 : ^^
2019. 2. 18. 16:20, 이석준 : ㅎㅇ
2019. 2. 18. 16:20, (알 수 없음) : ㅎㅇ
2019. 2. 18. 16:20, (알 수 없음) : 가능
2019. 2. 18. 16:20, (알 수 없음) : 다허락해줌
2019. 2. 18. 16:23, 원준오빠 : ㅎㅇ
2019. 2. 18. 16:23, 원준오빠 : ㄱㅅ
2019. 2. 18. 16:23, 원준오빠 : 한길 이주 마인
2019. 2. 18. 16:25, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 18. 16:25, (알 수 없음) : 퇴근합니도
2019. 2. 18. 16:26, 원준오빠 : 올
2019. 2. 18. 16:26, 원준오빠 : ㅊㅋㅊㅋ
2019. 2. 18. 16:27, (알 수 없음) : ㄱㅅㄱㅅ
2019. 2. 18. 16:30, 원준오빠 : 즐
2019. 2. 18. 16:30, 원준오빠 : ㅗㅗ
2019. 2. 18. 16:31, (알 수 없음) : ㅡㅡ
2019. 2. 18. 16:31, (알 수 없음) : 아니
2019. 2. 18. 16:31, (알 수 없음) : 오늘까페각임
2019. 2. 18. 16:31, (알 수 없음) : 솔직히 ㅇㅈ?
2019. 2. 18. 16:31, 원준오빠 : ㅇㅈ
2019. 2. 18. 16:31, 원준오빠 : 그래서 나 카페임
2019. 2. 18. 16:31, 원준오빠 : ㅡㅡ
2019. 2. 18. 16:33, (알 수 없음) : ㅡㅡ
2019. 2. 18. 16:33, (알 수 없음) : 진짜혼자먼저가고
2019. 2. 18. 16:33, (알 수 없음) : 완전
2019. 2. 18. 16:33, (알 수 없음) : 떡만둣국각
2019. 2. 18. 16:33, 원준오빠 : ㅁㅊ
2019. 2. 18. 16:33, 원준오빠 : 오재 떡국 개조아햐
2019. 2. 18. 16:33, 원준오빠 : 몇살이냐
2019. 2. 18. 16:34, 원준오빠 : 나이 많이 막었네
2019. 2. 18. 16:35, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 18. 16:35, (알 수 없음) : 떡국
2019. 2. 18. 16:35, (알 수 없음) : 맛잇지안아?
2019. 2. 18. 16:35, (알 수 없음) : 마이쭁
2019. 2. 18. 16:35, 원준오빠 : 오지노
2019. 2. 18. 16:35, 정우 : 아니
2019. 2. 18. 16:36, 정우 : 빨리빨리 안가고뭐하냐
2019. 2. 18. 16:36, 정우 : 잘하자 진짜
2019. 2. 18. 16:36, (알 수 없음) : 아니
2019. 2. 18. 16:36, (알 수 없음) : 오늘안감
2019. 2. 18. 16:36, (알 수 없음) : 나오늘집에서할래
2019. 2. 18. 16:36, (알 수 없음) : 집존나조ㅠ아
2019. 2. 18. 16:36, (알 수 없음) : 힁
2019. 2. 18. 16:36, 원준오빠 : 아니
2019. 2. 18. 16:36, 원준오빠 : 개 미친;
2019. 2. 18. 16:36, 원준오빠 : 반전 오지노
2019. 2. 18. 16:36, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋz
2019. 2. 18. 16:36, (알 수 없음) : 아니...오늘
2019. 2. 18. 16:37, (알 수 없음) : 솔직히
2019. 2. 18. 16:37, (알 수 없음) : 액정고치느라
2019. 2. 18. 16:37, (알 수 없음) : 돈더쓸수업다
2019. 2. 18. 16:37, (알 수 없음) : ㅇㅈ?
2019. 2. 18. 16:37, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 18. 16:37, (알 수 없음) : 근데좀전에
2019. 2. 18. 16:37, (알 수 없음) : 또떨굴뻔해서
2019. 2. 18. 16:37, (알 수 없음) : 진짜식곱함
2019. 2. 18. 16:37, 정우 : 식곱?
2019. 2. 18. 16:37, (알 수 없음) : ㅠ
2019. 2. 18. 16:37, (알 수 없음) : 웅
2019. 2. 18. 16:37, (알 수 없음) : 아니
2019. 2. 18. 16:37, 정우 : 식사는 곱창각
2019. 2. 18. 16:37, (알 수 없음) : 진짜
2019. 2. 18. 16:37, 정우 : 곱창가악
2019. 2. 18. 16:38, (알 수 없음) : 곱창각
2019. 2. 18. 16:38, 정우 : 아
2019. 2. 18. 16:38, (알 수 없음) : 너곱창못먹어서
2019. 2. 18. 16:38, (알 수 없음) : 마음아프메
2019. 2. 18. 16:38, 정우 : 미친배고파
2019. 2. 18. 16:38, (알 수 없음) : 떡국 ㄱ
2019. 2. 18. 16:38, 정우 : 싫은뎅
2019. 2. 18. 16:38, (알 수 없음) : ㅡㅡ
2019. 2. 18. 16:38, 정우 : 아니
2019. 2. 18. 16:38, 정우 : ㅠ
2019. 2. 18. 16:38, 정우 : 님
2019. 2. 18. 16:38, (알 수 없음) : 떡국4만그릇
2019. 2. 18. 16:38, (알 수 없음) : 먹을거임
2019. 2. 18. 16:38, 정우 : 경원 공부하는데
2019. 2. 18. 16:38, (알 수 없음) : ?
2019. 2. 18. 16:38, (알 수 없음) : ㅇㅇ
2019. 2. 18. 16:38, (알 수 없음) : 형경원잘함
2019. 2. 18. 16:38, 정우 : 볼때는 이해존나
2019. 2. 18. 16:38, (알 수 없음) : 질문 ㄱ
2019. 2. 18. 16:38, 정우 : 잘되거든
2019. 2. 18. 16:38, (알 수 없음) : ㅇㅇ
2019. 2. 18. 16:38, 정우 : 책장넘겨서 다음페이지 이해하면
2019. 2. 18. 16:38, 정우 : 앞장내용 빠져나감
2019. 2. 18. 16:39, 정우 : 어캄?
2019. 2. 18. 16:39, (알 수 없음) :  ;;
2019. 2. 18. 16:39, (알 수 없음) : 그건
2019. 2. 18. 16:39, (알 수 없음) : 어쩔수없음
2019. 2. 18. 16:39, 정우 : ㅇㅋ
2019. 2. 18. 16:39, (알 수 없음) : 짭스...
2019. 2. 18. 16:39, 정우 : 리얼짭쓰네
2019. 2. 18. 16:39, (알 수 없음) : 떡국먹을ㄲ
2019. 2. 18. 16:39, (알 수 없음) : 떡만둣굳먹을까
2019. 2. 18. 16:39, 정우 : 떡만
2019. 2. 18. 16:39, 정우 : 닥후
2019. 2. 18. 16:40, 정우 : 진짜이건
2019. 2. 18. 16:40, (알 수 없음) : ㅇㅋ
2019. 2. 18. 16:40, (알 수 없음) : 옼에이
2019. 2. 18. 16:40, 정우 : 고민할필요가
2019. 2. 18. 16:40, 정우 : 없다
2019. 2. 18. 16:40, 정우 : 무조건닥후
2019. 2. 18. 16:40, 정우 : 아
2019. 2. 18. 16:40, 정우 : 고기먹고싶네 나는
2019. 2. 18. 16:40, (알 수 없음) : 고기..맛잇지
2019. 2. 18. 16:40, (알 수 없음) : 고기...
2019. 2. 18. 16:41, (알 수 없음) : 떡국...
2019. 2. 18. 16:41, (알 수 없음) : 떡국...떡국
2019. 2. 18. 16:42, 이석준 : 떡국떡
2019. 2. 18. 16:42, 이석준 : 떡국떡국
2019. 2. 18. 16:42, 원준오빠 : 오재이름
2019. 2. 18. 16:42, 원준오빠 : 떡국으로 바꿔드림
2019. 2. 18. 16:42, 정우 : 떡국에떡국떡딱넣고꿀꺽꿀꺽각
2019. 2. 18. 16:43, (알 수 없음) : 오떡오떡
2019. 2. 18. 16:43, 정우 : 50분부터 다시공부해야지
2019. 2. 18. 16:43, (알 수 없음) : 님
2019. 2. 18. 16:43, (알 수 없음) : 5시부터해주삼
2019. 2. 18. 16:43, (알 수 없음) : ㅠㅡㅠ
2019. 2. 18. 16:43, 정우 : 싫어
2019. 2. 18. 16:43, 정우 : 임마
2019. 2. 18. 16:43, (알 수 없음) : ㅠ
2019. 2. 18. 16:43, 정우 : 빨리하고 집갈거임
2019. 2. 18. 16:43, (알 수 없음) : 나는5시30분부터한다
2019. 2. 18. 16:43, 정우 : 배고프다
2019. 2. 18. 16:43, 정우 : ㅡㅡ
2019. 2. 18. 16:43, 정우 : 님
2019. 2. 18. 16:43, (알 수 없음) : 난집에서햐야지
2019. 2. 18. 16:43, 정우 : 양심무엇
2019. 2. 18. 16:43, (알 수 없음) : ?
2019. 2. 18. 16:43, 정우 : 새끼야
2019. 2. 18. 16:43, (알 수 없음) : 밥먹고들어갈것
2019. 2. 18. 16:43, (알 수 없음) : ㅐ긔야...
2019. 2. 18. 16:43, 정우 : ㅇㅋ
2019. 2. 18. 16:43, (알 수 없음) : 왜화내
2019. 2. 18. 16:43, 정우 : 그냥
2019. 2. 18. 16:43, 정우 : 임마
2019. 2. 18. 16:43, 정우 : 화가많음
2019. 2. 18. 16:43, 정우 : 원래이럼
2019. 2. 18. 16:43, 정우 : 몰랐음?
2019. 2. 18. 16:44, 정우 : 시새발끼야
2019. 2. 18. 16:44, (알 수 없음) : 알아
2019. 2. 18. 16:44, (알 수 없음) : 이개1새끼야
2019. 2. 18. 16:44, 정우 : ?왜욕함
2019. 2. 18. 16:45, 정우 : 노어이네
2019. 2. 18. 16:45, 정우 : 이모티콘 
2019. 2. 18. 16:45, (알 수 없음) : 아니
2019. 2. 18. 16:45, (알 수 없음) : 야
2019. 2. 18. 16:45, (알 수 없음) : 아니
2019. 2. 18. 16:45, (알 수 없음) : 야
2019. 2. 18. 16:45, (알 수 없음) : 대답
2019. 2. 18. 16:45, 정우 : 이모티콘 
2019. 2. 18. 16:45, 정우 : 이모티콘 
2019. 2. 18. 16:45, 정우 : 이모티콘 
2019. 2. 18. 16:45, (알 수 없음) : ㅡㅡ
2019. 2. 18. 16:45, 정우 : 이모티콘 
2019. 2. 18. 16:45, (알 수 없음) : 나우라집앞에
2019. 2. 18. 16:45, 정우 : 이모티콘 
2019. 2. 18. 16:45, (알 수 없음) : 고등학교무서워서
2019. 2. 18. 16:45, (알 수 없음) : 학교못다니겟음
2019. 2. 18. 16:46, (알 수 없음) : 어케함
2019. 2. 18. 16:46, 정우 : 이모티콘 
2019. 2. 18. 16:46, (알 수 없음) : 아니시발또내로또색각낫다
2019. 2. 18. 16:46, 정우 : 이모티콘 
2019. 2. 18. 16:46, (알 수 없음) : ㅠㅜ아로또...
2019. 2. 18. 16:46, 정우 : 이모티콘 
2019. 2. 18. 16:46, (알 수 없음) : ㅠ
2019. 2. 18. 16:46, 정우 : 이모티콘 
2019. 2. 18. 16:46, (알 수 없음) : 개새시
2019. 2. 18. 16:46, (알 수 없음) : 진짜
2019. 2. 18. 16:46, 정우 : 이모티콘 
2019. 2. 18. 16:46, (알 수 없음) : 똥구멍자름
2019. 2. 18. 16:46, 정우 : 이모티콘 
2019. 2. 18. 16:46, (알 수 없음) : 참아깝게됐메
2019. 2. 18. 16:46, (알 수 없음) : 저포즈개빡치네
2019. 2. 18. 16:46, 정우 : 이모티콘 
2019. 2. 18. 16:46, (알 수 없음) : 이모티콘 
2019. 2. 18. 16:46, 정우 : 이모티콘 
2019. 2. 18. 16:46, 정우 : 이모티콘 
2019. 2. 18. 16:46, 정우 : 이모티콘 
2019. 2. 18. 16:46, 정우 : 아진짜
2019. 2. 18. 16:46, 정우 : 이 이모티콘
2019. 2. 18. 16:46, 정우 : 너무좋아
2019. 2. 18. 16:46, 정우 : 최고임
2019. 2. 18. 16:47, 정우 : 호깔호깔
2019. 2. 18. 16:47, (알 수 없음) : 호깔은
2019. 2. 18. 16:47, (알 수 없음) : ㅇㅈ
2019. 2. 18. 16:47, (알 수 없음) : 호깔이최고
2019. 2. 18. 16:47, (알 수 없음) : 이모티콘 
2019. 2. 18. 16:47, 정우 : 이모티콘 
2019. 2. 18. 16:47, 정우 : 3분남음
2019. 2. 18. 16:47, 정우 : 아 수학도 공부해야되는데
2019. 2. 18. 16:47, 정우 : 수학존나싫어
2019. 2. 18. 16:47, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 18. 16:48, (알 수 없음) : ㅡㅢㅇㅈ
2019. 2. 18. 16:48, (알 수 없음) : ㅇㅈㅇㅈ
2019. 2. 18. 16:48, (알 수 없음) : 조온나처맞아야해
2019. 2. 18. 16:48, (알 수 없음) : 수학하는색기들
2019. 2. 18. 16:48, 정우 : 진짜
2019. 2. 18. 16:48, 정우 : 아니그리고
2019. 2. 18. 16:48, 정우 : 보험수학
2019. 2. 18. 16:48, 정우 : 개토나옴
2019. 2. 18. 16:48, 정우 : 다 공식임 걍
2019. 2. 18. 16:48, 정우 : 시발
2019. 2. 18. 16:48, (알 수 없음) : 윽
2019. 2. 18. 16:48, 정우 : 암기과목이야
2019. 2. 18. 16:48, 정우 : 근데공식도 다
2019. 2. 18. 16:48, (알 수 없음) : 수학이최고의암ㄱ기과목이다
2019. 2. 18. 16:48, 정우 : 존나비슷하게생겨쳐먹어서
2019. 2. 18. 16:48, 정우 : 시발
2019. 2. 18. 16:48, (알 수 없음) : 알지알지
2019. 2. 18. 16:48, (알 수 없음) : 알쥐rgrg
2019. 2. 18. 16:48, (알 수 없음) : 내일요전10시
2019. 2. 18. 16:48, (알 수 없음) : 미팅인데
2019. 2. 18. 16:49, (알 수 없음) : 존나하기싫네준비
2019. 2. 18. 16:49, (알 수 없음) : !
2019. 2. 18. 16:49, 정우 : 그럼오늘
2019. 2. 18. 16:49, (알 수 없음) : 오네가이
2019. 2. 18. 16:49, 정우 : 간단하게
2019. 2. 18. 16:49, 정우 : 한잔각
2019. 2. 18. 16:49, (알 수 없음) : 그럴려고
2019. 2. 18. 16:49, 정우 : 1분남음
2019. 2. 18. 16:49, (알 수 없음) : 집에소주일병남음
2019. 2. 18. 16:49, (알 수 없음) : 님
2019. 2. 18. 16:49, 정우 : 굿
2019. 2. 18. 16:49, (알 수 없음) : 5분만
2019. 2. 18. 16:49, 정우 : 싫어
2019. 2. 18. 16:49, (알 수 없음) : 떡국주문까지만
2019. 2. 18. 16:49, (알 수 없음) : 기다려주셈..
2019. 2. 18. 16:49, 정우 : 지금해
2019. 2. 18. 16:49, 정우 : 하
2019. 2. 18. 16:49, 정우 : 진짜
2019. 2. 18. 16:49, (알 수 없음) : ㅠㅠ
2019. 2. 18. 16:49, 정우 : 손많이가네
2019. 2. 18. 16:49, 정우 : 샛긔
2019. 2. 18. 16:49, (알 수 없음) : 타니
2019. 2. 18. 16:49, 정우 : ㅇㅋ
2019. 2. 18. 16:49, (알 수 없음) : 5분잇어야도착함
2019. 2. 18. 16:49, 정우 : 기다려줌
2019. 2. 18. 16:49, (알 수 없음) : 감사감사
2019. 2. 18. 16:49, 정우 : 뛰어가라
2019. 2. 18. 16:49, (알 수 없음) : 열심히가고잇자
2019. 2. 18. 16:49, (알 수 없음) : 진짜다리가부숴지게
2019. 2. 18. 16:49, (알 수 없음) : 열심히간은중
2019. 2. 18. 16:49, (알 수 없음) : 다리가10개면
2019. 2. 18. 16:50, (알 수 없음) : 이런기분일듯
2019. 2. 18. 16:50, (알 수 없음) : 다다다다다다ㅏ다다
2019. 2. 18. 16:50, (알 수 없음) : 가는중임
2019. 2. 18. 16:50, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 18. 16:50, 정우 : 아진짜 나도 조온나배고프네
2019. 2. 18. 16:50, (알 수 없음) : 일찍먹고
2019. 2. 18. 16:50, (알 수 없음) : 일찍공부하고
2019. 2. 18. 16:50, (알 수 없음) : 일찍잔다
2019. 2. 18. 16:50, (알 수 없음) : 와근데 ㄹㅇ
2019. 2. 18. 16:50, 정우 : 6시까지만 경원조지고
2019. 2. 18. 16:50, 정우 : 수학좀하다가야지
2019. 2. 18. 16:50, (알 수 없음) : 나토욜날 내려와서 오늘 눈뜰때까지
2019. 2. 18. 16:50, (알 수 없음) : 묯시간잣냐
2019. 2. 18. 16:50, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 18. 16:50, (알 수 없음) : 24시간넘게잔거같은데
2019. 2. 18. 16:50, 정우 : 놀랍지도않음 이제
2019. 2. 18. 16:50, (알 수 없음) : 진짜
2019. 2. 18. 16:50, 정우 : 오숙취
2019. 2. 18. 16:51, (알 수 없음) : 체력방전지리조
2019. 2. 18. 16:51, (알 수 없음) : ㄹㅇ
2019. 2. 18. 16:51, (알 수 없음) : 이모티콘 
2019. 2. 18. 16:51, (알 수 없음) : 매번당하쥬
2019. 2. 18. 16:51, (알 수 없음) : 친구가
2019. 2. 18. 16:51, (알 수 없음) : 술은깨지도못하면서
2019. 2. 18. 16:51, (알 수 없음) : 액정은잘깨네
2019. 2. 18. 16:51, (알 수 없음) : 라도함
2019. 2. 18. 16:51, (알 수 없음) : 라고함
2019. 2. 18. 16:51, (알 수 없음) : 개새끼가
2019. 2. 18. 16:51, (알 수 없음) : ㅠ
2019. 2. 18. 16:51, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 2. 18. 16:51, (알 수 없음) : 뚝배기깨고싶다
2019. 2. 18. 16:51, 정우 : 깰게없어서
2019. 2. 18. 16:51, 정우 : 그거라도깼다고하셈
2019. 2. 18. 16:51, (알 수 없음) : 다음엔
2019. 2. 18. 16:51, (알 수 없음) : 세광이형뚝배기임
2019. 2. 18. 16:51, 정우 : ㅇㅈ
2019. 2. 18. 16:51, (알 수 없음) : ㅋㅌ,
2019. 2. 18. 16:51, (알 수 없음) : 덕국집
2019. 2. 18. 16:52, (알 수 없음) : ㅗ착함
2019. 2. 18. 16:52, (알 수 없음) : 개이듁
2019. 2. 18. 16:52, 정우 : 주문ㄱ
2019. 2. 18. 16:52, (알 수 없음) : 가격절충
2019. 2. 18. 16:52, (알 수 없음) : 은무슨츙이냐
2019. 2. 18. 16:52, (알 수 없음) : ㅎ;
2019. 2. 18. 16:52, (알 수 없음) : 떡만둣국
2019. 2. 18. 16:52, (알 수 없음) : 바로주문햇움
2019. 2. 18. 16:52, 정우 : 그럼나
2019. 2. 18. 16:52, 정우 : 공부한다
2019. 2. 18. 16:52, 정우 : 맛있게먹고
2019. 2. 18. 16:52, 정우 : 집잘가고
