Talk_2021.8.24 13:11-79.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 1월 20일 수요일
2021. 1. 20. 10:56, 경민 : 10점받고싶누
2021. 1. 21. 08:59, 빠충 : 재택할라했는데
2021. 1. 21. 08:59, 빠충 : 노트북 충전기 놔두고 와서
2021. 1. 21. 08:59, 빠충 : 출근함ㅎ
2021. 1. 21. 09:00, 빠충 : 멍청비 너무 세고
2021. 1. 21. 09:14, abyss오재 : 하나더사자이김에
2021. 1. 21. 09:21, 부그뷰 : ㅂㄱㅂ임
2021. 1. 21. 09:42, abyss오재 : 와랩120이다
2021. 1. 21. 09:42, abyss오재 : 하늘둥지도착
2021. 1. 21. 09:45, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 09:46, 정우 : 오전부터
2021. 1. 21. 09:46, 정우 : 허슬하네
2021. 1. 21. 09:47, abyss오재 : ㅎㅋㅎ;ㅋ
2021. 1. 21. 09:50, 정우 : 아으
2021. 1. 21. 09:50, 정우 : 멀다멀어
2021. 1. 21. 10:05, 경민 : 잠와죽겟뉴
2021. 1. 21. 10:06, abyss오재 : ㅋ뮈친
2021. 1. 21. 10:06, abyss오재 : 영어교정맡겼는데
2021. 1. 21. 10:06, abyss오재 : 다른파일넘겼었음
2021. 1. 21. 10:07, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 10:07, abyss오재 : 돈날리고!
2021. 1. 21. 10:07, abyss오재 : 지렷다리네
2021. 1. 21. 10:07, abyss오재 : 제가맡긴거아님
2021. 1. 21. 10:07, abyss오재 : 오늘까지라 다시 수정도못하고
2021. 1. 21. 10:07, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ갸대박;
2021. 1. 21. 10:07, abyss오재 : ㅠ
2021. 1. 21. 10:07, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 10:07, 경민 : 어쩜
2021. 1. 21. 10:07, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 10:08, abyss오재 : 몰라
2021. 1. 21. 10:08, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ미쳤다 진짜
2021. 1. 21. 10:11, 정우 : ㅁㅊ
2021. 1. 21. 10:11, 정우 : ;;;;
2021. 1. 21. 10:11, abyss오재 : 이거 몇십만원일텐데
2021. 1. 21. 10:11, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 10:12, abyss오재 : 연구실애….으짜누
2021. 1. 21. 10:12, abyss오재 : ;
2021. 1. 21. 10:12, abyss오재 : 묻어야지뭘어쩌겟누
2021. 1. 21. 10:12, abyss오재 : 교수님한테개털리겟다
2021. 1. 21. 10:12, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 10:12, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ퓨ㅠㅠ
2021. 1. 21. 10:12, abyss오재 : 와진짜
2021. 1. 21. 10:12, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 10:12, 정우 : ㅠ어
2021. 1. 21. 10:12, 정우 : 어쩌누진짜
2021. 1. 21. 10:13, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 10:13, abyss오재 : 내멘탈도 사르르
2021. 1. 21. 10:13, abyss오재 : 녹는중
2021. 1. 21. 10:17, 정우 : ㄹㅇ
2021. 1. 21. 10:17, 정우 : 녹을만
2021. 1. 21. 10:25, 경민 : 후기나중에얘기해달라누
2021. 1. 21. 10:28, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 10:28, abyss오재 : 그냥안들키고
2021. 1. 21. 10:28, abyss오재 : 넘어갈거같은데
2021. 1. 21. 10:28, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 10:28, abyss오재 : 돈이 사르르르르
2021. 1. 21. 10:30, 경민 : ㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 10:58, 원준오빠 : ㅎㅇㅎㅇ
2021. 1. 21. 10:58, 원준오빠 : ㅁㅊ
2021. 1. 21. 11:03, abyss오재 : ㅁㅊ;;
2021. 1. 21. 11:05, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 11:05, 원준오빠 : 개욱기네
2021. 1. 21. 11:06, 원준오빠 : 똥줄타누
2021. 1. 21. 11:33, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 11:33, abyss오재 : ㄹㅇ
2021. 1. 21. 11:33, abyss오재 : 수정완료
2021. 1. 21. 11:33, abyss오재 : 딱 한문장남았따
2021. 1. 21. 11:33, abyss오재 : 어케채워야하나 딱한문장을.....
2021. 1. 21. 11:37, 원준오빠 : to be continued..
2021. 1. 21. 11:37, 원준오빠 : 어떰
2021. 1. 21. 11:39, abyss오재 : 오늘 메엠 10시간해씀
2021. 1. 21. 11:39, abyss오재 : 안돼그런거 채우면
2021. 1. 21. 11:39, abyss오재 : 바러탈락;
2021. 1. 21. 11:41, abyss오재 : 12시부터 개버닝이네
2021. 1. 21. 11:42, abyss오재 : 빨리히어로즈모아서
2021. 1. 21. 11:42, abyss오재 : 폭성비사야지..
2021. 1. 21. 11:48, 정우 : ㅅㅁㅅ
2021. 1. 21. 11:58, 원준오빠 : ㄹㅇ
2021. 1. 21. 11:58, 원준오빠 : 엥 ㄱㅅ
2021. 1. 21. 11:58, 경민 : 폭서입
2021. 1. 21. 11:58, 경민 : 폭성비
2021. 1. 21. 11:58, 경민 : 어디서부터어디까찌올려주는거누
2021. 1. 21. 11:58, 경민 : ㅅㅂ렙개안올라
2021. 1. 21. 11:58, 경민 : 133임..
2021. 1. 21. 11:58, 원준오빠 : 동영상
2021. 1. 21. 11:58, 원준오빠 : 200까지누
2021. 1. 21. 11:58, 경민 : 지리누
2021. 1. 21. 11:58, 원준오빠 : 오늘은 냉장고에서 하루 말린
2021. 1. 21. 11:58, 원준오빠 : 고기를 구위볼거에요
2021. 1. 21. 11:58, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ액
2021. 1. 21. 11:58, 경민 : 고기머얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 11:59, 원준오빠 : 휴휴
2021. 1. 21. 12:02, abyss오재 : gmdk
2021. 1. 21. 12:02, abyss오재 : 흐아 122다
2021. 1. 21. 12:12, 경민 : 오재훈
2021. 1. 21. 12:12, 경민 : 메엠도잘하누
2021. 1. 21. 12:12, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 12:13, 부그뷰 : ㅅㅁㅅ
2021. 1. 21. 12:19, abyss오재 : ㅅㅁㅅ
2021. 1. 21. 12:19, abyss오재 : 메엠...ㄱ그냥켜놓는거지뭐
2021. 1. 21. 12:24, 빠충 : 아
2021. 1. 21. 12:24, 빠충 : 한시간 반 동안 회의 세개가
2021. 1. 21. 12:24, 빠충 : 말이냐
2021. 1. 21. 12:24, 빠충 : 왜그러는거냐
2021. 1. 21. 12:26, 정우 : 방구다
2021. 1. 21. 12:29, 원준오빠 : 동영상
2021. 1. 21. 12:30, 경민 : 조려버렷네;
2021. 1. 21. 12:37, 정우 : ㄹㅇ
2021. 1. 21. 12:37, 정우 : 점심부터잘먹네
2021. 1. 21. 12:37, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 12:42, abyss오재 : 오늘
2021. 1. 21. 12:42, abyss오재 : 라면개땡기는데
2021. 1. 21. 12:42, abyss오재 : 라면가능;;?
2021. 1. 21. 12:43, 경민 : ㄱㄴㄱㄴ
2021. 1. 21. 12:56, 원준오빠 : ㄱㄴㄱㄴ
2021. 1. 21. 12:56, abyss오재 : ㄱㅅㄱㅅ
2021. 1. 21. 12:56, abyss오재 : 다행히도 근데
2021. 1. 21. 12:56, abyss오재 : 옛날걸해준게아니라
2021. 1. 21. 12:56, abyss오재 : 옛날것까지 해준거였음
2021. 1. 21. 12:56, 원준오빠 : 스테이크 스킬 업 됨
2021. 1. 21. 12:56, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋ왜옛날꺼까지했지;
2021. 1. 21. 12:56, abyss오재 : 스테이크잘하누
2021. 1. 21. 12:56, 원준오빠 : 그쪽도 노예누
2021. 1. 21. 13:05, 정우 : 오 다행이네
2021. 1. 21. 13:07, abyss오재 : ㄹㅇ
2021. 1. 21. 13:07, abyss오재 : 다행
2021. 1. 21. 13:07, abyss오재 : 그쪽 노예 걱정
2021. 1. 21. 13:07, abyss오재 : 했다
2021. 1. 21. 13:08, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:08, 정우 : 역시
2021. 1. 21. 13:08, 정우 : 노예맘은 노예가 잘아누?
2021. 1. 21. 13:17, 재환오빠 : 사진
2021. 1. 21. 13:17, 재환오빠 : 담원 개지리네
2021. 1. 21. 13:17, 이석준 : 처음에 5등안에 정글만 5이었는데
2021. 1. 21. 13:17, 이석준 : 요새 지림
2021. 1. 21. 13:19, 재환오빠 : 저랭킹4등은 짱깨15살이라던데
2021. 1. 21. 13:19, 재환오빠 : ㄷㄷ
2021. 1. 21. 13:19, 이석준 : ㅁㅊ
2021. 1. 21. 13:20, 재환오빠 : 근데 뭐 잘못해서 영정당할예정이라함
2021. 1. 21. 13:20, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:20, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:20, 재환오빠 : ㅂㅇㄹ
2021. 1. 21. 13:20, 재환오빠 : ㅋㅋㅋㅋ
2021. 1. 21. 13:21, 이석준 : 정지당해서
2021. 1. 21. 13:21, 이석준 : 아이디 바뀐거라네
2021. 1. 21. 13:21, abyss오재 : 개웃기다
2021. 1. 21. 13:21, abyss오재 : 4위가 영정이라니
2021. 1. 21. 13:21, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:22, 원준오빠 : 역시
2021. 1. 21. 13:22, 원준오빠 : 짱믿거
2021. 1. 21. 13:22, 재환오빠 : 아 이미당했구나ㅋㅋㅋㅋ
2021. 1. 21. 13:22, 재환오빠 : 자객의발톱 케인쓰던데
2021. 1. 21. 13:22, 재환오빠 : 특이한놈
2021. 1. 21. 13:23, 이석준 : 어제 lck엔 우디르도 나왔는데 뭘
2021. 1. 21. 13:24, 경민 : 이석준
2021. 1. 21. 13:24, 경민 : 어제
2021. 1. 21. 13:24, 경민 : 나 자랭하는데
2021. 1. 21. 13:24, 경민 : 상대바텀 다이아만나서 개털림 ㅎㅎ
2021. 1. 21. 13:24, 이석준 : ㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:25, 이석준 : 그럴때 버티는 연습해보셈
2021. 1. 21. 13:25, 경민 : 아니
2021. 1. 21. 13:25, 경민 : 라인전은
2021. 1. 21. 13:25, 경민 : 이기고있었거든근데
2021. 1. 21. 13:25, 경민 : 갑자기미드가서
2021. 1. 21. 13:25, 경민 : 2킬먹고오더니
2021. 1. 21. 13:25, 경민 : 굴러가서짐
2021. 1. 21. 13:25, 재환오빠 : 어제우디르 지렸다던데 머임
2021. 1. 21. 13:25, 이석준 : 표식이
2021. 1. 21. 13:25, 이석준 : 우디르꺼냄
2021. 1. 21. 13:26, 재환오빠 : 화공탱크 정령의형상 가고일 우디르?
2021. 1. 21. 13:26, 재환오빠 : 뭐 개지렸다던데
2021. 1. 21. 13:26, 재환오빠 : ㅋㅋㅋㅋ
2021. 1. 21. 13:26, 이석준 : 망자의갑옷
2021. 1. 21. 13:26, 이석준 : 그냥
2021. 1. 21. 13:26, 이석준 : 존나 달려
2021. 1. 21. 13:26, 이석준 : 개무서움
2021. 1. 21. 13:26, 원준오빠 : 아니 근데 오야붕은 롤도하고 메이플도하고
2021. 1. 21. 13:26, 원준오빠 : 헤르미온느임?
2021. 1. 21. 13:26, 이석준 : 일도함
2021. 1. 21. 13:26, 원준오빠 : ㅅㅂㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:26, 원준오빠 : ㄹㅇ
2021. 1. 21. 13:26, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:26, 원준오빠 : 중간중간 메이플 때매 빡치기도 하고
2021. 1. 21. 13:27, 경민 : ㅅㅂ개웃겨
2021. 1. 21. 13:27, 경민 : 비유봐
2021. 1. 21. 13:27, 경민 : 요새그래서잠이부족해
2021. 1. 21. 13:27, 경민 : 오늘내일 245찍게
2021. 1. 21. 13:27, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:27, 경민 : ㅎㅎ
2021. 1. 21. 13:27, 원준오빠 : 잠 부족한 삶이 바람직한듯
2021. 1. 21. 13:27, 경민 : 롤은
2021. 1. 21. 13:27, 원준오빠 : 난 잠이 넘쳐
2021. 1. 21. 13:27, 경민 : 2~3시간함
2021. 1. 21. 13:27, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:27, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:27, 정우 : 이거ㄹㅇ
2021. 1. 21. 13:27, 이석준 : 3~4시간으로 늘리셈
2021. 1. 21. 13:27, 정우 : 개웃기다
2021. 1. 21. 13:27, 원준오빠 : 내가 메이플 하느 시간인데
2021. 1. 21. 13:27, 경민 : 메이플은
2021. 1. 21. 13:27, 경민 : 하루종일켜놓음
2021. 1. 21. 13:27, 경민 : 하든안하든
2021. 1. 21. 13:27, 경민 : ;
2021. 1. 21. 13:27, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:27, 경민 : 아니나근데
2021. 1. 21. 13:27, 경민 : 스공이제
2021. 1. 21. 13:27, 경민 : 천만넘어
2021. 1. 21. 13:27, 경민 : 개쎔;
2021. 1. 21. 13:27, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:27, 원준오빠 : 봤음
2021. 1. 21. 13:28, 원준오빠 : 개도랏
2021. 1. 21. 13:28, 원준오빠 : 나 196인가
2021. 1. 21. 13:28, 경민 : 더쎄지고싶어
2021. 1. 21. 13:28, 원준오빠 : 오오 나 어제
2021. 1. 21. 13:28, 원준오빠 : 신발 강환불 돌렸늗데
2021. 1. 21. 13:28, 원준오빠 : 130뜸
2021. 1. 21. 13:28, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:28, 경민 : ㅁㅊ?
2021. 1. 21. 13:28, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:28, 경민 : 개지린다
2021. 1. 21. 13:28, 경민 : ;;;
2021. 1. 21. 13:28, 경민 : 넥준
2021. 1. 21. 13:28, 원준오빠 : 올스탯 6에 럭 70
2021. 1. 21. 13:28, 원준오빠 : 개도랏
2021. 1. 21. 13:28, 경민 : 오빠그거
2021. 1. 21. 13:28, 경민 : 팔고
2021. 1. 21. 13:28, 경민 : 새로맞추자
2021. 1. 21. 13:28, 경민 : 어떰?
2021. 1. 21. 13:28, 원준오빠 : 아 근데
2021. 1. 21. 13:28, 원준오빠 : 카르마로 한거임
2021. 1. 21. 13:28, 경민 : ㅇㅇ아니
2021. 1. 21. 13:28, 경민 : 그니까
2021. 1. 21. 13:28, 경민 : 신던거
2021. 1. 21. 13:28, 경민 : 가위로
2021. 1. 21. 13:28, 경민 : 잘라서팔고
2021. 1. 21. 13:28, 경민 : 새신사자
2021. 1. 21. 13:28, 경민 : 130급이며졸라비쌀걸?
2021. 1. 21. 13:28, 원준오빠 : 옹 뭘로??
2021. 1. 21. 13:28, 원준오빠 : 아 그래??
2021. 1. 21. 13:28, 경민 : ㅇㅇ
2021. 1. 21. 13:28, 경민 : ㄱㄷ
2021. 1. 21. 13:28, 경민 : 보고옴
2021. 1. 21. 13:28, 원준오빠 : 그러까;;
2021. 1. 21. 13:28, abyss오재 : ㅁㅊ
2021. 1. 21. 13:28, abyss오재 : 스펙업혼자
2021. 1. 21. 13:28, abyss오재 : 개조리게하네!
2021. 1. 21. 13:28, 원준오빠 : ㅎㅎ
2021. 1. 21. 13:29, 원준오빠 : 200만 코앞이다'
2021. 1. 21. 13:29, abyss오재 : 난 메엠 124
2021. 1. 21. 13:29, abyss오재 : 임
2021. 1. 21. 13:29, 원준오빠 : ㅁㅊ
2021. 1. 21. 13:29, 경민 : ㅁㅊ;개빨러
2021. 1. 21. 13:29, 원준오빠 : 너 왜케 빠름?
2021. 1. 21. 13:29, 경민 : ㄹ이
2021. 1. 21. 13:29, abyss오재 : 몰라?
2021. 1. 21. 13:29, 경민 : ;;
2021. 1. 21. 13:29, 경민 : 니
2021. 1. 21. 13:29, 경민 : 안죽음?
2021. 1. 21. 13:29, 경민 : 난존나
2021. 1. 21. 13:29, abyss오재 : ㅇㅇ..
2021. 1. 21. 13:29, 원준오빠 : 126인데 나
2021. 1. 21. 13:29, 경민 : 지혼자계속
2021. 1. 21. 13:29, 경민 : 죽어
2021. 1. 21. 13:29, 경민 : ㅅㅂ
2021. 1. 21. 13:29, abyss오재 : 나개쎈듯
2021. 1. 21. 13:29, 원준오빠 : 따라잡히겠다
2021. 1. 21. 13:29, 경민 : 유니온전문이누;
2021. 1. 21. 13:29, abyss오재 : 나무기 120제 7성임
2021. 1. 21. 13:29, 원준오빠 : 나둔데
2021. 1. 21. 13:29, 원준오빠 : 스타포스 몇임?
2021. 1. 21. 13:29, 경민 : 생각보다얼마안하네
2021. 1. 21. 13:30, abyss오재 : 사진
2021. 1. 21. 13:30, abyss오재 : 이거 피버버프 받앗을때
2021. 1. 21. 13:30, abyss오재 : 치명확률피해 지리지
2021. 1. 21. 13:30, 원준오빠 : 오 수타포스 50이네
2021. 1. 21. 13:30, 원준오빠 : 나보다 높네
2021. 1. 21. 13:30, 경민 : 오빠
2021. 1. 21. 13:30, 경민 : 사진
2021. 1. 21. 13:30, 경민 : 이게
2021. 1. 21. 13:30, 경민 : 13억임
2021. 1. 21. 13:31, 원준오빠 : 나는
2021. 1. 21. 13:31, 원준오빠 : 추옵도
2021. 1. 21. 13:31, 원준오빠 : 럭9 올3 + 공10
2021. 1. 21. 13:31, 원준오빠 : 6작인가 그럴텐데
2021. 1. 21. 13:32, 경민 : ㅇㅇ그니까
2021. 1. 21. 13:32, 원준오빠 : 후,, 팔아야하나
2021. 1. 21. 13:32, abyss오재 : 그럼
2021. 1. 21. 13:32, 원준오빠 : 두근
2021. 1. 21. 13:32, abyss오재 : 형 지금 그거팔면
2021. 1. 21. 13:32, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:32, abyss오재 : 얼마짜린데?
2021. 1. 21. 13:32, abyss오재 : 30억?
2021. 1. 21. 13:32, 경민 : 정확히는몰겠는데무튼
2021. 1. 21. 13:32, 원준오빠 : 보고옴
2021. 1. 21. 13:32, 경민 : 130급이면
2021. 1. 21. 13:32, 경민 : 개지림
2021. 1. 21. 13:32, 경민 : 아니나패파
2021. 1. 21. 13:32, abyss오재 : 30억정도됨?
2021. 1. 21. 13:32, 경민 : 무기
2021. 1. 21. 13:32, 경민 : 스타포스11성인데나는
2021. 1. 21. 13:32, 경민 : ;
2021. 1. 21. 13:32, 경민 : 나왜계속죽냐구
2021. 1. 21. 13:33, abyss오재 : 띠용용;
2021. 1. 21. 13:33, 경민 : 개빡치는건
2021. 1. 21. 13:33, 경민 : 켜놓으면안죽고
2021. 1. 21. 13:33, 경민 : 끄면죽어
2021. 1. 21. 13:33, 경민 : 시바
2021. 1. 21. 13:35, 원준오빠 : 사진
2021. 1. 21. 13:35, 원준오빠 : 헤헤
2021. 1. 21. 13:35, abyss오재 : 질문
2021. 1. 21. 13:35, abyss오재 : 김경민
2021. 1. 21. 13:35, 경민 : ㄱㄱ
2021. 1. 21. 13:35, 경민 : 와 ㅅㅂ 개지려;
2021. 1. 21. 13:35, abyss오재 : 얼만데저거그럼
2021. 1. 21. 13:35, 경민 : 작이근데
2021. 1. 21. 13:35, abyss오재 : 얼마냐구!
2021. 1. 21. 13:35, 경민 : 70퍼작이네
2021. 1. 21. 13:35, 원준오빠 : 보고옴
2021. 1. 21. 13:35, 경민 : 30퍼작아니고
2021. 1. 21. 13:35, abyss오재 : 이노돌려야겟네
2021. 1. 21. 13:35, 원준오빠 : 엥 그러누?
2021. 1. 21. 13:35, 경민 : ㅇㅇ
2021. 1. 21. 13:35, 경민 : 계산하는법
2021. 1. 21. 13:35, 경민 : 알려줌
2021. 1. 21. 13:35, 원준오빠 : 누구한테 부탁했을텐데
2021. 1. 21. 13:36, 경민 : 럭이랑덱스 보며는
2021. 1. 21. 13:36, 경민 : 52-31하면
2021. 1. 21. 13:36, 경민 : 21이지
2021. 1. 21. 13:36, 원준오빠 : 야눗이 해준건기
2021. 1. 21. 13:36, 경민 : /7하면
2021. 1. 21. 13:36, 경민 : 3이네
2021. 1. 21. 13:36, 경민 : 30퍼작인가?
2021. 1. 21. 13:36, 경민 : ;;계산잘못햇나봄
2021. 1. 21. 13:36, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:36, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:36, 원준오빠 : ㅎㅋ
2021. 1. 21. 13:36, abyss오재 : 원준이형
2021. 1. 21. 13:36, abyss오재 : 서운할뻔했다
2021. 1. 21. 13:36, 경민 : 어나더'
2021. 1. 21. 13:36, 경민 : 아니다
2021. 1. 21. 13:36, 경민 : 70인거같은데?
2021. 1. 21. 13:36, 경민 : 사진
2021. 1. 21. 13:36, 경민 : 내신발보면
2021. 1. 21. 13:36, 경민 : 87-31하면
2021. 1. 21. 13:36, 경민 : 56이지
2021. 1. 21. 13:36, 경민 : /8하면
2021. 1. 21. 13:36, 경민 : 7이자나
2021. 1. 21. 13:37, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 21. 13:37, 원준오빠 : 맞네
2021. 1. 21. 13:37, 원준오빠 : ㅅㅎㅋㅎ
2021. 1. 21. 13:37, 경민 : 먼느낌인지알겟지
2021. 1. 21. 13:37, 경민 : ㅋㅎ;
2021. 1. 21. 13:37, 원준오빠 : 야눗이 70을 해줬구나
2021. 1. 21. 13:38, 원준오빠 : ㅎㅋㅎ
2021. 1. 21. 13:38, 경민 : 나일수도있자나
2021. 1. 21. 13:38, 경민 : ㅋㅎ;
2021. 1. 21. 13:38, 원준오빠 : 장갑해줬을껄
2021. 1. 21. 13:39, abyss오재 : 아
2021. 1. 21. 13:39, abyss오재 : 질문한다는거
2021. 1. 21. 13:39, 경민 : 어제장만한거누?
2021. 1. 21. 13:39, abyss오재 : 잠시다시해도됨?
2021. 1. 21. 13:39, 경민 : ㄱㄱ
2021. 1. 21. 13:39, 원준오빠 : 사진
2021. 1. 21. 13:39, 원준오빠 : 장갑도 봐주셈
2021. 1. 21. 13:39, 원준오빠 : ㅇㅇ
2021. 1. 21. 13:39, 경민 : 장갑은
2021. 1. 21. 13:39, abyss오재 : 형좀세네
2021. 1. 21. 13:39, 경민 : 무ㅓ지?이상한데
2021. 1. 21. 13:39, 경민 : 장갑
2021. 1. 21. 13:39, abyss오재 : 난 ㄹㅇ 개판인데
2021. 1. 21. 13:39, 경민 : 먼작이지저게?
2021. 1. 21. 13:39, abyss오재 : 안가고 싶은 이유 1. 회사가 중소느낌 난다. 2. 계약직으로 있다가 온 애를 안좋게 본다는 썰이 있다. 3. 가서 도움이 되는 일을 할 지 모르겠다.(취업에 도움이 될지 안될지 모르겠다)

가고 싶은 이유 1. 실제 차에 들어가는 제어기를 설계 또는 다뤄볼 수 있다. 2. 기업 프로젝트 해본경험이 부족했는데 프로젝트 경험을 쌓을 수 있다.

가야할까말아야할까?
2021. 1. 21. 13:40, abyss오재 : 얘는 한 6개월1년하다가
2021. 1. 21. 13:40, 경민 : 지금 계약직인데 정규직으로 간다는거임?
2021. 1. 21. 13:40, 원준오빠 : 플젝 경험이 곧 취업에 이득아니누>
2021. 1. 21. 13:40, abyss오재 : 대기업으로 이직하고싶어함
2021. 1. 21. 13:40, abyss오재 : 몰라저게먼말인지모르겟는데
2021. 1. 21. 13:41, abyss오재 : 중소에서 플젝한게 대기업으로 이직하는데 이득이됨?
2021. 1. 21. 13:41, abyss오재 : 난이거 모르겠거든;
2021. 1. 21. 13:41, 정우 : 이직은 모르겠고
2021. 1. 21. 13:41, 정우 : 신입으로 들어갈때
2021. 1. 21. 13:41, 경민 : 근데
2021. 1. 21. 13:41, 정우 : 입털수있겠지
2021. 1. 21. 13:41, 경민 : 신입으로들어가기힘들면
2021. 1. 21. 13:41, 경민 : 경력쌓아서
2021. 1. 21. 13:41, 경민 : 가는수밖에없지않누
2021. 1. 21. 13:41, 경민 : 중고신입으로
2021. 1. 21. 13:41, 정우 : 대기업 신입으로 다시입사한다는거아님?
2021. 1. 21. 13:41, 정우 : 6개월에서 1년이면
2021. 1. 21. 13:41, abyss오재 : 아하
2021. 1. 21. 13:41, 정우 : 경력도 안쳐주는데
2021. 1. 21. 13:41, abyss오재 : 그치
2021. 1. 21. 13:41, 원준오빠 : 확실한건 내 작들이 조졌다는거?
2021. 1. 21. 13:41, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅅㅂ;
2021. 1. 21. 13:41, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
