Talk_2021.8.24 13:11-70.txt
저장한 날짜 : 2021. 8. 24. 13:13



2020년 5월 27일 수요일
2020. 5. 27. 13:22, 빠충 : 니 뭐했는데 이래 물렸냐
2020. 5. 27. 21:14, 정우 : ㅠ
2020. 5. 27. 21:24, 원준오빠 : ㅠ
2020. 5. 27. 21:24, 원준오빠 : 개오바 ㅠ
2020. 5. 27. 21:24, 원준오빠 : 3시간 ㅠ
2020. 5. 27. 21:24, 원준오빠 : ㅇ오재 언제 집도착함!'?
2020. 5. 27. 21:25, (알 수 없음) : 저이제 출발하면
2020. 5. 27. 21:25, (알 수 없음) : 가서
2020. 5. 27. 21:25, (알 수 없음) : ㅂ똥싸면
2020. 5. 27. 21:25, (알 수 없음) : 10시?
2020. 5. 27. 21:26, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 21:26, 원준오빠 : ㅇㅋㅇㅋ
2020. 5. 27. 21:28, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 21:28, 정우 : 나도10시
2020. 5. 27. 21:28, 정우 : 열열시시
2020. 5. 27. 21:29, 정우 : ㅁㅊ방금 폰배터리
2020. 5. 27. 21:30, 정우 : 32퍼에서 29퍼로떨어짐
2020. 5. 27. 21:30, 정우 : ㅅㅂ
2020. 5. 27. 21:30, 정우 : 또 27로떨어짐
2020. 5. 27. 21:30, 정우 : 시바.........
2020. 5. 27. 21:30, 정우 : 바꿀때됐나보다 진짜
2020. 5. 27. 21:30, (알 수 없음) : z=ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 21:30, (알 수 없음) : 에스이갈아타갈아타
2020. 5. 27. 21:31, 정우 : ㄹㅇ.....알아봐야겠다
2020. 5. 27. 21:31, 정우 : 시벌
2020. 5. 27. 21:31, 정우 : 존나어이없네 진짜
2020. 5. 27. 21:31, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 21:31, 정우 : 아니 원래이정도는 아니었는데
2020. 5. 27. 21:31, 정우 : 오늘미쳤네
2020. 5. 27. 21:37, 원준오빠 : ㅎㅎ 웰컴
2020. 5. 27. 21:41, 원준오빠 : 오늘 오재 골드 가고
2020. 5. 27. 21:41, 원준오빠 : 난 골1 가자
2020. 5. 27. 21:41, 원준오빠 : 구주아아아아아아앙
2020. 5. 27. 21:42, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 21:42, 정우 : 가자ㅏㅏㅏㅏㅏㅏㅏㅏ
2020. 5. 27. 21:42, 정우 : 엥ㅅㅂ
2020. 5. 27. 21:42, 정우 : 배터리 20에서 1분만에
2020. 5. 27. 21:43, 정우 : 10됨
2020. 5. 27. 21:43, 정우 : ㅅㅂ?
2020. 5. 27. 21:43, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 21:43, 정우 : 아진짜 뒤졌네 폰
2020. 5. 27. 21:43, 정우 : ㅅㅂ
2020. 5. 27. 21:43, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 21:44, (알 수 없음) : ㅎㅎ
2020. 5. 27. 21:44, (알 수 없음) : 어나는박델휘이이인데
2020. 5. 27. 21:44, (알 수 없음) : 퉁전안하고잇엇네ㅠ
2020. 5. 27. 21:45, (알 수 없음) : 12시부터일한다
2020. 5. 27. 21:45, (알 수 없음) : 아니
2020. 5. 27. 21:45, (알 수 없음) : 전나어이업는게
2020. 5. 27. 21:45, (알 수 없음) : 오늘 집에서나려오면서
2020. 5. 27. 21:45, (알 수 없음) : 무선이어폰떨궈가지고
2020. 5. 27. 21:45, (알 수 없음) : 하나잃어버릴번하고
2020. 5. 27. 21:45, (알 수 없음) : 방금도귀만지다가또떨궛네
2020. 5. 27. 21:45, (알 수 없음) : 에어팟으로슬갈아타라는신호인가봐
2020. 5. 27. 21:46, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 21:46, 정우 : 전자기기샛기들이
2020. 5. 27. 21:46, 정우 : 미쳐날뛰네
2020. 5. 27. 21:46, 정우 : 으디으디
2020. 5. 27. 21:47, 정우 : 아
2020. 5. 27. 21:47, 정우 : 15분만
2020. 5. 27. 21:47, 정우 : 더버텨주라
2020. 5. 27. 21:47, 정우 : 음악만듣자
2020. 5. 27. 21:49, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 21:49, (알 수 없음) : 음악듣ㄱ해주라;
2020. 5. 27. 21:49, (알 수 없음) : 하아
2020. 5. 27. 21:49, (알 수 없음) : 아빠가
2020. 5. 27. 21:49, (알 수 없음) : 포도주랑스테이크만이가져놧대
2020. 5. 27. 21:49, (알 수 없음) : 개귤닥
2020. 5. 27. 21:49, (알 수 없음) : 이모티콘 
2020. 5. 27. 21:49, (알 수 없음) : 와파한다
2020. 5. 27. 21:50, 정우 : ㅠ
2020. 5. 27. 21:50, 정우 : 부럽다
2020. 5. 27. 21:51, 원준오빠 : 대박
2020. 5. 27. 21:51, 원준오빠 : 포도주 스테이크
2020. 5. 27. 21:51, 원준오빠 : 대박
2020. 5. 27. 21:52, 정우 : 부산가야먹냐
2020. 5. 27. 21:52, 이석준 : 볼빵이 볼빵빵 되겠누
2020. 5. 27. 21:54, 부그뷰 : 빵빵빵빵볼빵빵
2020. 5. 27. 21:57, 빠충 : 이렇게 쓰니까 되게 홀리하네
2020. 5. 27. 21:57, 빠충 : 와인이 아니고
2020. 5. 27. 21:57, 빠충 : 포도주
2020. 5. 27. 21:57, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 21:58, (알 수 없음) : 아니
2020. 5. 27. 21:58, (알 수 없음) : 아빠가가져다쥬겟지
2020. 5. 27. 21:58, (알 수 없음) : 유월에
2020. 5. 27. 21:59, (알 수 없음) : 나도부산갓다가
2020. 5. 27. 21:59, (알 수 없음) : 아빠엄마올대
2020. 5. 27. 21:59, (알 수 없음) : 가져오갯지모
2020. 5. 27. 21:59, 정우 : ㅇㅎ
2020. 5. 27. 21:59, 정우 : 아
2020. 5. 27. 21:59, (알 수 없음) : 앟
2020. 5. 27. 21:59, 정우 : 내린다
2020. 5. 27. 21:59, (알 수 없음) : 나도집도착
2020. 5. 27. 21:59, (알 수 없음) : 이분전
2020. 5. 27. 21:59, 정우 : 아직더10퍼다
2020. 5. 27. 21:59, 정우 : 살아있다
2020. 5. 27. 21:59, (알 수 없음) : 똥안싸도될거같음원브
2020. 5. 27. 21:59, (알 수 없음) : 정신없이슬리퍼신고집왓네;;
2020. 5. 27. 22:01, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 22:01, (알 수 없음) : 집더러워지니까
2020. 5. 27. 22:01, (알 수 없음) : 동미 청소못시켜서
2020. 5. 27. 22:01, (알 수 없음) : 같이 휴식중임
2020. 5. 27. 22:02, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그러네 성찬예식인중
2020. 5. 27. 22:02, 원준오빠 : 호엥
2020. 5. 27. 22:02, 원준오빠 : 동미 왜
2020. 5. 27. 22:03, 원준오빠 : 일안하누
2020. 5. 27. 22:03, (알 수 없음) : 내가치워줘야
2020. 5. 27. 22:03, (알 수 없음) : 자유롭게
2020. 5. 27. 22:03, (알 수 없음) : 돌아다닐수있누
2020. 5. 27. 22:03, 원준오빠 : ㅇㅎ
2020. 5. 27. 22:03, 원준오빠 : 언제 ㄷㅈ함
2020. 5. 27. 22:03, (알 수 없음) : 안들어동고
2020. 5. 27. 22:03, (알 수 없음) : 모하누?;;
2020. 5. 27. 22:03, (알 수 없음) : 나
2020. 5. 27. 22:03, (알 수 없음) : 대기하고있따누
2020. 5. 27. 22:03, 원준오빠 : ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅈㅅㅈㅅ
2020. 5. 27. 22:04, (알 수 없음) : 실망시키지마라누
2020. 5. 27. 22:04, 원준오빠 : ㅎㅎ; ㅈㅅㅅ
2020. 5. 27. 22:05, 원준오빠 : 친구 안보인다누
2020. 5. 27. 22:05, 원준오빠 : 다시간다눕
2020. 5. 27. 22:05, (알 수 없음) : ㅇㅋㅇㅋ
2020. 5. 27. 22:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 22:12, (알 수 없음) : 흠뭔가
2020. 5. 27. 22:12, (알 수 없음) : ㅡ음
2020. 5. 27. 22:12, (알 수 없음) : 졸리다
2020. 5. 27. 22:12, (알 수 없음) : 버티겟어
2020. 5. 27. 22:12, 이석준 : 그러다 쓰러지는거 아니냐
2020. 5. 27. 22:13, (알 수 없음) : 박사가
2020. 5. 27. 22:13, (알 수 없음) : 쓰러질시간이어딧냐
2020. 5. 27. 22:13, (알 수 없음) : ;;사치
2020. 5. 27. 22:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 22:17, 정우 : 존멋;;;;;;
2020. 5. 27. 22:19, 경민 : 사진
2020. 5. 27. 22:19, 경민 : ㅁㅊ
2020. 5. 27. 22:19, 경민 : 쯔양
2020. 5. 27. 22:19, 경민 : 개많이먹어
2020. 5. 27. 22:22, 원준오빠 : 오재
2020. 5. 27. 22:22, 원준오빠 : 넌 몰랐겠지만
2020. 5. 27. 22:22, 원준오빠 : 너가 시작하자마자ㅜ니코니코니 한거에
2020. 5. 27. 22:22, (알 수 없음) : 응
2020. 5. 27. 22:22, 원준오빠 : 손흥민이가 욕해서
2020. 5. 27. 22:22, 정우 : 맛있겠다
2020. 5. 27. 22:23, 원준오빠 : 사람들이
2020. 5. 27. 22:23, 원준오빠 : 다 쟤 까고
2020. 5. 27. 22:23, (알 수 없음) : 응
2020. 5. 27. 22:23, (알 수 없음) : 나쁜사람이네왜욕해
2020. 5. 27. 22:23, 원준오빠 : 한바탕 한 상태임
2020. 5. 27. 22:23, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 22:23, 정우 : 누가 흥민이형 이름달고 욕해
2020. 5. 27. 22:23, 정우 : ㅠ
2020. 5. 27. 22:23, 원준오빠 : 난 이미 걔차단박음
2020. 5. 27. 22:23, 원준오빠 : 그니까
2020. 5. 27. 22:23, 원준오빠 : 손흥민 이름 ㅡㅡ
2020. 5. 27. 22:23, 정우 : 어이없누!
2020. 5. 27. 22:23, 정우 : 아 장조림 존나맛있다
2020. 5. 27. 22:23, 정우 : 똑같은 한식인데
2020. 5. 27. 22:23, 정우 : 엄마밥이 최고다 역시
2020. 5. 27. 22:23, 원준오빠 : 크
2020. 5. 27. 22:24, 원준오빠 : 지금 밥먹??
2020. 5. 27. 22:24, (알 수 없음) : 나쁜사람왜욕해ㅏㅡ
2020. 5. 27. 22:24, 원준오빠 : 쌉고생하네 ㅠ진짜
2020. 5. 27. 22:24, (알 수 없음) : 흥민이어이업너
2020. 5. 27. 22:24, (알 수 없음) : 하쉬
2020. 5. 27. 22:24, 정우 : ㅇㅇ밥다먹음 이제
2020. 5. 27. 22:24, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 22:24, 원준오빠 : 굿굿
2020. 5. 27. 22:24, 정우 : 일요일부터 개놀거야ㅡㅡ
2020. 5. 27. 22:24, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 22:24, 원준오빠 : ㅋㅋㅋㅋㅋㅋ귯
2020. 5. 27. 22:24, 원준오빠 : 파리파리
2020. 5. 27. 22:27, (알 수 없음) : 고민하다망함
2020. 5. 27. 22:27, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 22:27, 원준오빠 : 아직 안망함!
2020. 5. 27. 22:27, 원준오빠 : 케일 기절만 안하면 다이기겠구만
2020. 5. 27. 22:33, (알 수 없음) : 호엥우리일이등
2020. 5. 27. 22:34, 원준오빠 : 오대 떡상 취미네
2020. 5. 27. 22:34, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 22:34, 정우 : 잘하누
2020. 5. 27. 22:37, (알 수 없음) : ㅎ
2020. 5. 27. 22:37, (알 수 없음) : 육등이누
2020. 5. 27. 22:37, (알 수 없음) : 후반부
2020. 5. 27. 22:38, (알 수 없음) : 하필메카잠입을만나네
2020. 5. 27. 22:38, (알 수 없음) : 일등에서육뜽까지
2020. 5. 27. 22:38, (알 수 없음) : 한번도못이기고떨어져삳뉴
2020. 5. 27. 22:38, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 22:38, (알 수 없음) : ㅅㅂ
2020. 5. 27. 22:38, (알 수 없음) : 추락세가나같네
2020. 5. 27. 22:39, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 22:39, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 22:39, 원준오빠 : 중력 오지누
2020. 5. 27. 22:40, 원준오빠 : ㅁㅊ
2020. 5. 27. 22:40, 원준오빠 : 잘못눌러서
2020. 5. 27. 22:40, 원준오빠 : 거절뉴름
2020. 5. 27. 22:41, 원준오빠 : 개커
2020. 5. 27. 22:43, 원준오빠 : 나 또 해적 가라고 등떠미네
2020. 5. 27. 22:45, (알 수 없음) : 시간잘간다
2020. 5. 27. 22:45, (알 수 없음) : 게임하면진짜
2020. 5. 27. 22:45, (알 수 없음) : 이거두번째판인가
2020. 5. 27. 22:46, 원준오빠 : ㅇㅇ,,
2020. 5. 27. 22:46, 원준오빠 : 전다,,
2020. 5. 27. 22:46, (알 수 없음) : 왜절어
2020. 5. 27. 22:48, (알 수 없음) : 직스왜케많아이벙에
2020. 5. 27. 22:48, (알 수 없음) : 호앵
2020. 5. 27. 22:58, 원준오빠 : ㅁㅊ
2020. 5. 27. 22:58, 원준오빠 : 오재 적폐야 이번ㅇ?
2020. 5. 27. 22:58, 원준오빠 : 에
2020. 5. 27. 22:58, 원준오빠 : 개쎄
2020. 5. 27. 22:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅁㅊ
2020. 5. 27. 22:59, 정우 : 적폐
2020. 5. 27. 22:59, 정우 : 개웃기다
2020. 5. 27. 23:08, (알 수 없음) : 나약한데ㅠ
2020. 5. 27. 23:08, 빠충 : 인간은 나약해
2020. 5. 27. 23:09, 정우 : 나약한인간
2020. 5. 27. 23:10, 원준오빠 : ㅁㅊ 나 서풍 3개
2020. 5. 27. 23:10, (알 수 없음) : ㅁㅊ
2020. 5. 27. 23:10, (알 수 없음) : 도랏다
2020. 5. 27. 23:11, 정우 : 크
2020. 5. 27. 23:11, 정우 : 거의뭐 서풍이아니라
2020. 5. 27. 23:11, 정우 : 선풍기수준이겠네
2020. 5. 27. 23:12, (알 수 없음) : 일등개쎄용
2020. 5. 27. 23:17, (알 수 없음) : 하
2020. 5. 27. 23:17, (알 수 없음) : 일등너무넘사다
2020. 5. 27. 23:17, 원준오빠 : 윸쉬
2020. 5. 27. 23:17, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ같ㅇ죽엇네
2020. 5. 27. 23:17, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 23:17, 원준오빠 : 막판ㄱ
2020. 5. 27. 23:17, (알 수 없음) : ㄱ망판
2020. 5. 27. 23:17, (알 수 없음) : 다니막판
2020. 5. 27. 23:17, (알 수 없음) : 막판
2020. 5. 27. 23:17, 원준오빠 : 골1 못갈수도 일겠는ㄷ?ㅣ
2020. 5. 27. 23:18, (알 수 없음) : 나듀
2020. 5. 27. 23:18, (알 수 없음) : 하고샤워하고잠깨야징
2020. 5. 27. 23:19, 원준오빠 : 또니콘?
2020. 5. 27. 23:19, 원준오빠 : 또니코네
2020. 5. 27. 23:19, (알 수 없음) : 니코니코니코니코니
2020. 5. 27. 23:19, (알 수 없음) : 판이네
2020. 5. 27. 23:19, (알 수 없음) : 오늘
2020. 5. 27. 23:19, (알 수 없음) : 킹삐함가고
2020. 5. 27. 23:19, (알 수 없음) : 마무리해야겟다
2020. 5. 27. 23:19, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 23:19, 원준오빠 : 굿
2020. 5. 27. 23:21, 원준오빠 : 나도 킹삐나옴;
2020. 5. 27. 23:21, (알 수 없음) : 올
2020. 5. 27. 23:29, (알 수 없음) : 와벌써목욜이야
2020. 5. 27. 23:29, (알 수 없음) : 신난다시간진짜미쳣다
2020. 5. 27. 23:30, 원준오빠 : 그러네 미친
2020. 5. 27. 23:30, 원준오빠 : 목욜이라니
2020. 5. 27. 23:30, (알 수 없음) : 랜턴미텻네
2020. 5. 27. 23:30, (알 수 없음) : 나이런식으로햇는대꼴찌가아니내
2020. 5. 27. 23:30, 원준오빠 : 랜턴?
2020. 5. 27. 23:30, (알 수 없음) : ㅇㅇ
2020. 5. 27. 23:30, 원준오빠 : 모야그겝
2020. 5. 27. 23:31, (알 수 없음) : 저기잘하규잇는애
2020. 5. 27. 23:31, (알 수 없음) : 킹ㅃ는킹삐가되지못하는사실이너무마음아프다
2020. 5. 27. 23:31, 원준오빠 : 아 애ㅜ이름이구나
2020. 5. 27. 23:31, 원준오빠 : 킹삐 나 하난데
2020. 5. 27. 23:31, 경민 : 케밥덱
2020. 5. 27. 23:31, 원준오빠 : 너ㅜ왜케ㅜ안나오냡
2020. 5. 27. 23:31, 경민 : 개꿀이다;
2020. 5. 27. 23:31, 경민 : 이거하셈
2020. 5. 27. 23:32, 원준오빠 : 케일
2020. 5. 27. 23:32, 원준오빠 : 밥딜런
2020. 5. 27. 23:32, (알 수 없음) : 밥딜런
2020. 5. 27. 23:32, (알 수 없음) : 뛰리따랏두~
2020. 5. 27. 23:32, (알 수 없음) : 형나보셈
2020. 5. 27. 23:32, (알 수 없음) : 신박함
2020. 5. 27. 23:32, (알 수 없음) : ㅎㅎ...
2020. 5. 27. 23:33, (알 수 없음) : 오공이...
2020. 5. 27. 23:33, 원준오빠 : 랜턴 세네
2020. 5. 27. 23:33, (알 수 없음) : 별수호자라면,,,
2020. 5. 27. 23:33, 원준오빠 : 오
2020. 5. 27. 23:33, 원준오빠 : ㅁㅊ
2020. 5. 27. 23:33, 원준오빠 : 무한회전인가
2020. 5. 27. 23:33, 원준오빠 : 머렐필수네
2020. 5. 27. 23:34, 원준오빠 : 대빡
2020. 5. 27. 23:34, 원준오빠 : 오재 새러운 패러다임 어픈한듯
2020. 5. 27. 23:34, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 23:34, 정우 : 개척하네 이제
2020. 5. 27. 23:35, (알 수 없음) : 게임은원랴
2020. 5. 27. 23:35, (알 수 없음) : 즐기며하는법
2020. 5. 27. 23:37, 정우 : ㅇㅈㅇㅈ
2020. 5. 27. 23:38, (알 수 없음) : 삼성이네개네
2020. 5. 27. 23:38, (알 수 없음) : 세갠가
2020. 5. 27. 23:38, (알 수 없음) : 호웃
2020. 5. 27. 23:38, 정우 : 아 나는
2020. 5. 27. 23:38, 정우 : 누워본다
2020. 5. 27. 23:38, 정우 : 오늘은 6시간 자고싶으니까
2020. 5. 27. 23:39, 정우 : 도전해봄
2020. 5. 27. 23:39, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 23:39, (알 수 없음) : 내 오공
2020. 5. 27. 23:40, (알 수 없음) : 미친 조합을봐줘
2020. 5. 27. 23:40, (알 수 없음) : 미친애같아
2020. 5. 27. 23:43, 경민 : ㅅㅂ
2020. 5. 27. 23:43, 경민 : 4신비넣었는데
2020. 5. 27. 23:43, 경민 : 갱플 6마리한테짐
2020. 5. 27. 23:43, 경민 : 개아파';
2020. 5. 27. 23:47, 원준오빠 : ㄹㅇ 오공
2020. 5. 27. 23:47, 원준오빠 : 계속 돌아
2020. 5. 27. 23:47, (알 수 없음) : 아 미틴
2020. 5. 27. 23:47, (알 수 없음) : 니코잇던거까먹음
2020. 5. 27. 23:48, (알 수 없음) : 싴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ니코잇던걸
2020. 5. 27. 23:48, (알 수 없음) : 까먹엇다니
2020. 5. 27. 23:48, 원준오빠 : ㅎ,,,
2020. 5. 27. 23:48, (알 수 없음) : 미첫닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 23:48, (알 수 없음) : ㅎㅎ
2020. 5. 27. 23:48, (알 수 없음) : 육등
2020. 5. 27. 23:48, (알 수 없음) : 골드는오늘도가지못하엿습니다
2020. 5. 27. 23:48, 원준오빠 : 힝구
2020. 5. 27. 23:48, (알 수 없음) : 이모티콘 
2020. 5. 27. 23:49, (알 수 없음) : 휭구
2020. 5. 27. 23:50, 원준오빠 : 오
2020. 5. 27. 23:50, 원준오빠 : 4등
2020. 5. 27. 23:50, (알 수 없음) : 고늘둘다개망👌
2020. 5. 27. 23:50, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 23:50, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 27. 23:50, 원준오빠 : 난 그래도
2020. 5. 27. 23:50, (알 수 없음) : 저난가요옹
2020. 5. 27. 23:50, 원준오빠 : ㅁㅊ
2020. 5. 27. 23:50, 원준오빠 : 1포인트 상승
2020. 5. 27. 23:50, 원준오빠 : 오재 샤위 잘하셈
2020. 5. 27. 23:51, (알 수 없음) : 이모티콘 
2020. 5. 27. 23:51, 원준오빠 : 배거프네
2020. 5. 27. 23:52, 부그뷰 : 쫙뽁기머금
2020. 5. 27. 23:55, (알 수 없음) : 쫙복기가뭐양
2020. 5. 27. 23:57, (알 수 없음) : 교수님;;;;;;;;;이수정해줬더니
2020. 5. 27. 23:57, (알 수 없음) : 그래머리가
2020. 5. 27. 23:57, (알 수 없음) : 영어점수매기는거
2020. 5. 27. 23:57, (알 수 없음) : 99점나옴;
2020. 5. 27. 23:57, (알 수 없음) : ;;;;;;;ㅅㅂ;;;
2020. 5. 27. 23:57, (알 수 없음) : 영어도잘하네
2020. 5. 27. 23:57, (알 수 없음) : 잘하지;;
2020. 5. 27. 23:59, 원준오빠 : ㅁㅊ
2020. 5. 27. 23:59, 원준오빠 : 외국인보다ㅜ잘하세넵
2020. 5. 27. 23:59, 원준오빠 : 겨수님 못하는데 모야
2020. 5. 27. 23:59, 원준오빠 : ㄷㄷㄷㅈ도 잘하싱듯

2020년 5월 28일 목요일
2020. 5. 28. 00:01, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 28. 00:01, (알 수 없음) : 머리속에서
2020. 5. 28. 00:01, (알 수 없음) : 다계산할듯;
2020. 5. 28. 00:01, (알 수 없음) : ㅠ;
2020. 5. 28. 00:01, (알 수 없음) : 봑취네
2020. 5. 28. 00:34, (알 수 없음) : 야호
2020. 5. 28. 00:34, (알 수 없음) : 꿀샤워
2020. 5. 28. 00:35, 경민 : 샵검색: #마켓컬리 코로나
2020. 5. 28. 00:35, 경민 : ㅎㅇ
2020. 5. 28. 00:38, (알 수 없음) : ㅇ와우;
2020. 5. 28. 00:38, (알 수 없음) : 저거땜에쩐다그랫는데저기가문제생기면
2020. 5. 28. 00:38, (알 수 없음) : 어떻게될까이제
2020. 5. 28. 01:12, (알 수 없음) : 일어놔!!!!!!!!
2020. 5. 28. 01:12, (알 수 없음) : 눈뜰시간이오ㅑ오아
2020. 5. 28. 02:06, (알 수 없음) : 음성인식으로 타이핑 할수있는 프로그램 아쉬는분;;;:?!
2020. 5. 28. 02:31, 빠충 : 시리
2020. 5. 28. 02:34, (알 수 없음) : 오홍
2020. 5. 28. 02:34, (알 수 없음) : 그냥메모장에서도되네 맥쓰면
2020. 5. 28. 02:34, (알 수 없음) : 내일 집에서 말하면서 대본써야겟다;
2020. 5. 28. 02:51, (알 수 없음) : 시발
2020. 5. 28. 02:51, (알 수 없음) : 대본쓰기싫어서 음성인식쓰려고 했는데
2020. 5. 28. 02:51, (알 수 없음) : 내영어발음을 인식못하네 ^^
2020. 5. 28. 02:51, (알 수 없음) : ㅎ;;;시박
2020. 5. 28. 02:51, (알 수 없음) : ㅠ
2020. 5. 28. 02:58, (알 수 없음) : 하씨발기분나빠
2020. 5. 28. 02:58, (알 수 없음) : averaging 말하는데 계속 everything으로 적네
2020. 5. 28. 02:58, (알 수 없음) : 근데 영어발음 들려주면 잘적어 ㅠ
2020. 5. 28. 02:59, (알 수 없음) : dㅏ시바;;ㄹ
2020. 5. 28. 03:53, (알 수 없음) : 오늘도눼시
2020. 5. 28. 03:53, (알 수 없음) : 이모티콘 
2020. 5. 28. 06:05, 정우 : 어후
2020. 5. 28. 07:01, 정우 : ㅎㅇㅎㅇ
2020. 5. 28. 07:01, (알 수 없음) : ㅎㅇ
2020. 5. 28. 07:02, 정우 : 이야진짜
2020. 5. 28. 07:02, 정우 : 니존나안자네
2020. 5. 28. 07:49, (알 수 없음) : ㅗ
2020. 5. 28. 07:49, (알 수 없음) : ㅠ
2020. 5. 28. 07:49, (알 수 없음) : 다시좀
2020. 5. 28. 07:49, (알 수 없음) : 다고옴👌
2020. 5. 28. 07:51, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 28. 07:51, 정우 : ㅇㅈㅇㅈ
2020. 5. 28. 08:05, (알 수 없음) : ㅎㅇ
2020. 5. 28. 08:05, (알 수 없음) : 좀자고왓암
2020. 5. 28. 08:10, 원준오빠 : ㅁㅊ
2020. 5. 28. 08:10, 원준오빠 : 4시간잠,,
2020. 5. 28. 08:10, 원준오빠 : ?
2020. 5. 28. 08:10, 원준오빠 : 낮에 활동은 잘 됨..?
2020. 5. 28. 08:12, 부그뷰 : ㅇㅎㅎㅇ
2020. 5. 28. 08:13, 정우 : ;;;;;
