Talk_2021.8.24 13:11-67.txt
저장한 날짜 : 2021. 8. 24. 13:13



2020년 4월 22일 수요일
2020. 4. 22. 21:13, 이석준 : 2년계약...
2020. 4. 22. 22:48, (알 수 없음) : 넘우하네,,,,;
2020. 4. 22. 22:49, 원준오빠 : 사진
2020. 4. 22. 22:49, 원준오빠 : 체험쿠폰 숙소쿠폰으로 나뉨
2020. 4. 22. 22:49, 정우 : 신기하네
2020. 4. 22. 22:50, (알 수 없음) : ㅡㅡ.ㅡ;;;;;
2020. 4. 22. 22:50, (알 수 없음) : 개패고싶네
2020. 4. 22. 22:50, (알 수 없음) : 20년12월달에쓰자
2020. 4. 22. 22:51, 원준오빠 : ㅇㅋㅇㅋ
2020. 4. 22. 22:51, 원준오빠 : 금욜은 글머 어캄
2020. 4. 22. 22:51, (알 수 없음) : 모르겟어,,
2020. 4. 22. 22:51, (알 수 없음) : 어칼까
2020. 4. 22. 22:51, 원준오빠 : 이석준네는 텐션에 부적합한듯
2020. 4. 22. 22:51, (알 수 없음) : 이석준네가면
2020. 4. 22. 22:51, (알 수 없음) : 문자바로옴
2020. 4. 22. 22:51, (알 수 없음) : 지금텐션
2020. 4. 22. 22:51, (알 수 없음) : 이거가라앉혀야함
2020. 4. 22. 22:52, (알 수 없음) : 벌써 가라앉힐생각하니
2020. 4. 22. 22:52, (알 수 없음) : 벌써빢침
2020. 4. 22. 22:52, (알 수 없음) : 집더보고옴
2020. 4. 22. 22:52, 원준오빠 : ㅇㅋㅇㅋ
2020. 4. 22. 22:52, 원준오빠 : 난 12시에 돌아옴
2020. 4. 22. 22:53, (알 수 없음) : 넵
2020. 4. 22. 23:26, 정우 : 아이
2020. 4. 22. 23:26, 정우 : 공부하면서 운동하니까
2020. 4. 22. 23:26, 정우 : 둘다 효율 쓰레기네
2020. 4. 22. 23:26, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 22. 23:27, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ공부하면서
2020. 4. 22. 23:27, (알 수 없음) : 운동어케해 ㅅㅂ;
2020. 4. 22. 23:27, 이석준 : 그럼
2020. 4. 22. 23:28, 이석준 : 운동하면서
2020. 4. 22. 23:28, 이석준 : 공부하셈
2020. 4. 22. 23:28, (알 수 없음) : 굿아이디어인가
2020. 4. 22. 23:28, (알 수 없음) : 헷갈리네
2020. 4. 22. 23:28, 정우 : 인터섹션 똑같아서
2020. 4. 22. 23:28, 정우 : 결과 똑같을듯
2020. 4. 22. 23:28, 정우 : 노트북에 문제켜놓고
2020. 4. 22. 23:28, 정우 : 스쿼트하면서 문제쳐다보는거지 ㅜ머
2020. 4. 22. 23:28, 정우 : 그래서 생각나면 한세트끝나고 몇줄치고
2020. 4. 22. 23:28, 이석준 : 매트릭스라 AB 랑 BA랑 다름
2020. 4. 22. 23:28, 정우 : ㅅㅂ
2020. 4. 22. 23:29, 정우 : 이건
2020. 4. 22. 23:29, 정우 : 곱이아니야
2020. 4. 22. 23:29, (알 수 없음) : 둘이싸워라
2020. 4. 22. 23:29, 정우 : 내가
2020. 4. 22. 23:29, 정우 : 이겨야본전
2020. 4. 22. 23:29, 정우 : 아니냐?
2020. 4. 22. 23:29, 정우 : 안합니다
2020. 4. 22. 23:29, 정우 : ㅅㄱ
2020. 4. 22. 23:29, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 22. 23:29, 정우 : 수학과;;;;자존심 지켜준다
2020. 4. 22. 23:32, 정우 : 아 힘들어
2020. 4. 22. 23:32, 정우 : 맥주먹고싶은데
2020. 4. 22. 23:32, 정우 : 참아야겠지
2020. 4. 22. 23:32, 정우 : ?
2020. 4. 22. 23:32, 정우 : 이런말하면 분명히 오재훈이
2020. 4. 22. 23:32, 정우 : ㄱ
2020. 4. 22. 23:32, 정우 : 라고하겠지
2020. 4. 22. 23:32, 정우 : ?
2020. 4. 22. 23:37, (알 수 없음) : 개고
2020. 4. 22. 23:37, (알 수 없음) : 먹는중
2020. 4. 22. 23:38, 정우 : ?
2020. 4. 22. 23:38, 정우 : 니 먹는중
2020. 4. 22. 23:38, 정우 : ?
2020. 4. 22. 23:39, 정우 : 그렇다면 또;;;;
2020. 4. 22. 23:39, 정우 : 안마실수없지
2020. 4. 22. 23:39, 정우 : 딱한캔만함
2020. 4. 22. 23:43, (알 수 없음) : ddd
2020. 4. 22. 23:43, (알 수 없음) : 칼스버그먹는즁
2020. 4. 22. 23:43, 정우 : 나는
2020. 4. 22. 23:43, 정우 : 에델바이스
2020. 4. 22. 23:44, 정우 : 이거마실동안만
2020. 4. 22. 23:44, 정우 : 다른사람 문제풀어보고
2020. 4. 22. 23:44, 정우 : 소화되면 바로누움
2020. 4. 22. 23:44, 정우 : 진짜;;;;고3때이후로
2020. 4. 22. 23:44, 정우 : 가장열심히 공부하고있다
2020. 4. 22. 23:44, 정우 : 아니 고3때도 이렇게는안한듯
2020. 4. 22. 23:44, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 22. 23:49, (알 수 없음) : 훌륭해
2020. 4. 22. 23:49, 정우 : 대학다닐때 이렇게살았으면
2020. 4. 22. 23:49, 정우 : 취직했겠다
2020. 4. 22. 23:49, 정우 : 정우야............
2020. 4. 22. 23:49, 정우 : 으유으유
2020. 4. 22. 23:57, 원준오빠 : 오재 방 머머 봄
2020. 4. 22. 23:57, 원준오빠 : 돌아옴
2020. 4. 22. 23:57, 부그뷰 : 머머볼
2020. 4. 22. 23:57, 정우 : 탱탱볼
2020. 4. 22. 23:58, 부그뷰 : 샵검색: #술탄오브더디스코 탱탱볼
2020. 4. 22. 23:58, 정우 : 맥주존맛
2020. 4. 22. 23:58, 원준오빠 : 미러볼
2020. 4. 22. 23:58, 부그뷰 : 나 필라잇
2020. 4. 22. 23:58, 정우 : 하이볼
2020. 4. 22. 23:58, 부그뷰 : 두캔 깜
2020. 4. 22. 23:58, 정우 : ㅊㅋㅊㅋ
2020. 4. 22. 23:58, 원준오빠 : 성필이
2020. 4. 22. 23:58, 부그뷰 : ㄱㅅㄱㅅ
2020. 4. 22. 23:58, 원준오빠 : 까지마
2020. 4. 22. 23:58, 원준오빠 : ㅜ
2020. 4. 22. 23:58, 부그뷰 : 저번에 전화함
2020. 4. 22. 23:58, 정우 : 두캔이나 깠대
2020. 4. 22. 23:58, 정우 : ㅠ
2020. 4. 22. 23:58, 부그뷰 : 까야제맛><
2020. 4. 22. 23:58, 정우 : 아이
2020. 4. 22. 23:58, 원준오빠 : 캡
2020. 4. 22. 23:58, 정우 : 뭐야
2020. 4. 22. 23:58, 원준오빠 : 쳐
2020. 4. 22. 23:58, 부그뷰 : 송파구 놀러오라는데
2020. 4. 22. 23:58, 정우 : 졸귀자나
2020. 4. 22. 23:58, 정우 : 엥
2020. 4. 22. 23:59, 정우 : 성필이형
2020. 4. 22. 23:59, 정우 : 송파구에 계심?
2020. 4. 22. 23:59, 부그뷰 : 이사했대
2020. 4. 22. 23:59, 부그뷰 : ㅇㅇ
2020. 4. 22. 23:59, 정우 : ㅇㅎ
2020. 4. 22. 23:59, 정우 : ㅁㅊ
2020. 4. 22. 23:59, 정우 : 나교육장
2020. 4. 22. 23:59, 정우 : 송파군데
2020. 4. 22. 23:59, 원준오빠 : 오
2020. 4. 22. 23:59, 원준오빠 : 그러게
2020. 4. 22. 23:59, 부그뷰 : 석촌호수로 오라는데
2020. 4. 22. 23:59, 원준오빠 : 저녁 각이네
2020. 4. 22. 23:59, 원준오빠 : 거기서
2020. 4. 22. 23:59, 원준오빠 : 담글라고
2020. 4. 22. 23:59, 원준오빠 : 석촌호수물에 퐁당
2020. 4. 22. 23:59, 정우 : 석촌호수
2020. 4. 22. 23:59, 정우 : 존나가까움
2020. 4. 22. 23:59, 정우 : 경보형 담에 와
2020. 4. 22. 23:59, 정우 : 나도불러줘
2020. 4. 22. 23:59, 원준오빠 : 나동

2020년 4월 23일 목요일
2020. 4. 23. 00:00, 정우 : 갞ㄹ
2020. 4. 23. 00:00, 정우 : 개꿀
2020. 4. 23. 00:00, 정우 : 목요일ㅎㅇ
2020. 4. 23. 00:00, 원준오빠 : ㅎㅇ
2020. 4. 23. 00:00, 원준오빠 : 슬의생
2020. 4. 23. 00:00, 원준오빠 : 하는날이네
2020. 4. 23. 00:00, 원준오빠 : 벌써 시바
2020. 4. 23. 00:00, 정우 : 0423이네
2020. 4. 23. 00:00, 정우 : 9의배수
2020. 4. 23. 00:00, 정우 : 맘에듦
2020. 4. 23. 00:00, 원준오빠 : ;;
2020. 4. 23. 00:00, 원준오빠 : 와
2020. 4. 23. 00:00, 부그뷰 : ㅎㅇㅇㅎㅇ
2020. 4. 23. 00:00, 원준오빠 : 자릿수 더해서 9
2020. 4. 23. 00:00, 원준오빠 : 소름
2020. 4. 23. 00:00, 부그뷰 : 0423
2020. 4. 23. 00:00, 원준오빠 : 이거 중학교인가
2020. 4. 23. 00:00, 부그뷰 : 비밀번호같다
2020. 4. 23. 00:00, 원준오빠 : 초딩 이후로 처음이다
2020. 4. 23. 00:00, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 00:01, 원준오빠 : 갬보 비번인가
2020. 4. 23. 00:01, 정우 : 아니 실생활에서
2020. 4. 23. 00:01, 정우 : 이런거안함?
2020. 4. 23. 00:01, 원준오빠 : 절대안함
2020. 4. 23. 00:01, 정우 : ㅇㅋ;;;;
2020. 4. 23. 00:01, 정우 : 쌉침
2020. 4. 23. 00:01, 원준오빠 : 넌 진정한 수학과다
2020. 4. 23. 00:01, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 00:01, 원준오빠 : 또 팁 알려주셈
2020. 4. 23. 00:01, 정우 : 팁;;;없는뎅
2020. 4. 23. 00:01, 정우 : 그냥 뭐 더했는데 9의배수되면
2020. 4. 23. 00:01, 정우 : 기분좋음
2020. 4. 23. 00:01, 원준오빠 : 너 구구콘 좋아햐?
2020. 4. 23. 00:01, 원준오빠 : 근데 비둘기는 싫어하잖아
2020. 4. 23. 00:01, 정우 : ㅇㅇ
2020. 4. 23. 00:01, 정우 : 비둘기극혐
2020. 4. 23. 00:01, 원준오빠 : 준나 구구 거리는데
2020. 4. 23. 00:01, 정우 : 시발
2020. 4. 23. 00:02, 원준오빠 : 비둘기는 더해도 구구구구야
2020. 4. 23. 00:02, 정우 : ㅠ
2020. 4. 23. 00:02, 정우 : 둘기샛기
2020. 4. 23. 00:02, 정우 : 정이안가
2020. 4. 23. 00:02, 정우 : 9여도 싫어
2020. 4. 23. 00:02, 원준오빠 : 정이안씨
2020. 4. 23. 00:02, 정우 : ㅠ
2020. 4. 23. 00:02, 원준오빠 : 이름 이쁘네
2020. 4. 23. 00:02, 원준오빠 : 이안
2020. 4. 23. 00:02, 정우 : ian
2020. 4. 23. 00:02, 정우 : 안이안이
2020. 4. 23. 00:03, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋ쒯
2020. 4. 23. 00:03, (알 수 없음) : 집
2020. 4. 23. 00:03, (알 수 없음) : 구해라
2020. 4. 23. 00:04, (알 수 없음) : 신원준
2020. 4. 23. 00:04, (알 수 없음) : 나 몰라
2020. 4. 23. 00:04, 정우 : 왜몰라
2020. 4. 23. 00:04, 정우 : 알아놨어야지
2020. 4. 23. 00:04, 정우 : 어린노무샛기가
2020. 4. 23. 00:05, 원준오빠 : 보기중에 고르맨ㄷㅁ?
2020. 4. 23. 00:09, 부그뷰 : 슈퍼슈퍼슈퍼콘
2020. 4. 23. 00:10, 부그뷰 : 슈퍼콕
2020. 4. 23. 00:10, 부그뷰 : 콘
2020. 4. 23. 00:10, 부그뷰 : 먹고싶다
2020. 4. 23. 00:10, 정우 : 슈퍼쏜
2020. 4. 23. 00:10, 정우 : 슈퍼콘
2020. 4. 23. 00:10, 정우 : 군대감
2020. 4. 23. 00:24, 정우 : 자볼까
2020. 4. 23. 00:29, 원준오빠 : 바위
2020. 4. 23. 00:29, (알 수 없음) : 이모티콘 
2020. 4. 23. 00:29, (알 수 없음) : 이모티콘 
2020. 4. 23. 06:48, 정우 : ㅎㅇㅎㅇ
2020. 4. 23. 06:49, (알 수 없음) : ㅎㅇㅎㄹ
2020. 4. 23. 07:23, 정우 : 하
2020. 4. 23. 07:23, 정우 : 나와버렸당
2020. 4. 23. 07:30, 정우 : 아
2020. 4. 23. 07:30, 정우 : 지하철개더워
2020. 4. 23. 07:30, 정우 : ㅠ
2020. 4. 23. 07:57, Sekwang Ludan : ㅎㅇㅎㅇ~~
2020. 4. 23. 08:04, 부그뷰 : 와
2020. 4. 23. 08:04, 부그뷰 : 지하철반대로탔었어
2020. 4. 23. 08:04, 부그뷰 : 봉천에서 바로 내림
2020. 4. 23. 08:04, 부그뷰 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 08:05, 부그뷰 : 다시타도 36분도착이네 다행쓰다
2020. 4. 23. 08:06, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 08:06, 정우 : 아침부터
2020. 4. 23. 08:06, 정우 : 1멍청했네
2020. 4. 23. 08:06, 부그뷰 : 오늘 멍청주의해야겠다
2020. 4. 23. 08:07, 정우 : ㅁㅊㅈㅇ
2020. 4. 23. 08:07, 부그뷰 : ㄷㄷㄷㅈ
2020. 4. 23. 08:07, 부그뷰 : ㅁㅊㅁㅊ;;
2020. 4. 23. 08:07, 부그뷰 : 와 신세대 다됐다!
2020. 4. 23. 08:07, 정우 : ;;;;
2020. 4. 23. 08:08, 부그뷰 : 젊어젊어
2020. 4. 23. 08:08, 정우 : 이것땜에 다망함
2020. 4. 23. 08:08, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 08:08, 부그뷰 : x세대냐 우리
2020. 4. 23. 08:08, 부그뷰 : n포세대였나
2020. 4. 23. 08:09, 정우 : 뭐맨날 무슨세대라그래서
2020. 4. 23. 08:09, 정우 : 헷갈림
2020. 4. 23. 08:09, 정우 : 포기하지마ㅠ
2020. 4. 23. 08:25, 부그뷰 : 아침부터 이태원클라쓰 ost들으니까 신나네
2020. 4. 23. 08:26, 부그뷰 : 돌덩이 시바
2020. 4. 23. 08:26, 부그뷰 : 부돌덩이다 샛기드라
2020. 4. 23. 08:26, 정우 : ?
2020. 4. 23. 08:26, 부그뷰 : 하현우-돌덩이
2020. 4. 23. 08:26, 정우 : ㅇㅎ
2020. 4. 23. 08:26, 정우 : ㄷㄷㅇ
2020. 4. 23. 08:27, 부그뷰 : ㄷㄷㄷㅈ ㅂㄷㄷㅇ
2020. 4. 23. 08:27, 정우 : ㄷㄷㄷㅈ
2020. 4. 23. 08:27, 정우 : 와씨 거의다옴
2020. 4. 23. 08:27, 정우 : 존나.....멀어......
2020. 4. 23. 08:32, 부그뷰 : 김다미 졸귀당
2020. 4. 23. 08:34, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 08:35, 정우 : 다들 드라마하나씩은
2020. 4. 23. 08:35, 정우 : 붙잡고사네
2020. 4. 23. 08:36, (알 수 없음) : 2시에
2020. 4. 23. 08:36, (알 수 없음) : 자면안되겟다
2020. 4. 23. 08:36, (알 수 없음) : 개피곤하네
2020. 4. 23. 08:36, 정우 : ;;;;
2020. 4. 23. 08:36, 정우 : 당연한솔
2020. 4. 23. 08:36, 정우 : 소리
2020. 4. 23. 08:36, 정우 : 하고있네
2020. 4. 23. 08:36, (알 수 없음) : ㅠ.!
2020. 4. 23. 08:37, (알 수 없음) : 아니. 일하돠본이;
2020. 4. 23. 08:37, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 08:37, 정우 : 또폭주했냐
2020. 4. 23. 08:37, (알 수 없음) : 어제2다만들고잣쥐
2020. 4. 23. 08:38, (알 수 없음) : 오늘3좀만지작
2020. 4. 23. 08:48, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 08:49, 정우 : 잘달려.....
2020. 4. 23. 08:49, 정우 : 도착도착
2020. 4. 23. 08:54, (알 수 없음) : 으아으아
2020. 4. 23. 09:03, 정우 : 으아으아
2020. 4. 23. 09:18, 경민 : ㅎㅇ
2020. 4. 23. 09:18, 경민 : 주식,,,,떡상함
2020. 4. 23. 09:18, 경민 : 아침에반틈팖
2020. 4. 23. 09:18, 경민 : 쿠쿠쿠
2020. 4. 23. 09:28, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 09:28, 정우 : ㅊㅋㅊ
2020. 4. 23. 09:28, 정우 : ㅊㅋㅊㅋ
2020. 4. 23. 09:28, 경민 : ㄱㅅㄱㅅ
2020. 4. 23. 09:29, (알 수 없음) : 나는왜다떨어저잇어...
2020. 4. 23. 09:29, 경민 : ㅋㅋㅋㅋㅋ
2020. 4. 23. 09:29, 경민 : 이제월급
2020. 4. 23. 09:29, 경민 : 1달치만
2020. 4. 23. 09:29, 경민 : 더벌면된다 ㅅㅂ ㅠ
2020. 4. 23. 09:30, 재환오빠 : 사진
2020. 4. 23. 09:30, 재환오빠 : @신원준
2020. 4. 23. 09:31, (알 수 없음) : ㅁㅊ
2020. 4. 23. 09:31, (알 수 없음) : 이거쥐깅다...우왕
2020. 4. 23. 10:11, 빠충 : 야 내가
2020. 4. 23. 10:11, 빠충 : 독수리타법인데
2020. 4. 23. 10:12, 빠충 : 손꾸락이 아파서
2020. 4. 23. 10:12, 빠충 : 오늘부터 한컴타자연습 시작해봄
2020. 4. 23. 10:13, (알 수 없음) : 뿌숴뿌쒀
2020. 4. 23. 10:14, 빠충 : 새끼손가락을 안 쓰다가
2020. 4. 23. 10:14, 빠충 : 쓰려니까어렵네
2020. 4. 23. 10:20, (알 수 없음) : 와
2020. 4. 23. 10:20, (알 수 없음) : 나아무생각없었는디
2020. 4. 23. 10:20, (알 수 없음) : 니가그말하고나니까
2020. 4. 23. 10:20, (알 수 없음) : 인식돼서
2020. 4. 23. 10:20, (알 수 없음) : 좀당황스럽다
2020. 4. 23. 10:20, (알 수 없음) : 근데 새끼손가락으로 뭐하지?
2020. 4. 23. 10:20, 경민 : zㅋㅋㅋㅋㅋ
2020. 4. 23. 10:20, (알 수 없음) : 쉬프트랑 엔터만 누르는건가
2020. 4. 23. 10:20, 경민 : 나는다씀
2020. 4. 23. 10:20, (알 수 없음) : 나타자잘침
2020. 4. 23. 10:20, 경민 : 너
2020. 4. 23. 10:20, (알 수 없음) : rg?
2020. 4. 23. 10:20, 경민 : 개잘;ㅊㅇㅈ;
2020. 4. 23. 10:31, (알 수 없음) : 타자톹ㄱ토토토토톹
2020. 4. 23. 10:31, (알 수 없음) : 아존나 아직도10시반밖에안된거실화냐
2020. 4. 23. 10:55, 빠충 : 아
2020. 4. 23. 10:55, 빠충 : 그런 사람 글이내
2020. 4. 23. 10:55, 빠충 : 열심히만 한 사람
2020. 4. 23. 10:55, 빠충 : 고칠 건 많은데 글은 또 길게 써 오셨네
2020. 4. 23. 10:57, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 10:57, (알 수 없음) : ㅠ
2020. 4. 23. 10:57, (알 수 없음) : 나네
2020. 4. 23. 10:57, (알 수 없음) : ㅎㅇ;
2020. 4. 23. 10:57, (알 수 없음) : 아니
2020. 4. 23. 10:57, (알 수 없음) : 글도짧지,,
2020. 4. 23. 10:58, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 11:48, 원준오빠 : ㅠㅠ볼사람 없어여
2020. 4. 23. 11:49, 원준오빠 : 브ㅡ우어가가가각ㄱ
2020. 4. 23. 11:49, 원준오빠 : ㅎㅇㅎㅇ
2020. 4. 23. 12:49, 원준오빠 : 최현으 마술사도 독수리타법인데
2020. 4. 23. 12:59, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅁㅊ
2020. 4. 23. 12:59, (알 수 없음) : 존나티엠아이아
2020. 4. 23. 13:10, 빠충 : ㅁㅊ
2020. 4. 23. 13:10, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 13:12, 이석준 : 교수님 너무하네
2020. 4. 23. 13:12, 이석준 : 200쪽짜리 pdf 가져 오시고는
2020. 4. 23. 13:12, 이석준 : 읽어보면 알거에요
2020. 4. 23. 13:12, 이석준 : 하면서
2020. 4. 23. 13:13, 이석준 : 진도 계속 빼시는데
2020. 4. 23. 13:13, 이석준 : 내가 그걸 읽어봐서 알면
2020. 4. 23. 13:13, 이석준 : 진작에 졸업했지요
2020. 4. 23. 13:13, 이석준 : 하고싶다
2020. 4. 23. 13:14, 경민 : zxzzㅋㅋㅋ
2020. 4. 23. 13:59, 부그뷰 : 사진
2020. 4. 23. 13:59, 부그뷰 : 오똠 깔끔쓰?
2020. 4. 23. 14:02, 원준오빠 : 오
2020. 4. 23. 14:02, 원준오빠 : 빨대 아트 같당
2020. 4. 23. 14:02, 원준오빠 : 깔끔
2020. 4. 23. 14:02, 원준오빠 : 저7은 무슨 7이니
2020. 4. 23. 14:03, 재환오빠 : 부 7ㅕ보
     ㅇ
2020. 4. 23. 14:04, 부그뷰 : 7ㅕㅈ ㅐ 화
ㅇ            ㄴ
2020. 4. 23. 14:04, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 14:05, 원준오빠 : 둘이 푸로젝트 구룹 제발 해줘 ㅠ
2020. 4. 23. 14:05, 원준오빠 : 찰떡이누
2020. 4. 23. 14:05, 경민 : ㅌㅋㅋㅋㅋ
2020. 4. 23. 14:05, 경민 : 신기방기농민봉기하네
2020. 4. 23. 14:09, 원준오빠 : 나 고등학교때
2020. 4. 23. 14:09, 원준오빠 : 김봉기 라는 친구 있었는데
2020. 4. 23. 14:09, 원준오빠 : 뭐하고 지내려나
2020. 4. 23. 14:09, 원준오빠 : 착하고 조금 모자르고 힘이 좋은 친구였지
2020. 4. 23. 14:09, 경민 : ㅋㅌㅋㅋㅋ
2020. 4. 23. 14:11, 원준오빠 : 맞다
2020. 4. 23. 14:11, 원준오빠 : 우리 아파트 단지 안에 따릉이 설치한데;;
2020. 4. 23. 14:11, 원준오빠 : 이런거 원래 있늠??
2020. 4. 23. 14:11, 경민 : ㅊㅋㅊㅋ
2020. 4. 23. 14:12, 원준오빠 : ㄱㅅㄱㅅ
2020. 4. 23. 14:12, 원준오빠 : 출퇴근 개꿀띠
2020. 4. 23. 14:13, 정우 : 개꿀띠
2020. 4. 23. 14:17, (알 수 없음) : ,ㅅㅂ여기존나웃ㄱ ㅠ
2020. 4. 23. 14:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 14:17, (알 수 없음) : ㄱㅂ
2020. 4. 23. 14:17, (알 수 없음) : 아
2020. 4. 23. 14:17, (알 수 없음) : 현웃터젓네
2020. 4. 23. 14:18, 정우 : 웃지마
2020. 4. 23. 14:22, (알 수 없음) : 넵;
2020. 4. 23. 14:23, 정우 : 굿
2020. 4. 23. 14:23, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 14:32, 정우 : 개졸려
2020. 4. 23. 14:32, 정우 : 수업시작하자마자 졸려
2020. 4. 23. 14:32, (알 수 없음) : 아
2020. 4. 23. 14:32, (알 수 없음) : 나도
2020. 4. 23. 14:32, (알 수 없음) : 방금 커피먹고왔는데잠오네
2020. 4. 23. 14:33, 재환오빠 : 카페인효과는 섭취후 세시간뒤부터
2020. 4. 23. 14:33, 정우 : !
2020. 4. 23. 14:33, 정우 : 진짜여?
2020. 4. 23. 14:33, 정우 : 미친그럼 지금커피먹는거
2020. 4. 23. 14:33, 정우 : 존나무쓸모네
2020. 4. 23. 14:33, (알 수 없음) : 어쩐지
2020. 4. 23. 14:33, (알 수 없음) : 먹으면
2020. 4. 23. 14:33, (알 수 없음) : 바로잠옴
2020. 4. 23. 14:34, 정우 : 어쩐지
2020. 4. 23. 14:34, 정우 : 수업끝나면
2020. 4. 23. 14:34, 정우 : 살아나더라
2020. 4. 23. 14:34, 정우 : ㅅㅂ
2020. 4. 23. 14:34, 원준오빠 : 그래서 먹자마자 15분 자면
2020. 4. 23. 14:34, 원준오빠 : 효과 개빤빵함
2020. 4. 23. 14:34, 정우 : 와씨
2020. 4. 23. 14:34, 정우 : 그러네
2020. 4. 23. 14:34, 정우 : 쉬는시간에
2020. 4. 23. 14:34, 정우 : 바로잡니다
2020. 4. 23. 14:34, (알 수 없음) : 나
2020. 4. 23. 14:34, (알 수 없음) : 꿈생김
2020. 4. 23. 14:34, (알 수 없음) : 취직하면
2020. 4. 23. 14:34, (알 수 없음) : 복층오피스텔에서 살래
2020. 4. 23. 14:35, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 14:35, 정우 : 왜
2020. 4. 23. 14:35, 정우 : 갑자기
2020. 4. 23. 14:35, (알 수 없음) : 그냥
2020. 4. 23. 14:35, (알 수 없음) : 그러고싶어짐
2020. 4. 23. 14:35, 정우 : 그래
2020. 4. 23. 14:35, 정우 : 굿
2020. 4. 23. 14:35, 정우 : 그럼
2020. 4. 23. 14:35, 정우 : 2층에
2020. 4. 23. 14:35, 정우 : 기생충처럼
2020. 4. 23. 14:35, 정우 : 얹혀살기 가능?
2020. 4. 23. 14:35, (알 수 없음) : 가능
2020. 4. 23. 14:35, 정우 : 개굿
2020. 4. 23. 14:36, (알 수 없음) : 쑤압가능
2020. 4. 23. 14:36, 정우 : 쌉졸린데
2020. 4. 23. 14:36, 정우 : ;;;;;
2020. 4. 23. 14:36, 정우 : 오전까지 재밌는거
2020. 4. 23. 14:36, 정우 : 열일했ㄴ느데
2020. 4. 23. 14:36, 정우 : 수업시작하자마자 재미없어짐
2020. 4. 23. 14:55, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 14:55, (알 수 없음) : ㅎ
2020. 4. 23. 14:55, (알 수 없음) : ㅏ
2020. 4. 23. 14:55, (알 수 없음) : 나도
2020. 4. 23. 14:55, (알 수 없음) : 일좀해볼까
2020. 4. 23. 17:09, 재환오빠 : 사진
2020. 4. 23. 17:09, 경민 : ㅋㅌㅋㅋㅋㅋㅋㅋㅋㅅㅂ개적절'
2020. 4. 23. 17:12, 정우 : ㅅㅂ
2020. 4. 23. 17:12, 정우 : 개짜증나게 웃기네
2020. 4. 23. 17:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 4. 23. 17:12, 원준오빠 : 호엥
