Talk_2021.8.24 13:11-47.txt
저장한 날짜 : 2021. 8. 24. 13:12



2019년 7월 13일 토요일
2019. 7. 13. 22:14, 정우 : 들어감
2019. 7. 13. 23:54, 부그뷰 : 머하냐
2019. 7. 13. 23:54, 부그뷰 : ㅋㅋㅋㅋㅋㄱㅋㅋㅋㄱㄱㄱㅋㄱㄱㅋㄱ
2019. 7. 13. 23:54, 정우 : 아니
2019. 7. 13. 23:54, 정우 : ㅡㅡ
2019. 7. 13. 23:54, 정우 : 개당당하네
2019. 7. 13. 23:54, 정우 : 시발
2019. 7. 13. 23:54, 정우 : 어이없어
2019. 7. 13. 23:54, 정우 : 오
2019. 7. 13. 23:54, 부그뷰 : 졸귀넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㅋ
2019. 7. 13. 23:54, 정우 : 살찐거봐
2019. 7. 13. 23:54, 정우 : 진짜
2019. 7. 13. 23:54, 정우 : 바디라인ㅇ라고는
2019. 7. 13. 23:54, 정우 : 단1도보이지않는
2019. 7. 13. 23:54, 정우 : 저 팔을보십시오
2019. 7. 13. 23:54, 정우 : 팔만보면
2019. 7. 13. 23:54, 정우 : 거의신생아
2019. 7. 13. 23:55, 부그뷰 : 신생앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㄱ
2019. 7. 13. 23:55, 부그뷰 : 무결점ㅋㅋㅋㅋㅋㅋㄱㅋㄱㅋㄱㄱㅋㅋ
2019. 7. 13. 23:55, 정우 : 무결점이자 무장점
2019. 7. 13. 23:55, 정우 : 없으면 허전하니까 달려있는
2019. 7. 13. 23:55, 정우 : 아니
2019. 7. 13. 23:55, 정우 : 야
2019. 7. 13. 23:55, 정우 : 술왜먹는지나
2019. 7. 13. 23:55, 정우 : 해명해봐라
2019. 7. 13. 23:56, 부그뷰 : ?
2019. 7. 13. 23:56, 정우 : ;;;;;;;
2019. 7. 13. 23:56, 부그뷰 : 소주마심?
2019. 7. 13. 23:56, 정우 : 아니 이래서
2019. 7. 13. 23:56, 부그뷰 : 양아치네
2019. 7. 13. 23:56, 정우 : 한번마시게
2019. 7. 13. 23:56, 정우 : 해주면안댐
2019. 7. 13. 23:56, 정우 : 대전가면
2019. 7. 13. 23:56, 정우 : 오재훈 앞에앉혀놓고
2019. 7. 13. 23:57, 정우 : 우리만마심
2019. 7. 13. 23:57, 부그뷰 : ㅅ솔러
2019. 7. 13. 23:57, 부그뷰 : ㅅ솔려
2019. 7. 13. 23:57, 부그뷰 : 졸려
2019. 7. 13. 23:57, 부그뷰 : ㅇㅇ
2019. 7. 13. 23:57, 부그뷰 : 아니~.~
2019. 7. 13. 23:57, 정우 : 엥
2019. 7. 13. 23:57, 정우 : 와인잔
2019. 7. 13. 23:57, 정우 : 있던건줄
2019. 7. 13. 23:58, 정우 : 야근데 저기다마시면
2019. 7. 13. 23:58, 정우 : 맥주맛있더라
2019. 7. 13. 23:58, 정우 : 근데 너 마시란건
2019. 7. 13. 23:58, 정우 : 아니었는데
2019. 7. 13. 23:58, 정우 : ;;;;;;
2019. 7. 13. 23:58, 정우 : 아니무슨 맥주를
2019. 7. 13. 23:58, 정우 : 비타민워터처럼 처먹네
2019. 7. 13. 23:59, 정우 : 거품
2019. 7. 13. 23:59, 정우 : ㄹㅇ거품이네
2019. 7. 13. 23:59, 정우 : 왜케빨리죽음
2019. 7. 13. 23:59, 정우 : 어제깠냐 혹시
2019. 7. 13. 23:59, 정우 : 아니
2019. 7. 13. 23:59, 정우 : 먹지마
2019. 7. 13. 23:59, 정우 : ㅡㅡ

2019년 7월 14일 일요일
2019. 7. 14. 00:00, 정우 : 다음주꺼
2019. 7. 14. 00:00, 정우 : 땡겨쓰는거아님?
2019. 7. 14. 00:00, 정우 : 지금?
2019. 7. 14. 00:00, 정우 : 그럼 먹지마~
2019. 7. 14. 00:00, 정우 : 굿
2019. 7. 14. 00:00, 정우 : 먹지마셈
2019. 7. 14. 00:00, 정우 : 오
2019. 7. 14. 00:00, 정우 : 그때
2019. 7. 14. 00:00, 정우 : 거기?
2019. 7. 14. 00:00, 정우 : 상도?
2019. 7. 14. 00:00, 정우 : 엥
2019. 7. 14. 00:00, 정우 : 아
2019. 7. 14. 00:00, 정우 : 아아아아아
2019. 7. 14. 00:01, 정우 : ㅇㅇㅇㅇㅇㅇ
2019. 7. 14. 00:01, 정우 : ㅁㅊ
2019. 7. 14. 00:01, 정우 : ㅇㅇㅇ
2019. 7. 14. 00:01, 정우 : ㅇㅇㅇ
2019. 7. 14. 00:01, 정우 : ㅡㅡ
2019. 7. 14. 00:01, 정우 : 일주일에
2019. 7. 14. 00:01, 정우 : 두번을쳐먹네
2019. 7. 14. 00:02, 정우 : 어쩔수있는데
2019. 7. 14. 00:02, 정우 : 아니
2019. 7. 14. 00:02, 정우 : 왜버림
2019. 7. 14. 00:02, 정우 : 가서
2019. 7. 14. 00:02, 정우 : 아 내가
2019. 7. 14. 00:02, 정우 : 요즘건강이안좋아서
2019. 7. 14. 00:02, 정우 : 술을못먹는다
2019. 7. 14. 00:02, 정우 : 미안하다
2019. 7. 14. 00:02, 재환오빠 : 사진
2019. 7. 14. 00:02, 정우 : 에휴
2019. 7. 14. 00:02, 정우 : 극적은뮤슨
2019. 7. 14. 00:02, 정우 : 난 보고올래
2019. 7. 14. 00:02, 재환오빠 : 사진
2019. 7. 14. 00:03, 재환오빠 : 훈훈하다
2019. 7. 14. 00:03, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:03, (알 수 없음) : 인성터지는현장
2019. 7. 14. 00:03, (알 수 없음) : (근데나만이뻐보이냐)
2019. 7. 14. 00:03, (알 수 없음) : 크흠
2019. 7. 14. 00:04, 정우 : 근데완전
2019. 7. 14. 00:04, 정우 : 테니슨데ㄹㅇ
2019. 7. 14. 00:04, 정우 : 라켓스포츠 개공감
2019. 7. 14. 00:04, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:04, (알 수 없음) : ㅇㅈㅇㅈ
2019. 7. 14. 00:04, (알 수 없음) : 약간그느낌
2019. 7. 14. 00:04, (알 수 없음) : 오바인거 ㅇㅈ
2019. 7. 14. 00:04, (알 수 없음) : 이쁜거 ㅇㅈ
2019. 7. 14. 00:04, (알 수 없음) : 두마음다듦
2019. 7. 14. 00:04, (알 수 없음) : 잠만보
2019. 7. 14. 00:04, (알 수 없음) : 재러갓낭
2019. 7. 14. 00:04, 정우 : 담타각
2019. 7. 14. 00:05, 정우 : 그럼
2019. 7. 14. 00:05, 정우 : 안마시면댐
2019. 7. 14. 00:05, 정우 : 없는거
2019. 7. 14. 00:05, 정우 : 같은데요
2019. 7. 14. 00:05, 정우 : ㅠ
2019. 7. 14. 00:06, 정우 : 쓰레기
2019. 7. 14. 00:06, 정우 : 왜보여줌
2019. 7. 14. 00:07, 정우 : ㅇㅇ
2019. 7. 14. 00:07, 정우 : 왜불러
2019. 7. 14. 00:07, 정우 : ㅇㅋ
2019. 7. 14. 00:07, 정우 : ?
2019. 7. 14. 00:08, 정우 : ㅇㅇㅇ
2019. 7. 14. 00:08, 정우 : ㅇㅇㅇ
2019. 7. 14. 00:08, 정우 : ;;;
2019. 7. 14. 00:08, 정우 : 근데같이사도
2019. 7. 14. 00:08, 정우 : 다달라짐
2019. 7. 14. 00:09, 정우 : 결론
2019. 7. 14. 00:09, 정우 : 쓸데없는짓을했다~
2019. 7. 14. 00:09, 정우 : 그래
2019. 7. 14. 00:09, 정우 : 나는부찌
2019. 7. 14. 00:09, 정우 : 생맥2잔
2019. 7. 14. 00:09, 정우 : 축구까지해서
2019. 7. 14. 00:09, 정우 : 28000씀
2019. 7. 14. 00:10, 정우 : 뭐래
2019. 7. 14. 00:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:10, 정우 : 아니 1차에서
2019. 7. 14. 00:10, 정우 : 어케끝내
2019. 7. 14. 00:10, 정우 : ㅇㅇ....
2019. 7. 14. 00:10, 정우 : 아니
2019. 7. 14. 00:11, 정우 : 다양한사람들의
2019. 7. 14. 00:11, 정우 : 니즈를 만족시키기위해
2019. 7. 14. 00:11, 정우 : 어쩔수없음
2019. 7. 14. 00:11, 정우 : 경보형 자나봄
2019. 7. 14. 00:11, 정우 : 개웃기네
2019. 7. 14. 00:11, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케
2019. 7. 14. 00:12, 정우 : 좋지
2019. 7. 14. 00:12, 정우 : 그거
2019. 7. 14. 00:12, 정우 : 하나줄까
2019. 7. 14. 00:12, 정우 : 딸기
2019. 7. 14. 00:12, 정우 : ㅇㅋ;;
2019. 7. 14. 00:12, 정우 : 아니
2019. 7. 14. 00:12, 정우 : 요즘
2019. 7. 14. 00:12, 정우 : 아메리카노
2019. 7. 14. 00:12, 정우 : 밖에안먹는데
2019. 7. 14. 00:12, 정우 : 그 딸기음료랑
2019. 7. 14. 00:12, 정우 : 케이크
2019. 7. 14. 00:12, 정우 : 조지게많아서
2019. 7. 14. 00:12, 정우 : ㅅㅂ
2019. 7. 14. 00:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:12, 정우 : 대전가서
2019. 7. 14. 00:12, 정우 : 한번털어줌
2019. 7. 14. 00:12, 정우 : 카드
2019. 7. 14. 00:12, 정우 : 있어 이미
2019. 7. 14. 00:13, 정우 : 시험끝나고 여유있으니까 그때해봄
2019. 7. 14. 00:13, 정우 : 그런거되는지
2019. 7. 14. 00:13, 정우 : 몰랐
2019. 7. 14. 00:13, 정우 : 대전에 스벅있잖아
2019. 7. 14. 00:13, 정우 : 어디든 노상관
2019. 7. 14. 00:13, 정우 : 걍ㄱ
2019. 7. 14. 00:13, 정우 : 아니
2019. 7. 14. 00:13, 정우 : ㅅㅂ안보여주네
2019. 7. 14. 00:13, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:14, 정우 : ㅁㅊ무슨 마임하냐
2019. 7. 14. 00:14, 정우 : 개웃기네
2019. 7. 14. 00:15, 정우 : 아 좀만더놀다
2019. 7. 14. 00:15, 정우 : 걍 자야지
2019. 7. 14. 00:15, 정우 : 개피곤하다진짜
2019. 7. 14. 00:15, 정우 : ;;;;;
2019. 7. 14. 00:15, 정우 : ;;;;;;;;;;;;;;;
2019. 7. 14. 00:16, 정우 : 강식당 생방이나보셈
2019. 7. 14. 00:16, 정우 : 지금은 재방이지
2019. 7. 14. 00:16, 정우 : ?
2019. 7. 14. 00:16, 정우 : 아니 완전라이브는
2019. 7. 14. 00:16, 정우 : 아니지
2019. 7. 14. 00:17, 정우 : 강인이ㅎㅇ
2019. 7. 14. 00:17, 정우 : 봤음
2019. 7. 14. 00:17, 정우 : 이거보고
2019. 7. 14. 00:17, 정우 : 아까 축구하던애들
2019. 7. 14. 00:17, 정우 : 강인이 벌써 돈에눈멀었나
2019. 7. 14. 00:17, 정우 : 이지랄하던데
2019. 7. 14. 00:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:17, 정우 : 아니근데 이미 많이받는데
2019. 7. 14. 00:17, 정우 : 엘지는 좀
2019. 7. 14. 00:17, 정우 : 노뜬금ㅇ었어서
2019. 7. 14. 00:17, 정우 : 당연
2019. 7. 14. 00:17, 정우 : 이득이지
2019. 7. 14. 00:18, 정우 : 아니
2019. 7. 14. 00:18, 정우 : 나 같이축구하는애들
2019. 7. 14. 00:18, 정우 : 다병신임
2019. 7. 14. 00:18, 정우 : 없음없음
2019. 7. 14. 00:18, 정우 : 그냥가면
2019. 7. 14. 00:18, 정우 : 허허웃다옴
2019. 7. 14. 00:18, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:18, 정우 : 그런거라고
2019. 7. 14. 00:18, 정우 : 믿고싶은데
2019. 7. 14. 00:18, 정우 : 가끔보면
2019. 7. 14. 00:18, 정우 : 진짜생각없는거같아서
2019. 7. 14. 00:18, 정우 : 좀 무서움
2019. 7. 14. 00:20, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:20, 정우 : 아 30분보고
2019. 7. 14. 00:20, 정우 : 자야겠다
2019. 7. 14. 00:20, 정우 : 3분만더보
2019. 7. 14. 00:20, 정우 : ㅇㅇ
2019. 7. 14. 00:20, 정우 : 나진짜개피곤
2019. 7. 14. 00:20, 정우 : 오늘존나 개처럼뛰었나봐
2019. 7. 14. 00:20, 정우 : 부찌랑 맥주를 먹고왔는데도
2019. 7. 14. 00:21, 정우 : 살이빠져있음
2019. 7. 14. 00:21, 정우 : 잘챙겨먹으니까
2019. 7. 14. 00:21, 정우 : ㅇㅇ
2019. 7. 14. 00:21, 정우 : 서라운드
2019. 7. 14. 00:22, 정우 : 아 나혼자 조지게떠드는거같네
2019. 7. 14. 00:22, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:22, 정우 : 아니
2019. 7. 14. 00:22, 정우 : 왜
2019. 7. 14. 00:22, 정우 : ㅠ
2019. 7. 14. 00:22, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:22, 정우 : 외롭냐
2019. 7. 14. 00:22, 정우 : 결혼ㄱ
2019. 7. 14. 00:23, 정우 : 그럼
2019. 7. 14. 00:23, 정우 : 술친구
2019. 7. 14. 00:23, 정우 : ㄱ
2019. 7. 14. 00:23, 정우 : 같이술마시다보면
2019. 7. 14. 00:23, 정우 : 뭐
2019. 7. 14. 00:23, 정우 : 오늘도 친구의친구랑
2019. 7. 14. 00:23, 정우 : 같이 저녁먹음
2019. 7. 14. 00:23, 정우 : 아니내친구들
2019. 7. 14. 00:24, 정우 : 존나웃긴거
2019. 7. 14. 00:24, 정우 : 말해줄까
2019. 7. 14. 00:24, 정우 : 친목질하는거
2019. 7. 14. 00:24, 정우 : 존나싫어하거든
2019. 7. 14. 00:24, 정우 : 그 축구같이하는애등
2019. 7. 14. 00:24, 정우 : 근데 지들은 친구의친구불러서 운동같이하고
2019. 7. 14. 00:24, 정우 : 같이밥먹고 술먹는거 개좋아함
2019. 7. 14. 00:24, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:24, 정우 : ㅇㅇ;;;;;
2019. 7. 14. 00:24, 정우 : ㅇㅇㅇ
2019. 7. 14. 00:24, 정우 : 맞음
2019. 7. 14. 00:24, 정우 : 다 걔네임
2019. 7. 14. 00:24, 정우 : 나 거기가면
2019. 7. 14. 00:24, 정우 : 진짜
2019. 7. 14. 00:25, 정우 : 개씹인싸취급받음
2019. 7. 14. 00:25, 정우 : 아닌데요
2019. 7. 14. 00:25, 정우 : ㅠ
2019. 7. 14. 00:25, 정우 : 뭘
2019. 7. 14. 00:25, 정우 : 그거?
2019. 7. 14. 00:25, 정우 : ㄱㄱ
2019. 7. 14. 00:25, 정우 : ㄱ
2019. 7. 14. 00:25, 정우 : 깽판ㄱ
2019. 7. 14. 00:25, 정우 : 아니
2019. 7. 14. 00:25, 정우 : 진짜
2019. 7. 14. 00:26, 정우 : ㅇㅇ일단듣는다
2019. 7. 14. 00:26, 정우 : 전체
2019. 7. 14. 00:26, 정우 : 몇명임?
2019. 7. 14. 00:26, 정우 : ㅇㅋ그럼
2019. 7. 14. 00:26, 정우 : 10명적당
2019. 7. 14. 00:26, 정우 : ㅇㅇㅇㅇ
2019. 7. 14. 00:26, 정우 : ㅇㅇㅇㅇ
2019. 7. 14. 00:26, 정우 : 아니
2019. 7. 14. 00:27, 정우 : 니들은 왜 내의견안듣고 시켜놓고
2019. 7. 14. 00:27, 정우 : 나한텐 니들의견 들으라하냐
2019. 7. 14. 00:27, 정우 : 맘에안들면
2019. 7. 14. 00:27, 정우 : 짤라주라 제발
2019. 7. 14. 00:27, 정우 : ㅇㅈㅇㅈ
2019. 7. 14. 00:27, 정우 : 근데난 돈주고 시키면함
2019. 7. 14. 00:27, 정우 : ㅎㅎ
2019. 7. 14. 00:28, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:28, 정우 : 그건ㅇㅈ
2019. 7. 14. 00:28, 정우 : 오;;;
2019. 7. 14. 00:28, 정우 : 개꿀
2019. 7. 14. 00:29, 정우 : ㄱㄱㄱ
2019. 7. 14. 00:29, 정우 : 그사람도 엿먹일라그랬는대 뭐
2019. 7. 14. 00:29, 정우 : 엿엔엿으로
2019. 7. 14. 00:29, 정우 : ㄱ
2019. 7. 14. 00:29, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케
2019. 7. 14. 00:29, 정우 : 카이스트
2019. 7. 14. 00:29, 정우 : 거릅니다
2019. 7. 14. 00:29, 정우 : ㅅㄱ
2019. 7. 14. 00:30, 정우 : ㅇㅈ
2019. 7. 14. 00:30, 정우 : 그래서내가
2019. 7. 14. 00:30, 정우 : 크아를접었지
2019. 7. 14. 00:30, 정우 : 손절ㄱ
2019. 7. 14. 00:30, 정우 : 아니근데
2019. 7. 14. 00:30, 정우 : 생각해보니까 크아접은이유도 그러네
2019. 7. 14. 00:30, 정우 : 뭔데
2019. 7. 14. 00:31, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:31, 정우 : ㅅㅂ
2019. 7. 14. 00:31, 정우 : 밥쳐먹으러 오냐
2019. 7. 14. 00:31, 정우 : 무슨
2019. 7. 14. 00:31, 정우 : 무료배식이여?
2019. 7. 14. 00:31, 정우 : 아니물론
2019. 7. 14. 00:31, 정우 : 그거에따라서
2019. 7. 14. 00:31, 정우 : 존나 참여율
2019. 7. 14. 00:31, 정우 : 갈릴순있지
2019. 7. 14. 00:31, 정우 : 나도 주면가고 안주면안감
2019. 7. 14. 00:31, 정우 : 근데
2019. 7. 14. 00:31, 정우 : 그게 의미있는짓이냐
2019. 7. 14. 00:31, 정우 : 그거지
2019. 7. 14. 00:31, 정우 : ㅇㅇㅇㅇㅇㅇ
2019. 7. 14. 00:32, 정우 : 어딜가도 똑같을거같은데 근데
2019. 7. 14. 00:32, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:32, 정우 : 아니근데
2019. 7. 14. 00:32, 정우 : 물어보는건 좀웃기네
2019. 7. 14. 00:32, 정우 : 그냥 씌여있으면 아 주는구나 하고
2019. 7. 14. 00:32, 정우 : 혼자그냥
2019. 7. 14. 00:32, 정우 : 아 이번엔먹을거안주네
2019. 7. 14. 00:32, 정우 : 안가야지
2019. 7. 14. 00:32, 정우 : 하면되지
2019. 7. 14. 00:33, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:33, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:33, 정우 : 아니근데
2019. 7. 14. 00:33, 정우 : 함부로 말은안할래
2019. 7. 14. 00:33, 정우 : 나도모르는새
2019. 7. 14. 00:33, 정우 : 내가 그러고있을거같아서
2019. 7. 14. 00:33, 정우 : ㅅㅂ
2019. 7. 14. 00:33, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:34, 정우 : ㅇㅈㅇㅈ
2019. 7. 14. 00:34, 정우 : 소고기좋아여
2019. 7. 14. 00:34, 정우 : 근데거기진짜
2019. 7. 14. 00:34, 정우 : 일은못하네
2019. 7. 14. 00:34, 정우 : 일처리가 거의
2019. 7. 14. 00:34, 정우 : 어비스회장시절 이정우수준인데
2019. 7. 14. 00:35, 정우 : 나는
2019. 7. 14. 00:35, 정우 : 말은잘듣지
2019. 7. 14. 00:35, 정우 : ㅇㅇ......
2019. 7. 14. 00:35, 정우 : 의견수렴왕임
2019. 7. 14. 00:36, 정우 : ㅇㅈ
2019. 7. 14. 00:36, 정우 : 교수님들
2019. 7. 14. 00:36, 정우 : 나가주세여
2019. 7. 14. 00:37, 정우 : 근데뭐 시대가 그렇게바껴버렸는데
2019. 7. 14. 00:37, 정우 : 으유으유
2019. 7. 14. 00:37, 정우 : ㅇㅋ
2019. 7. 14. 00:37, 정우 : 대전노트
2019. 7. 14. 00:37, 정우 : 2명임 현재
2019. 7. 14. 00:38, 정우 : 교수샛기
2019. 7. 14. 00:38, 정우 : ㅇㅇㅇ
2019. 7. 14. 00:38, 정우 : 그게누구임
2019. 7. 14. 00:38, 정우 : 왜
2019. 7. 14. 00:38, 정우 : ㅇㅎ
2019. 7. 14. 00:39, 정우 : ㅇㅇㅇㅇ
2019. 7. 14. 00:40, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:40, 정우 : ㅇㅎ
2019. 7. 14. 00:40, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:41, 정우 : 역시
2019. 7. 14. 00:41, 정우 : 손절전문가
2019. 7. 14. 00:41, 정우 : ㅇㅎ
2019. 7. 14. 00:41, 정우 : 그런일이
2019. 7. 14. 00:41, 정우 : 이래서 사람이
2019. 7. 14. 00:41, 정우 : 과거행실이
2019. 7. 14. 00:41, 정우 : 중요합니다
2019. 7. 14. 00:42, 정우 : ㅇㅇㅇ
2019. 7. 14. 00:42, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:42, 정우 : 개웃기네
2019. 7. 14. 00:42, 정우 : ㅅㅂ
2019. 7. 14. 00:42, 정우 : 아 이거는
2019. 7. 14. 00:42, 정우 : 한번핀트나가서
2019. 7. 14. 00:42, 정우 : 그런거긴한데뭐
2019. 7. 14. 00:42, 정우 : 그럴수있지
2019. 7. 14. 00:42, 정우 : ㅇㅇㅇㅇ
2019. 7. 14. 00:42, 정우 : 그니까 나가겠지
2019. 7. 14. 00:42, 정우 : 안쌓이면 안나가지
2019. 7. 14. 00:42, 정우 : 진짜 엔간한인간이
2019. 7. 14. 00:43, 정우 : 전부터 벼르고있던것도아닌데
2019. 7. 14. 00:43, 정우 : 사건한방에
2019. 7. 14. 00:43, 정우 : 핀트나각 쉽지않음
2019. 7. 14. 00:43, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:43, 정우 : 이렇게또
2019. 7. 14. 00:43, 정우 : 재훈이의 인맥이
2019. 7. 14. 00:43, 정우 : 줄어들었습니다
2019. 7. 14. 00:43, 정우 : ㅠ
2019. 7. 14. 00:44, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:44, 정우 : 아니근데진짜
2019. 7. 14. 00:44, 정우 : 약간
2019. 7. 14. 00:44, 정우 : 그 손절잘당하는애들
2019. 7. 14. 00:44, 정우 : 어딜가나 잘당하는거같음
2019. 7. 14. 00:44, 정우 : ㅇㅇㅇㅇ
2019. 7. 14. 00:45, 정우 : 이제 스트레스썰
2019. 7. 14. 00:45, 정우 : 다들었으면
2019. 7. 14. 00:45, 정우 : 자도되냐
2019. 7. 14. 00:45, 정우 : 오
2019. 7. 14. 00:45, 정우 : 배나온거봐
2019. 7. 14. 00:45, 정우 : 오재훈
2019. 7. 14. 00:45, 정우 : ㅂㅇㅂㅇ
2019. 7. 14. 00:45, (알 수 없음) : 라이브톡 종료 52:21
2019. 7. 14. 00:45, (알 수 없음) : 배나온거종쵸시바
2019. 7. 14. 00:45, (알 수 없음) : 조요
2019. 7. 14. 00:45, 정우 : 마지막에 그것밖에 안보여서
2019. 7. 14. 00:45, 정우 : 꼭 말해야했음
2019. 7. 14. 00:47, (알 수 없음) : ㅋㅋㅋㅌㅌㅌㅌㅌ
2019. 7. 14. 00:47, (알 수 없음) : 아하이튼
2019. 7. 14. 00:47, (알 수 없음) : 존나짜증남
2019. 7. 14. 00:47, (알 수 없음) : 좆같은일은겹치는법
2019. 7. 14. 00:47, (알 수 없음) : 진짜좆같은거는담에얘기해줌
2019. 7. 14. 00:47, (알 수 없음) : 아직도남앗거든
2019. 7. 14. 00:48, 정우 : ㅅㅂ
2019. 7. 14. 00:48, 정우 : ㅇㅋ
2019. 7. 14. 00:48, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:48, 정우 : 아 물한잔
2019. 7. 14. 00:48, (알 수 없음) : 진짜
2019. 7. 14. 00:48, 정우 : 쌔려야지
2019. 7. 14. 00:48, (알 수 없음) : 이좆같은시작을
2019. 7. 14. 00:48, (알 수 없음) : 다알아야해
2019. 7. 14. 00:48, (알 수 없음) : ㅅㅂ
2019. 7. 14. 00:51, 정우 : 어니
2019. 7. 14. 00:51, 정우 : 아니
2019. 7. 14. 00:51, 정우 : 오랜만에 선풍기키고잠
2019. 7. 14. 00:53, (알 수 없음) : ㅇㅈ함
2019. 7. 14. 00:53, (알 수 없음) : 아
2019. 7. 14. 00:53, (알 수 없음) : 개소토레스
2019. 7. 14. 00:53, (알 수 없음) : 하
2019. 7. 14. 00:53, (알 수 없음) : 어케엿매기지
2019. 7. 14. 00:53, (알 수 없음) : 주말동안고민시작해야지
2019. 7. 14. 00:58, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 00:58, 정우 : 그런고민
2019. 7. 14. 00:58, 정우 : 같이해드립니다
2019. 7. 14. 00:58, 정우 : 대환영입니다
2019. 7. 14. 00:58, 정우 : ^^
2019. 7. 14. 01:01, (알 수 없음) : 내일고민시작하겟습니다
2019. 7. 14. 01:01, (알 수 없음) : 어느정도각은세웟지만
2019. 7. 14. 01:01, (알 수 없음) : 뀔뀔
2019. 7. 14. 01:02, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 14. 01:02, 정우 : 이모티콘 
2019. 7. 14. 01:02, 정우 : 이모티콘 
2019. 7. 14. 01:04, (알 수 없음) : ㄹㅇ각다세움
2019. 7. 14. 01:04, (알 수 없음) : 질싸움안함
2019. 7. 14. 01:04, (알 수 없음) : 지면
