Talk_2021.8.24 13:11-68.txt
저장한 날짜 : 2021. 8. 24. 13:13



2020년 5월 6일 수요일
2020. 5. 6. 08:43, (알 수 없음) : ㅊㅋㅊㅋㅊ
2020. 5. 6. 12:09, (알 수 없음) : 이모티콘 
2020. 5. 6. 12:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 12:09, 정우 : ㄱㅅㄱㅅ
2020. 5. 6. 12:10, 빠충 : 오
2020. 5. 6. 12:10, 빠충 : 축하드립니당
2020. 5. 6. 12:10, 빠충 : 이모티콘 
2020. 5. 6. 12:10, 정우 : 이모티콘 
2020. 5. 6. 12:38, (알 수 없음) : 밧델휘충전되어랏
2020. 5. 6. 12:39, 정우 : 되어랏
2020. 5. 6. 12:40, (알 수 없음) : 아졸려
2020. 5. 6. 12:40, (알 수 없음) : 12시40분실화냐
2020. 5. 6. 12:42, 정우 : 밥먹는다
2020. 5. 6. 12:50, 빠충 : 씨바
2020. 5. 6. 12:50, 빠충 : 거미 놓쳐떠
2020. 5. 6. 12:51, 빠충 : 캐비닛 밑으로 들어감
2020. 5. 6. 12:51, 빠충 : 사무실 바꾼다
2020. 5. 6. 12:54, 정우 : ㅅㅂ
2020. 5. 6. 12:55, (알 수 없음) : ㄸㄷ;ㄸㄷ;ㄷ;;
2020. 5. 6. 12:55, (알 수 없음) : ㄸㄷㅈ
2020. 5. 6. 12:57, 재환오빠 : 아니~ 아니~ 아니~ 아니라고~ 해줘~~
2020. 5. 6. 13:03, (알 수 없음) : 거밉디거ㅗ
2020. 5. 6. 13:03, (알 수 없음) : 하고~
2020. 5. 6. 13:03, (알 수 없음) : 차갑게
2020. 5. 6. 13:03, (알 수 없음) : 그냥돌아사ㅓ면~~~~
2020. 5. 6. 13:03, (알 수 없음) : 나는어떻게해~~~~₩
2020. 5. 6. 13:11, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 13:11, 정우 : 노래방
2020. 5. 6. 13:11, 정우 : ㅎㅇ
2020. 5. 6. 14:13, 정우 : 암
2020. 5. 6. 14:13, 정우 : 아
2020. 5. 6. 14:13, 정우 : 오늘 개꿀빠는중
2020. 5. 6. 14:13, 정우 : 신난다
2020. 5. 6. 14:13, 이석준 : 부럽다
2020. 5. 6. 14:14, 정우 : 부럽지
2020. 5. 6. 14:14, 정우 : 개꿀이라구
2020. 5. 6. 14:14, 정우 : 교수님 또 어디가심
2020. 5. 6. 14:14, 정우 : 수업안하는중
2020. 5. 6. 14:14, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:15, (알 수 없음) : ㅎ;;;시발
2020. 5. 6. 14:15, (알 수 없음) : 에어팟을 나한테 주려면
2020. 5. 6. 14:15, (알 수 없음) : 직원이 15만원을 내야한대
2020. 5. 6. 14:15, (알 수 없음) : 나보고어쩌라는거지
2020. 5. 6. 14:15, (알 수 없음) : ?
2020. 5. 6. 14:15, (알 수 없음) : 이모티콘 
2020. 5. 6. 14:15, 정우 : ?
2020. 5. 6. 14:15, 정우 : 뭔소리임
2020. 5. 6. 14:16, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:16, 빠충 : 먼소린데
2020. 5. 6. 14:16, (알 수 없음) : 사진
2020. 5. 6. 14:16, 빠충 : 에어팟 그냥 니가 사면 그 돈이겠네
2020. 5. 6. 14:16, (알 수 없음) : 개쌉소리
2020. 5. 6. 14:16, 빠충 : 이새기들
2020. 5. 6. 14:16, 빠충 : 걍 막 지르고
2020. 5. 6. 14:16, 빠충 : 보네
2020. 5. 6. 14:16, 정우 : ?
2020. 5. 6. 14:16, 정우 : ㄹㅇ
2020. 5. 6. 14:16, 정우 : 걍 고객확보할라고
2020. 5. 6. 14:16, 정우 : 질러놓고
2020. 5. 6. 14:16, 정우 : 이제와서
2020. 5. 6. 14:16, 정우 : 아몰랑 그거나아님
2020. 5. 6. 14:16, 이석준 : 일처리 ㅈ같이하네
2020. 5. 6. 14:16, 정우 : 하는거아니여
2020. 5. 6. 14:16, 정우 : ㅅㅂ
2020. 5. 6. 14:16, 빠충 : 대기업에서 일을 그렇게 하시는게 아니고
2020. 5. 6. 14:16, (알 수 없음) : ㄹㅇ
2020. 5. 6. 14:16, 빠충 : 니네갚일을 좆같이한다고
2020. 5. 6. 14:16, 빠충 : ㄱ
2020. 5. 6. 14:16, 정우 : 지들이
2020. 5. 6. 14:16, 정우 : 일을 좆같이했구만 리얼
2020. 5. 6. 14:17, 정우 : 뭐하자는짓?
2020. 5. 6. 14:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:17, 정우 : 진짜 개얼탱
2020. 5. 6. 14:17, 정우 : ;;;;
2020. 5. 6. 14:17, 빠충 : 그러면 그 직원이 말을 하셨으니
2020. 5. 6. 14:17, 빠충 : 그 직원이 책임지시는게 맞겠네고
2020. 5. 6. 14:17, 빠충 : 하면
2020. 5. 6. 14:17, 정우 : ㅇㅇ
2020. 5. 6. 14:17, 빠충 : 되네
2020. 5. 6. 14:17, 빠충 : 문제가 뭐죠
2020. 5. 6. 14:17, (알 수 없음) : 전화좀하고올게
2020. 5. 6. 14:17, 정우 : 저는 그것땜에 여기서한건데
2020. 5. 6. 14:17, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:17, 정우 : 어쨋든 저한테는 주시고
2020. 5. 6. 14:17, 빠충 : 화내고 어셈
2020. 5. 6. 14:17, 빠충 : ㅎㅇㅌ
2020. 5. 6. 14:17, 정우 : 직원이 사비내는건
2020. 5. 6. 14:17, 정우 : 내알바?
2020. 5. 6. 14:17, 정우 : 지들이 싼 똥을
2020. 5. 6. 14:17, 정우 : 왜 우리한테 치우라고 하냐
2020. 5. 6. 14:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:18, 빠충 : 근데 문자로도
2020. 5. 6. 14:18, 빠충 : 일단 거기 직원이 말했다고 인정한 거면
2020. 5. 6. 14:19, (알 수 없음) : ㅅㅂ
2020. 5. 6. 14:19, (알 수 없음) : 저희도돈을못버는데
2020. 5. 6. 14:19, (알 수 없음) : 그래서
2020. 5. 6. 14:19, (알 수 없음) : 어쩔거냐고하니까
2020. 5. 6. 14:19, (알 수 없음) : 5시까지만 기다려봐달래
2020. 5. 6. 14:19, (알 수 없음) : ㅅㅂ
2020. 5. 6. 14:19, 정우 : ㅅㅂ
2020. 5. 6. 14:19, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:19, 정우 : 만약 기다렸는데
2020. 5. 6. 14:19, 정우 : 안되면
2020. 5. 6. 14:19, (알 수 없음) : ㅅㅂ
2020. 5. 6. 14:19, 빠충 : ?
2020. 5. 6. 14:19, (알 수 없음) : 좀뻔뻔하게
2020. 5. 6. 14:19, (알 수 없음) : 안되면안하실거죠
2020. 5. 6. 14:19, (알 수 없음) : 이러길래
2020. 5. 6. 14:20, (알 수 없음) : 아니 그래서 사전예약도
2020. 5. 6. 14:20, (알 수 없음) : 딴데다못걸었는데
2020. 5. 6. 14:20, (알 수 없음) : 뭐하자는거냐고
2020. 5. 6. 14:20, (알 수 없음) : 이러니까
2020. 5. 6. 14:20, (알 수 없음) : 일단5시까지만
2020. 5. 6. 14:20, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뭘 잘햇다고
2020. 5. 6. 14:20, (알 수 없음) : 기다려봐달래
2020. 5. 6. 14:20, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:20, 정우 : 진짜
2020. 5. 6. 14:20, 정우 : 개뻔뻔하네
2020. 5. 6. 14:20, (알 수 없음) : 진짜
2020. 5. 6. 14:20, 정우 : ㅅㅂ
2020. 5. 6. 14:20, (알 수 없음) : 개빡친다
2020. 5. 6. 14:20, 정우 : 뭐냐
2020. 5. 6. 14:20, 빠충 : 안되면 안하죠 시발;
2020. 5. 6. 14:20, (알 수 없음) : 안하는데
2020. 5. 6. 14:20, (알 수 없음) : 씨발 그럼
2020. 5. 6. 14:20, (알 수 없음) : 내가 딴데다
2020. 5. 6. 14:20, (알 수 없음) : 걸었지
2020. 5. 6. 14:20, 정우 : 사전예약모르냐 시발
2020. 5. 6. 14:20, 정우 : ㄹㅇ
2020. 5. 6. 14:20, (알 수 없음) : 사전예약을
2020. 5. 6. 14:20, 빠충 : 니네만 대리점이세요?
2020. 5. 6. 14:20, 빠충 : 하셈
2020. 5. 6. 14:20, (알 수 없음) : 진짜
2020. 5. 6. 14:20, (알 수 없음) : 조패버려
2020. 5. 6. 14:20, (알 수 없음) : ~
2020. 5. 6. 14:20, 빠충 : 별 ㅈ같은게
2020. 5. 6. 14:20, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:21, 정우 : 진짜 개웃기다 근데
2020. 5. 6. 14:21, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:21, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:21, 빠충 : 뭔배짱
2020. 5. 6. 14:21, 빠충 : 대전에 대리점 하나밖에 없는줄;
2020. 5. 6. 14:21, 정우 : ㄹㅇ
2020. 5. 6. 14:21, (알 수 없음) : 진짜
2020. 5. 6. 14:21, (알 수 없음) : 안된다하면
2020. 5. 6. 14:21, 빠충 : ㅇㅋㅃㅇ
2020. 5. 6. 14:21, 정우 : ㄴㄴ
2020. 5. 6. 14:21, 빠충 : 에어팟은
2020. 5. 6. 14:21, 정우 : 에어팟 뜯어내야지
2020. 5. 6. 14:21, 빠충 : 주시고
2020. 5. 6. 14:22, 이석준 : 돈도 주시고
2020. 5. 6. 14:22, 빠충 : 문자 스샷 찍고
2020. 5. 6. 14:22, (알 수 없음) : 진짜
2020. 5. 6. 14:22, 정우 : 에어팟주고 나중에 그거는 니네랑 회사랑 알아서하라고
2020. 5. 6. 14:22, 정우 : 해야지
2020. 5. 6. 14:22, (알 수 없음) : 어이업네
2020. 5. 6. 14:22, 빠충 : 와
2020. 5. 6. 14:22, (알 수 없음) : 하
2020. 5. 6. 14:22, 빠충 : 대리점은
2020. 5. 6. 14:22, 빠충 : 어케 하필
2020. 5. 6. 14:22, (알 수 없음) : 오늘술때릴각이다
2020. 5. 6. 14:22, 빠충 : 쟤를 건드렸지
2020. 5. 6. 14:22, 빠충 : ;
2020. 5. 6. 14:22, 정우 : ㅇㅈ해드림
2020. 5. 6. 14:22, (알 수 없음) : ;;?
2020. 5. 6. 14:22, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:22, (알 수 없음) : 저요ㅠ ?
2020. 5. 6. 14:22, 이석준 : 나 인스타 인플루언서다 하면서 이거 소문내겠다
2020. 5. 6. 14:22, 이석준 : 해보셈
2020. 5. 6. 14:22, 빠충 : ㅇㅇ;
2020. 5. 6. 14:22, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:22, 빠충 : 왜 쟤를 건드렸지
2020. 5. 6. 14:22, (알 수 없음) : 빡처
2020. 5. 6. 14:22, 빠충 : 대리점이 불쌍하군
2020. 5. 6. 14:23, 빠충 : 아니 걍
2020. 5. 6. 14:23, 빠충 : 안되면
2020. 5. 6. 14:23, (알 수 없음) : 그거알지
2020. 5. 6. 14:23, 빠충 : 애플스토어
2020. 5. 6. 14:23, 빠충 : 온라인으로
2020. 5. 6. 14:23, 빠충 : 사셈
2020. 5. 6. 14:23, (알 수 없음) : 나
2020. 5. 6. 14:23, (알 수 없음) : 쿠팡 128기가
2020. 5. 6. 14:23, (알 수 없음) : 햇엇던거;
2020. 5. 6. 14:23, 빠충 : ㅇ?
2020. 5. 6. 14:23, 빠충 : ㅇㅇ
2020. 5. 6. 14:23, (알 수 없음) : 시비ㅓㄹ;
2020. 5. 6. 14:23, (알 수 없음) : 그거15%
2020. 5. 6. 14:23, (알 수 없음) : 할인도
2020. 5. 6. 14:23, (알 수 없음) : 먹혀들어갔는데
2020. 5. 6. 14:23, 빠충 : 그거 64밖에 안남았더라이제
2020. 5. 6. 14:23, (알 수 없음) : 에어팟또있는데
2020. 5. 6. 14:23, (알 수 없음) : 에어팟땜에
2020. 5. 6. 14:23, (알 수 없음) : ㅅㅂ
2020. 5. 6. 14:23, (알 수 없음) : ;
2020. 5. 6. 14:23, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:23, 정우 : ㅅㅂ진짜
2020. 5. 6. 14:23, (알 수 없음) : 존나뭔말주절주절하길래
2020. 5. 6. 14:23, 정우 : 에어팟
2020. 5. 6. 14:23, (알 수 없음) : 정적때림
2020. 5. 6. 14:23, (알 수 없음) : ^^
2020. 5. 6. 14:23, (알 수 없음) : ㅅㅂ
2020. 5. 6. 14:23, 정우 : 뜯어
2020. 5. 6. 14:23, 정우 : ㅅㅂ
2020. 5. 6. 14:23, (알 수 없음) : 개같누!
2020. 5. 6. 14:24, 정우 : 내 에어팟
2020. 5. 6. 14:24, 정우 : ㅅㅂ
2020. 5. 6. 14:24, (알 수 없음) : 정적 ~
2020. 5. 6. 14:24, 정우 : 어그러네
2020. 5. 6. 14:24, (알 수 없음) : 그래서어쩌라는걸까
2020. 5. 6. 14:24, 정우 : 시발
2020. 5. 6. 14:24, 빠충 : 에어팟 없으면
2020. 5. 6. 14:24, 정우 : 나 줘
2020. 5. 6. 14:24, 빠충 : 애플워치
2020. 5. 6. 14:24, 빠충 : 내놓으라고
2020. 5. 6. 14:24, 정우 : 그거받아서
2020. 5. 6. 14:24, 빠충 : 하셈
2020. 5. 6. 14:24, 정우 : 나한테팔라고
2020. 5. 6. 14:24, 정우 : 한거아니냐
2020. 5. 6. 14:24, 정우 : ?
2020. 5. 6. 14:24, 빠충 : ㄴㄴㄴ관상용 한개
2020. 5. 6. 14:24, 빠충 : 그거알지 콜렉터들은
2020. 5. 6. 14:24, 빠충 : 하나 실사용 하나 관상용
2020. 5. 6. 14:24, 정우 : 아
2020. 5. 6. 14:24, 정우 : ㅁㅊ
2020. 5. 6. 14:24, 빠충 : 플렉스슅
2020. 5. 6. 14:24, 정우 : 오재훈부자냐 리얼?
2020. 5. 6. 14:24, 정우 : 존나
2020. 5. 6. 14:25, 정우 : 애플렉스하네
2020. 5. 6. 14:25, 빠충 : 근데 저러면 진짜
2020. 5. 6. 14:25, 빠충 : 내가 귀찮아도 돈 쓰기 시름
2020. 5. 6. 14:25, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:25, (알 수 없음) : 아니근데
2020. 5. 6. 14:25, (알 수 없음) : 좆같은데
2020. 5. 6. 14:25, 빠충 : 그냥 내가 좀 있다 폰 바꾸지 하고 일부러라도 다른데서 할듯
2020. 5. 6. 14:25, (알 수 없음) : 어케더좆같이
2020. 5. 6. 14:25, (알 수 없음) : 하지
2020. 5. 6. 14:25, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:26, (알 수 없음) : 근데안좆같은게
2020. 5. 6. 14:26, (알 수 없음) : 화이트128구하기힘들어서
2020. 5. 6. 14:26, (알 수 없음) : 지금
2020. 5. 6. 14:26, (알 수 없음) : 걔네가
2020. 5. 6. 14:26, (알 수 없음) : 갑이야
2020. 5. 6. 14:26, (알 수 없음) : ㅅㅂ
2020. 5. 6. 14:26, 빠충 : ㅇ?
2020. 5. 6. 14:26, (알 수 없음) : 이게제일좋각음
2020. 5. 6. 14:26, 빠충 : 애플 온라인 스토어
2020. 5. 6. 14:26, 빠충 : 주믄하셈 걍
2020. 5. 6. 14:26, (알 수 없음) : 128화이트
2020. 5. 6. 14:26, (알 수 없음) : 주문하나
2020. 5. 6. 14:26, 빠충 : 진짜
2020. 5. 6. 14:26, 빠충 : 그지같은쉑
2020. 5. 6. 14:26, 정우 : 장난하나~~~~~~~~~~
2020. 5. 6. 14:26, 빠충 : 스토어에서 사면
2020. 5. 6. 14:27, 빠충 : 2주내 묻지마교환된다
2020. 5. 6. 14:27, (알 수 없음) : 아시바
2020. 5. 6. 14:27, (알 수 없음) : 오늘받으려고사전예약햇지근데
2020. 5. 6. 14:27, (알 수 없음) : 아
2020. 5. 6. 14:27, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:27, (알 수 없음) : 아
2020. 5. 6. 14:28, (알 수 없음) : 후
2020. 5. 6. 14:28, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:28, 정우 : 진정해
2020. 5. 6. 14:28, 정우 : 워워
2020. 5. 6. 14:28, 정우 : 근데
2020. 5. 6. 14:28, 정우 : 나같아도 진정안될듯
2020. 5. 6. 14:28, 정우 : ㅅㅂ
2020. 5. 6. 14:28, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:28, 빠충 : 엎어
2020. 5. 6. 14:28, 빠충 : 뭘진정해
2020. 5. 6. 14:28, 정우 : 이모티콘 
2020. 5. 6. 14:28, 빠충 : 엎어엎어
2020. 5. 6. 14:28, (알 수 없음) : 쥐길놈의새끼드
2020. 5. 6. 14:28, (알 수 없음) : ㄹ
2020. 5. 6. 14:28, 정우 : 이모티콘 
2020. 5. 6. 14:28, 빠충 : 이모티콘 
2020. 5. 6. 14:28, 정우 : 이모티콘 
2020. 5. 6. 14:28, 빠충 : 이모티콘 
2020. 5. 6. 14:28, 정우 : 이모티콘 
2020. 5. 6. 14:28, 빠충 : 이모티콘 
2020. 5. 6. 14:28, 정우 : 이모티콘 
2020. 5. 6. 14:28, 빠충 : 이모티콘 
2020. 5. 6. 14:28, 정우 : 이모티콘 
2020. 5. 6. 14:29, 빠충 : 이모티콘 
2020. 5. 6. 14:29, 빠충 : 기요미 이모티콘으로 마무리
2020. 5. 6. 14:29, 재환오빠 : 이모티콘 
2020. 5. 6. 14:29, 정우 : ㄹㅇ
2020. 5. 6. 14:29, 재환오빠 : 이모티콘 
2020. 5. 6. 14:29, 재환오빠 : 이모티콘 
2020. 5. 6. 14:29, 재환오빠 : 이모티콘 
2020. 5. 6. 14:29, 재환오빠 : 이모티콘 
2020. 5. 6. 14:29, 정우 : 갑자기졸귀
2020. 5. 6. 14:29, 재환오빠 : 이모티콘 
2020. 5. 6. 14:29, 정우 : ㅁㅊ
2020. 5. 6. 14:29, 재환오빠 : 어떰
2020. 5. 6. 14:30, (알 수 없음) : 더해줏세요
2020. 5. 6. 14:30, (알 수 없음) : 이모티콘 
2020. 5. 6. 14:30, 재환오빠 : 이모티콘 
2020. 5. 6. 14:30, 재환오빠 : 이모티콘 
2020. 5. 6. 14:30, 재환오빠 : 이모티콘 
2020. 5. 6. 14:30, 재환오빠 : 이모티콘 
2020. 5. 6. 14:30, 재환오빠 : 이모티콘 
2020. 5. 6. 14:30, 재환오빠 : 이모티콘 
2020. 5. 6. 14:30, 재환오빠 : 이모티콘 
2020. 5. 6. 14:30, (알 수 없음) : ㅋㅋㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌ
2020. 5. 6. 14:30, (알 수 없음) : 개보내고싶다
2020. 5. 6. 14:31, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:31, (알 수 없음) : 아
2020. 5. 6. 14:31, (알 수 없음) : 어제잠도안자서
2020. 5. 6. 14:32, (알 수 없음) : 개샹빡치는데
2020. 5. 6. 14:32, (알 수 없음) : 아
2020. 5. 6. 14:32, (알 수 없음) : 코드짜기싫어싫어
2020. 5. 6. 14:32, (알 수 없음) : 오늘날린다
2020. 5. 6. 14:32, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:32, 정우 : ㅠㅠㅠㅠ
2020. 5. 6. 14:32, 정우 : 한잔해줄게
2020. 5. 6. 14:32, 정우 : 서울오셈
2020. 5. 6. 14:32, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:32, (알 수 없음) : 돈이업가
2020. 5. 6. 14:32, (알 수 없음) : 이제...
2020. 5. 6. 14:32, 정우 : ㅇㅋ........
2020. 5. 6. 14:33, (알 수 없음) : 로봇청소기는언제와
2020. 5. 6. 14:33, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 14:33, 정우 : 오면 돌아가는거
2020. 5. 6. 14:33, 정우 : 보여주셈
2020. 5. 6. 14:34, (알 수 없음) : ㅇㅋ
2020. 5. 6. 14:34, (알 수 없음) : 타고다녀야겟다
2020. 5. 6. 14:34, 정우 : 개꿀
2020. 5. 6. 14:38, (알 수 없음) : 갸악갸약
2020. 5. 6. 15:11, 이석준 : 아ㅏㅏㅏㅏ
2020. 5. 6. 15:13, 원준오빠 : 아씨 ㅋㅋㅋ개웃기네 ㅋㅋㅋㅋ으하하하핳하하하
2020. 5. 6. 15:17, (알 수 없음) : 날밤샛더니
2020. 5. 6. 15:17, 원준오빠 : 복습 완료
2020. 5. 6. 15:17, (알 수 없음) : 개뒤지겟다
2020. 5. 6. 15:17, (알 수 없음) : ㅅㅈ
2020. 5. 6. 15:17, 원준오빠 : 야이 대리점 개 쌉 쓰레기들
2020. 5. 6. 15:17, 원준오빠 : 존나 대기업 아쩌구 하는게 존나 극럄이네
2020. 5. 6. 15:17, 원준오빠 : 에어팟 이벤트는 백퍼 지네가 그냥 한거아냐
2020. 5. 6. 15:18, 원준오빠 : 안하실거져
2020. 5. 6. 15:18, 원준오빠 : 개호구로 보네
2020. 5. 6. 15:18, (알 수 없음) : ㄹㅇ
2020. 5. 6. 15:18, 원준오빠 : 이거 안되면
2020. 5. 6. 15:18, (알 수 없음) : 나
2020. 5. 6. 15:18, (알 수 없음) : 버텨서
2020. 5. 6. 15:18, 원준오빠 : 고소 각
2020. 5. 6. 15:18, (알 수 없음) : 에어팟받아올거여
2020. 5. 6. 15:18, 원준오빠 : 굿
2020. 5. 6. 15:18, 원준오빠 : 거기 매장 평점 테러
2020. 5. 6. 15:18, 원준오빠 : 도와드림
2020. 5. 6. 15:19, 원준오빠 : 2시간남았네 이 개옴들
2020. 5. 6. 15:19, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 15:19, 정우 : 진짜ㅡㅡ
2020. 5. 6. 15:19, 정우 : 내놔라 에어팟
2020. 5. 6. 15:19, 정우 : 쌉소리하지말고
2020. 5. 6. 15:19, 정우 : 폰내놓고 에어팟내놓고
2020. 5. 6. 15:20, (알 수 없음) : 샵검색: #버거킹구독
2020. 5. 6. 15:22, 원준오빠 : 오우
2020. 5. 6. 15:22, 원준오빠 : 좋은데,,,?
2020. 5. 6. 15:24, (알 수 없음) : 일주일에한번..!
2020. 5. 6. 15:25, 정우 : 오잉
2020. 5. 6. 15:25, 정우 : 좋네
2020. 5. 6. 15:25, 정우 : 커피구독도 있었나보넵
2020. 5. 6. 15:25, 이석준 : 학교안에 버거킹 있으면 개쌉이득인데
2020. 5. 6. 15:27, (알 수 없음) : 개
2020. 5. 6. 15:27, (알 수 없음) : !
2020. 5. 6. 15:27, 정우 : 개?
2020. 5. 6. 15:28, 정우 : 왈왈
2020. 5. 6. 15:30, 원준오빠 : gay?
2020. 5. 6. 15:30, (알 수 없음) : 형
2020. 5. 6. 15:30, (알 수 없음) : 형은폰언제받아
2020. 5. 6. 15:35, 원준오빠 : 어 그러게ㅐ오늘이네
2020. 5. 6. 15:35, 원준오빠 : 문자 준댔는데
2020. 5. 6. 15:35, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 15:36, 원준오빠 : ㅎ;
2020. 5. 6. 15:36, (알 수 없음) : ㅎㅎ
2020. 5. 6. 15:36, (알 수 없음) : 형도?
2020. 5. 6. 15:36, (알 수 없음) : 야너두..!
2020. 5. 6. 15:36, 정우 : 야너두?
2020. 5. 6. 15:36, 정우 : 야나두!
2020. 5. 6. 15:36, 원준오빠 : 어 나두!
2020. 5. 6. 15:36, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅅㅂ
2020. 5. 6. 15:36, 원준오빠 : 너는 st 매장이지
2020. 5. 6. 15:37, 원준오빠 : 난 kt
2020. 5. 6. 15:37, 원준오빠 : 다 불살라~~
2020. 5. 6. 15:37, (알 수 없음) : 전에스케이티
2020. 5. 6. 15:46, 정우 : 아
2020. 5. 6. 15:46, 정우 : 오늘너무힘들다 진짜
2020. 5. 6. 15:46, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 15:46, (알 수 없음) : 힘내라임마
2020. 5. 6. 15:46, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 6. 15:47, 정우 : 정신이
2020. 5. 6. 15:47, 정우 : 집에간듯
2020. 5. 6. 15:47, 정우 : 아니애초에 집에서 안들고나온듯
2020. 5. 6. 15:48, (알 수 없음) : 정쉰차려랏
2020. 5. 6. 15:48, (알 수 없음) : 연구시리형서울갔다
2020. 5. 6. 15:48, (알 수 없음) : 하이닉스면접보러간다
2020. 5. 6. 15:48, (알 수 없음) : 꺄아ㅏㅏㅏㅏㅏㅏ
2020. 5. 6. 15:48, 정우 : 이열
2020. 5. 6. 15:48, 정우 : 잘보세여
2020. 5. 6. 15:49, (알 수 없음) : 꺄으아아아아어억
2020. 5. 6. 15:49, (알 수 없음) : 끄어어억
