Talk_2021.8.24 13:11-81.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 3월 21일 일요일
2021. 3. 21. 19:27, abyss오재 : 미텻음어제꺼보고잇음?
2021. 3. 22. 10:56, 원준오빠 : 바로걸리ㅜㄴ
2021. 3. 22. 10:56, 경민 : 그렇다누
2021. 3. 22. 10:57, 원준오빠 : 난 월욜보다
2021. 3. 22. 10:57, 원준오빠 : 화욜이 더 무서움
2021. 3. 22. 10:57, 원준오빠 : 아직도 화요일이야..? 되버림
2021. 3. 22. 10:57, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 10:58, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 11:03, abyss오재 : 아진짜수요일
2021. 3. 22. 11:03, abyss오재 : 쉬어야해ㅠ
2021. 3. 22. 11:03, abyss오재 : 내일봄?수요일보?
2021. 3. 22. 11:04, 경민 : 나내일회ㅣ사감
2021. 3. 22. 11:04, 경민 : 사촌오빠랑점심먹으러(
2021. 3. 22. 11:11, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 11:11, abyss오재 : 그래서 내일 밤에 보자는거지?
2021. 3. 22. 11:11, abyss오재 : ;;
2021. 3. 22. 11:11, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 11:11, abyss오재 : ㅅㅂ ㅠ
2021. 3. 22. 11:22, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ^^:;
2021. 3. 22. 11:22, 경민 : 너무벌레같노
2021. 3. 22. 11:22, 경민 : ㅠㅎ
2021. 3. 22. 11:25, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 11:25, 정우 : 내일봄?
2021. 3. 22. 11:25, 정우 : ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
2021. 3. 22. 11:25, 경민 : 밥만먹자 어떰?
2021. 3. 22. 11:25, 정우 : 흠
2021. 3. 22. 11:25, 정우 : 그게될까
2021. 3. 22. 11:25, 정우 : 이모티콘 
2021. 3. 22. 11:25, 경민 : (당연히안되지임마 말이라도)
2021. 3. 22. 11:26, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 11:26, 정우 : 아미친 너무졸리다 개도랐다
2021. 3. 22. 11:28, 경민 : ㅇㅈ;;졸려
2021. 3. 22. 11:30, 경민 : 근데 ㅈㅅ 단잽이짓한번함
2021. 3. 22. 11:30, 경민 : 회사가서일해야짚
2021. 3. 22. 11:30, 경민 : ㅠ
2021. 3. 22. 11:37, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 11:41, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2021. 3. 22. 11:49, abyss오재 : 일마치고오는거아니누,?,?
2021. 3. 22. 11:58, 경민 : 몰라몉시에만나누?
2021. 3. 22. 11:59, abyss오재 : 그때같이아닌가
2021. 3. 22. 12:00, abyss오재 : 원준이형도일마치고오면
2021. 3. 22. 12:00, abyss오재 : 근데우리어디서만나는데
2021. 3. 22. 12:00, abyss오재 : ?
2021. 3. 22. 12:00, 경민 : 엥긋게
2021. 3. 22. 12:01, 경민 : 어디가중간이누이정우는집에서옴?
2021. 3. 22. 12:05, abyss오재 : 그릊
2021. 3. 22. 12:05, abyss오재 : 그러지안나
2021. 3. 22. 12:28, 정우 : ㅇㅇ
2021. 3. 22. 12:28, 경민 : 아하
2021. 3. 22. 12:29, abyss오재 : 그럼;
2021. 3. 22. 12:29, abyss오재 : 어디임?
2021. 3. 22. 12:29, 정우 : 흐음
2021. 3. 22. 12:29, 정우 : 원준이형까지 넷이면
2021. 3. 22. 12:30, 정우 : 다들 적당히 집에 편하게 갈수있는
2021. 3. 22. 12:30, 정우 : 종로나 을지로?
2021. 3. 22. 12:30, abyss오재 : ㅇㅋㅇㅋ
2021. 3. 22. 12:31, abyss오재 : 종로3가랑 을지로3가랑
2021. 3. 22. 12:31, abyss오재 : 가운데어떰
2021. 3. 22. 12:31, abyss오재 : 그래서 2호선타야하는 사람가고
2021. 3. 22. 12:31, abyss오재 : 1호선 3호선
2021. 3. 22. 12:31, abyss오재 : 가고
2021. 3. 22. 12:31, abyss오재 : ㅅㅂ
2021. 3. 22. 12:31, abyss오재 : 개꿀딱인데여기?
2021. 3. 22. 12:31, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 12:31, 경민 : 을3에서ㅜ한방에가느누버스도잇다
2021. 3. 22. 12:31, 경민 : 취해서 오재훈네만 안가면 완벽하누?
2021. 3. 22. 12:31, abyss오재 : 자제 ㄱ
2021. 3. 22. 12:32, 정우 : ㄹㅇ
2021. 3. 22. 12:32, 정우 : 어떰 나의 아이디어
2021. 3. 22. 12:32, 경민 : 좋름
2021. 3. 22. 12:33, 정우 : 이모티콘 
2021. 3. 22. 12:34, 경민 : 가게물색해야하누.,,
2021. 3. 22. 12:36, abyss오재 : 고
2021. 3. 22. 12:36, abyss오재 : 가물 ㄱ
2021. 3. 22. 12:40, 정우 : 가물가물
2021. 3. 22. 12:40, abyss오재 : 가아아무우울
2021. 3. 22. 12:51, 원준오빠 : 가물 ㄱ
2021. 3. 22. 12:51, 원준오빠 : ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 12:51, abyss오재 : 사진
2021. 3. 22. 12:51, abyss오재 : ?나뭐하는새끼
2021. 3. 22. 12:51, 원준오빠 : ㅅㅂ
2021. 3. 22. 12:51, 경민 : ?;
2021. 3. 22. 12:52, abyss오재 : 옛날에수면어플켜져잇을때기록인가봄
2021. 3. 22. 12:52, abyss오재 : 다시켜봐야지;;이번주부터체크들어감
2021. 3. 22. 12:52, 원준오빠 : 목요일이 도랏누
2021. 3. 22. 12:52, 경민 : 사진
2021. 3. 22. 12:52, 경민 : 늦잠;
2021. 3. 22. 12:52, 경민 : 니근데오늘1시간잠?;
2021. 3. 22. 12:53, abyss오재 : 저거2020년데이터
2021. 3. 22. 12:53, abyss오재 : 갑자기켯더니저땓이터나오네
2021. 3. 22. 12:53, abyss오재 : ㅈ금까지 꺼놔서
2021. 3. 22. 12:54, 경민 : ㅁㅊㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 12:54, abyss오재 : 잘자네,,
2021. 3. 22. 12:54, 경민 : 정중간은근데
2021. 3. 22. 12:54, 경민 : 먹을곳업자
2021. 3. 22. 12:57, 원준오빠 : 산수갑산
2021. 3. 22. 12:57, 원준오빠 : 어떰
2021. 3. 22. 12:57, 정우 : ㅁㅊ
2021. 3. 22. 12:57, 정우 : 개좋아
2021. 3. 22. 12:57, 정우 : 가보고싶었는데
2021. 3. 22. 12:57, 원준오빠 : 후후
2021. 3. 22. 12:57, abyss오재 : 샵검색 : #산수갑산
2021. 3. 22. 12:57, 원준오빠 : https://place.map.kakao.com/m/27072121?service=search_m
2021. 3. 22. 12:57, abyss오재 : 내일그럼몇시에만나는데
2021. 3. 22. 12:57, 정우 : 맨날 말만하고
2021. 3. 22. 12:57, 정우 : 한번도못가봤다
2021. 3. 22. 12:57, 원준오빠 : 평점왜이래
2021. 3. 22. 12:57, 정우 : 근데산수갑산 사람존많이던데
2021. 3. 22. 12:57, abyss오재 : 몉시에만나는게
2021. 3. 22. 12:57, abyss오재 : 가능한가요?
2021. 3. 22. 12:58, 정우 : 님들 퇴근시간
2021. 3. 22. 12:58, 정우 : 말해보셈 다들
2021. 3. 22. 12:58, 원준오빠 : 저 6
2021. 3. 22. 12:58, 원준오빠 : 칼6
2021. 3. 22. 12:58, 원준오빠 : 육칼이요
2021. 3. 22. 12:58, abyss오재 : 하잇
2021. 3. 22. 12:58, abyss오재 : 저는내일일찍나오면일찍퇴근이지뭐
2021. 3. 22. 12:58, 원준오빠 : 너는요
2021. 3. 22. 12:58, abyss오재 : 임마~
2021. 3. 22. 12:58, 원준오빠 : 올ㅋ
2021. 3. 22. 12:58, 정우 : 그래 쟤는 뭐
2021. 3. 22. 12:58, 원준오빠 : 임머~~너래방~~
2021. 3. 22. 12:58, 정우 : 5시도 되니까
2021. 3. 22. 12:58, 정우 : 나도 아무때나 되고
2021. 3. 22. 12:58, abyss오재 : 너래방가고싶다....
2021. 3. 22. 12:58, 정우 : ㄹㅇ
2021. 3. 22. 12:59, abyss오재 : 낼도착해서
2021. 3. 22. 12:59, abyss오재 : 각자혼코노
2021. 3. 22. 12:59, abyss오재 : 달리실이정우?
2021. 3. 22. 12:59, 정우 : 못구함
2021. 3. 22. 12:59, abyss오재 : 시발거
2021. 3. 22. 12:59, abyss오재 : 휴
2021. 3. 22. 12:59, abyss오재 : ㅇㅋ
2021. 3. 22. 12:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 12:59, 정우 : ㅅㅂ
2021. 3. 22. 12:59, 정우 : 바로욕나오는거보소
2021. 3. 22. 12:59, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 12:59, 경민 : 나가봄
2021. 3. 22. 12:59, 경민 : 산수갑산
2021. 3. 22. 12:59, 경민 : 걍그럼
2021. 3. 22. 12:59, abyss오재 : 을잘알 ㄱ
2021. 3. 22. 13:00, 경민 : 어떤거
2021. 3. 22. 13:00, 경민 : 먹고싶은데
2021. 3. 22. 13:00, 경민 : 장르
2021. 3. 22. 13:00, 경민 : ?;
2021. 3. 22. 13:01, 경민 : 근데산수갑산
2021. 3. 22. 13:01, 경민 : 나갔을때는
2021. 3. 22. 13:01, 경민 : 웨이팅 조오ㅗㅇ온나
2021. 3. 22. 13:01, 경민 : 길엇엇는데
2021. 3. 22. 13:06, abyss오재 : 난다조훔;
2021. 3. 22. 13:06, 정우 : 나도이래서 못가봄
2021. 3. 22. 13:06, 정우 : ㅠ
2021. 3. 22. 13:06, 정우 : 그럼너는 물먹으셈
2021. 3. 22. 13:06, 정우 : 어떰
2021. 3. 22. 13:06, abyss오재 : 좆까셈
2021. 3. 22. 13:06, abyss오재 : 어떰?
2021. 3. 22. 13:06, 정우 : 씨발
2021. 3. 22. 13:06, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 13:06, abyss오재 : ㅈㅅ;
2021. 3. 22. 13:06, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 13:06, 정우 : 나도;;ㅈㅅ
2021. 3. 22. 13:07, 정우 : 인성은 망가졌지만
2021. 3. 22. 13:07, 정우 : 훈훈하게 마무리했다
2021. 3. 22. 13:07, abyss오재 : ㅇㅈ
2021. 3. 22. 13:08, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 13:09, 경민 : 긍데
2021. 3. 22. 13:09, 경민 : 가도되긴함
2021. 3. 22. 13:09, 경민 : 산스갑산
2021. 3. 22. 13:09, 경민 : 사람덜잇지않을가
2021. 3. 22. 13:09, 경민 : ?
2021. 3. 22. 13:10, abyss오재 : 어쒸발
2021. 3. 22. 13:10, abyss오재 : 이어폰왼쪽 고장났어 ㅠ;
2021. 3. 22. 13:11, abyss오재 : 5년썻으니고장날만한가;
2021. 3. 22. 13:11, abyss오재 : 하쉬;;
2021. 3. 22. 13:13, abyss오재 : ^^이어폰회사망햇네
2021. 3. 22. 13:13, abyss오재 : 약 8개월동안 저에게 좋은 소리를 들려줬던 이어폰입니다.
그런데 이 이어폰을 만든 다이나믹모션이 파산을 했다는 얘기를 접했습니다.
 DM200h를 만들고 호평을 받은뒤 일본에서 DM300을 공개했고 엄청난 평가를 받았는데 말이죠.
[출처] 다이나믹모션 DM100 후기 그리고 다이나믹모션의 몰락|작성자 릴리저
2021. 3. 22. 13:13, 정우 : ㅠ
2021. 3. 22. 13:14, 정우 : 아맞다
2021. 3. 22. 13:14, 정우 : 면접간다고 메일보내야하네
2021. 3. 22. 13:14, 정우 : 하.........시바
2021. 3. 22. 13:14, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 13:14, 정우 : 또 화를억누르고
2021. 3. 22. 13:14, abyss오재 : ㅠ
2021. 3. 22. 13:14, 정우 : 메일을써볼까
2021. 3. 22. 13:14, 정우 : 씨발
2021. 3. 22. 13:14, 정우 : 진짜 인생시발이다
2021. 3. 22. 13:14, 정우 : 에휴........
2021. 3. 22. 13:15, 경민 : 힝구
2021. 3. 22. 13:15, abyss오재 : 쯔압
2021. 3. 22. 13:15, abyss오재 : 오늘집가서 번들이어폰꺼내봐야겠네....
2021. 3. 22. 13:15, abyss오재 : ㅠ 5년동앙ㄴ잘썼으니 보내주기 가능 ㅠ?
2021. 3. 22. 13:15, 경민 : 야애플그
2021. 3. 22. 13:15, 경민 : ㄱㄴㄱㄴ
2021. 3. 22. 13:15, 경민 : 헤그폰
2021. 3. 22. 13:15, 경민 : 쩔드라
2021. 3. 22. 13:15, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 13:15, abyss오재 : 스튜디오
2021. 3. 22. 13:15, abyss오재 : ?
2021. 3. 22. 13:16, abyss오재 : 애어팟맥스라고하는구나
2021. 3. 22. 13:17, abyss오재 : 아유선이어폰
2021. 3. 22. 13:17, abyss오재 : 살계획은없었는데?
2021. 3. 22. 13:17, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 13:18, 경민 : ㅇㅇ이거
2021. 3. 22. 13:18, 경민 : 노이즈캔슬절더라
2021. 3. 22. 13:20, abyss오재 : ㅇㅏ이거
2021. 3. 22. 13:20, abyss오재 : 내가 몸을 이리저리왔다갔다하니까
2021. 3. 22. 13:20, abyss오재 : 어쩌면 양쪽다 나오네
2021. 3. 22. 13:20, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 13:22, abyss오재 : 에맥,,
2021. 3. 22. 13:23, 경민 : ㅊㅋ
2021. 3. 22. 13:29, abyss오재 : ㅜ
2021. 3. 22. 13:29, abyss오재 : 안나온다
2021. 3. 22. 13:30, abyss오재 : 그럼내일일단
2021. 3. 22. 13:30, abyss오재 : 몇시쯤까지가능한거지
2021. 3. 22. 13:38, 정우 : 6시반?
2021. 3. 22. 13:38, 정우 : 이면 되지않을까
2021. 3. 22. 13:38, abyss오재 : 니
2021. 3. 22. 13:38, abyss오재 : 을지로까지얼마걸림
2021. 3. 22. 13:39, 정우 : 30분
2021. 3. 22. 13:39, abyss오재 : 사진
2021. 3. 22. 13:39, abyss오재 : 학교에서바로가는거잇다;
2021. 3. 22. 13:39, abyss오재 : ,,?
2021. 3. 22. 13:40, abyss오재 : 지릿다리
2021. 3. 22. 13:40, abyss오재 : ;
2021. 3. 22. 13:40, 경민 : 버스막힐듯
2021. 3. 22. 13:40, abyss오재 : 5시에가면
2021. 3. 22. 13:40, abyss오재 : 6시반까진
2021. 3. 22. 13:40, abyss오재 : 가겠지
2021. 3. 22. 13:41, 정우 : 그냥
2021. 3. 22. 13:41, 정우 : 지하철타라;;;
2021. 3. 22. 13:41, abyss오재 : 지하철까지가는데도
2021. 3. 22. 13:41, abyss오재 : 20분임;
2021. 3. 22. 13:41, abyss오재 : ㅠ알아서할게
2021. 3. 22. 13:41, 정우 : 근데
2021. 3. 22. 13:41, 정우 : ㅇㅋ
2021. 3. 22. 13:41, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 13:41, 정우 : 알아서한다니까
2021. 3. 22. 13:41, 정우 : 말안함
2021. 3. 22. 13:41, 정우 : ㅈㅅ
2021. 3. 22. 13:41, abyss오재 : ㅇㅋㅇㅋ
2021. 3. 22. 13:41, 정우 : 대신늦으면 존나지랄함
2021. 3. 22. 13:41, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 13:41, abyss오재 : ㅇㅋㅇㅋ
2021. 3. 22. 13:42, 정우 : 이모티콘 
2021. 3. 22. 13:42, abyss오재 : 수요일오전10시
2021. 3. 22. 13:42, abyss오재 : 회의있따
2021. 3. 22. 13:42, abyss오재 : 교수님이랑
2021. 3. 22. 13:42, 정우 : ㅎ축구팀애들 하도 쳐늦게다녀서
2021. 3. 22. 13:42, 정우 : 지랄하는거습관됨
2021. 3. 22. 13:42, 정우 : ㅈㅅㅈㅅ
2021. 3. 22. 13:42, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅅㅂ 회의전날마다이러네
2021. 3. 22. 13:42, abyss오재 : ^^
2021. 3. 22. 13:42, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 13:42, abyss오재 : 내일작먹
2021. 3. 22. 13:42, 정우 : 니 또
2021. 3. 22. 13:42, 정우 : 회의
2021. 3. 22. 13:42, 정우 : 교수님이
2021. 3. 22. 13:42, 정우 : 재훈아 어디갔다왔니
2021. 3. 22. 13:42, abyss오재 : 온라인일듯내일은
2021. 3. 22. 13:42, 정우 : 아뭐야
2021. 3. 22. 13:42, 정우 : 개꿀이네
2021. 3. 22. 13:42, abyss오재 : 학교와서정신차려야함
2021. 3. 22. 13:42, abyss오재 : ㅠ
2021. 3. 22. 13:43, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 13:43, 경민 : 내일나고
2021. 3. 22. 13:43, 경민 : 사리기가능
2021. 3. 22. 13:43, 경민 : 저녁...으러다가
2021. 3. 22. 13:43, 경민 : 잔잔바리하게
2021. 3. 22. 13:43, 경민 : 먹고 집 ㄱ
2021. 3. 22. 13:43, abyss오재 : 늦을
2021. 3. 22. 13:43, abyss오재 : 수가없다
2021. 3. 22. 13:43, abyss오재 : 나는
2021. 3. 22. 13:43, abyss오재 : ㅇㅇ 잔잔하게
2021. 3. 22. 13:43, abyss오재 : 1인1병씩만
2021. 3. 22. 13:43, 정우 : 휴
2021. 3. 22. 13:43, abyss오재 : 하면조금
2021. 3. 22. 13:44, abyss오재 : 아쉽겟지..?
2021. 3. 22. 13:44, 정우 : 그거쉽지않은데
2021. 3. 22. 13:44, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 13:44, abyss오재 : 1.5병씩만
2021. 3. 22. 13:44, abyss오재 : 하고헤어지자
2021. 3. 22. 13:44, 정우 : 하 메일보냈고
2021. 3. 22. 13:44, 정우 : 빠르게 삼성지원
2021. 3. 22. 13:44, 정우 : ㄱ나다
2021. 3. 22. 13:44, 정우 : 간다
2021. 3. 22. 13:44, abyss오재 : 나
2021. 3. 22. 13:44, 정우 : 개같은.........쉬바
2021. 3. 22. 13:44, abyss오재 : 늦을수가없음
2021. 3. 22. 13:44, abyss오재 : 버스가 1호선 라인을 들림
2021. 3. 22. 13:44, 정우 : 늦지마라
2021. 3. 22. 13:44, abyss오재 : 꼬우면 내려서 지철타면됨
2021. 3. 22. 13:44, 정우 : ㅇㅋㅇㅋ
2021. 3. 22. 13:44, 정우 : 내일 오랜만에
2021. 3. 22. 13:44, 경민 : ?달리노
2021. 3. 22. 13:44, 정우 : 로또나사볼까
2021. 3. 22. 13:44, 경민 : 나는 0.5병만 마시겟음
2021. 3. 22. 13:44, 경민 : 어떰?
2021. 3. 22. 13:44, 정우 : 엥
2021. 3. 22. 13:44, abyss오재 : 구라
2021. 3. 22. 13:44, abyss오재 : 작작쳐
2021. 3. 22. 13:44, 정우 : 엥?
2021. 3. 22. 13:44, 정우 : 엥??
2021. 3. 22. 13:44, 정우 : 엥???
2021. 3. 22. 13:44, 정우 : 엥????
2021. 3. 22. 13:44, 경민 : 씨방;;;ㅎ
2021. 3. 22. 13:44, 정우 : 엥?????
2021. 3. 22. 13:44, abyss오재 : 쓸없말
2021. 3. 22. 13:45, abyss오재 : 무시
2021. 3. 22. 13:45, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 13:45, 경민 : 이미지조졋노
2021. 3. 22. 13:45, 정우 : 아니근데
2021. 3. 22. 13:45, 정우 : 어제아빠랑나랑 딱1병씩먹었는데
2021. 3. 22. 13:45, 정우 : 진짜 쌉멀쩡
2021. 3. 22. 13:45, 경민 : ㅇㅇ
2021. 3. 22. 13:45, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 13:45, 경민 : 강채뉴
2021. 3. 22. 13:45, 경민 : 으니나
2021. 3. 22. 13:45, abyss오재 : 그니까
2021. 3. 22. 13:45, 경민 : 지금
2021. 3. 22. 13:45, abyss오재 : 1.5병씩,,
2021. 3. 22. 13:45, 경민 : 2주째
2021. 3. 22. 13:45, 경민 : 하루빼고매일
2021. 3. 22. 13:45, 경민 : 술마심
2021. 3. 22. 13:45, 경민 : ;
2021. 3. 22. 13:45, abyss오재 : ㅊㅋㅊㅋ
2021. 3. 22. 13:45, 경민 : 간
2021. 3. 22. 13:45, 정우 : 나는
2021. 3. 22. 13:45, 경민 : 버러지됨
2021. 3. 22. 13:45, 정우 : 3일동안달림;;;
2021. 3. 22. 13:45, 경민 : 지금도머리아파ㅏ
2021. 3. 22. 13:45, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 13:45, abyss오재 : ㅉㅉ,,벌레들
2021. 3. 22. 13:45, 정우 : ㄱㅊ
2021. 3. 22. 13:45, 정우 : 오늘
2021. 3. 22. 13:45, 경민 : 근데
2021. 3. 22. 13:45, 정우 : 쉬잖아?
2021. 3. 22. 13:45, 경민 : ㅎ
2021. 3. 22. 13:45, abyss오재 : 안쉬나봄
2021. 3. 22. 13:45, 경민 : 맞음오늘침대에누어서
2021. 3. 22. 13:45, 경민 : 힘들어하는중
2021. 3. 22. 13:46, 경민 : 와인조짐당함
2021. 3. 22. 13:46, 경민 : 배도라지즙먹어얒
2021. 3. 22. 13:46, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 13:46, 경민 : 엄마가보내줌
2021. 3. 22. 13:46, abyss오재 : 좋누
2021. 3. 22. 15:38, abyss오재 : 아
2021. 3. 22. 15:38, abyss오재 : 존나
2021. 3. 22. 15:38, abyss오재 : 하기싫다!!!!
2021. 3. 22. 15:38, abyss오재 : ㅁㅊ
2021. 3. 22. 15:40, 정우 : 하지마하지마
2021. 3. 22. 15:40, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 15:45, abyss오재 : ㅠ
2021. 3. 22. 15:45, abyss오재 : 그러고싶다
2021. 3. 22. 15:45, abyss오재 : 하지만오ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ늘
2021. 3. 22. 15:45, abyss오재 : 하나는
2021. 3. 22. 15:45, abyss오재 : 마무리를
2021. 3. 22. 15:45, abyss오재 : 해야겟디
2021. 3. 22. 15:45, 정우 : 저는
2021. 3. 22. 15:45, 정우 : 누워봅니다
2021. 3. 22. 15:48, abyss오재 : 갸부럽다
2021. 3. 22. 15:48, abyss오재 : 갸꿀
2021. 3. 22. 15:48, abyss오재 : 아는형이오늘밤에뭐하녜
2021. 3. 22. 15:48, abyss오재 : ^^
2021. 3. 22. 15:48, abyss오재 : 하는거없습니다
2021. 3. 22. 15:52, 원준오빠 : 오재 인싸누
2021. 3. 22. 15:53, abyss오재 : 갸꿀딱
2021. 3. 22. 15:53, abyss오재 : 수학과형이랑
2021. 3. 22. 15:53, 원준오빠 : 나는?ㅡㅡ
2021. 3. 22. 15:54, abyss오재 : 오라고
2021. 3. 22. 15:54, abyss오재 : 안오고머하누진짜
2021. 3. 22. 15:54, abyss오재 : 킹받게
2021. 3. 22. 15:58, 원준오빠 : ㅎㅋ
2021. 3. 22. 15:58, 원준오빠 : ㅈㅅ
2021. 3. 22. 15:58, 원준오빠 : 킹좀더받우셈
2021. 3. 22. 15:58, abyss오재 : 형
2021. 3. 22. 15:58, abyss오재 : 진짜
2021. 3. 22. 15:58, abyss오재 : 킹원준하샘
2021. 3. 22. 15:59, 원준오빠 : 암더킹!!!!!
2021. 3. 22. 16:00, abyss오재 : 지민이야 형이?
2021. 3. 22. 16:01, abyss오재 : 여기서지민은 비티에스지민말고
2021. 3. 22. 16:01, abyss오재 : 에이오에이쓰레기지민을말함
2021. 3. 22. 16:01, abyss오재 : 휴
2021. 3. 22. 16:03, abyss오재 : 아어떻게
2021. 3. 22. 16:03, abyss오재 : 영어지문일분을
2021. 3. 22. 16:03, abyss오재 : 안틀리고못읽지;?
2021. 3. 22. 16:03, abyss오재 : 븅신이ㅣ다진짜
2021. 3. 22. 16:06, 이석준 : 한글은 가능?
2021. 3. 22. 16:06, 이석준 : 요새 한글도 오래 못보겠던데
2021. 3. 22. 16:06, 이석준 : 책보면 집중 안된다
2021. 3. 22. 16:07, abyss오재 : 한글은읽ㄱ는
2021. 3. 22. 16:07, abyss오재 : 가눙하지않응까,
2021. 3. 22. 16:07, abyss오재 : 아니 소리내서읽는거
2021. 3. 22. 16:07, abyss오재 : 이래힘든일임
2021. 3. 22. 16:07, abyss오재 : ;?
2021. 3. 22. 16:14, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 3. 22. 16:14, 원준오빠 : 암더머더퍼킨탑머들
2021. 3. 22. 16:14, 원준오빠 : 왕따시키는건천좨
