Talk_2021.8.24 13:11-85.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 6월 24일 목요일
2021. 6. 24. 22:35, abyss오재 : 일단 얼찜먼저한다
2021. 6. 25. 02:31, abyss오재 : 낼아침에신경질낼듯
2021. 6. 25. 02:31, abyss오재 : 인성무너진수준
2021. 6. 25. 02:31, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:31, 경민 : ㅇㅈㅇㅈ
2021. 6. 25. 02:31, abyss오재 : 어찌됐든와서일할건데 그게 아빠는아니란걸아니까
2021. 6. 25. 02:31, 경민 : 조금만 침착하고마음을가라앉히고
2021. 6. 25. 02:31, abyss오재 : 물론부산서울운전도일이고
2021. 6. 25. 02:31, 경민 : 말을해보자
2021. 6. 25. 02:32, abyss오재 : 그래야겟다
2021. 6. 25. 02:32, 경민 : 닭발집문열엇네
2021. 6. 25. 02:32, 경민 : 닭바먹고싶어
2021. 6. 25. 02:32, abyss오재 : ㅎ
2021. 6. 25. 02:32, abyss오재 : ㅎㅇ?
2021. 6. 25. 02:32, abyss오재 : ㄱ
2021. 6. 25. 02:32, 경민 : ㄴㄴ
2021. 6. 25. 02:32, abyss오재 : ㅇㅋ
2021. 6. 25. 02:32, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:32, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:32, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:32, 경민 : 삭제된 메시지입니다. 
2021. 6. 25. 02:32, 경민 : 아 나
2021. 6. 25. 02:32, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:32, 경민 : 오
2021. 6. 25. 02:32, 경민 : 굳
2021. 6. 25. 02:32, 경민 : 엥
2021. 6. 25. 02:32, 경민 : 삭제된 메시지입니다. 
2021. 6. 25. 02:32, 경민 : 삭제된 메시지입니다. 
2021. 6. 25. 02:32, 경민 : ?
2021. 6. 25. 02:32, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:32, 경민 : ㅁㅊ
2021. 6. 25. 02:32, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:32, 경민 : 삭제된 메시지입니다. 
2021. 6. 25. 02:32, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:33, 경민 : 삭제된 메시지입니다. 
2021. 6. 25. 02:33, 경민 : ㅅㅂ
2021. 6. 25. 02:33, 경민 : 삭제된 메시지입니다. 
2021. 6. 25. 02:33, 경민 : 어떰
2021. 6. 25. 02:33, 경민 : 다지움
2021. 6. 25. 02:33, abyss오재 : 강만에숳먹으니젛네
2021. 6. 25. 02:33, abyss오재 : 하하하하
2021. 6. 25. 02:33, abyss오재 : 우유유어야징
2021. 6. 25. 02:33, abyss오재 : 우유먹어야쥥
2021. 6. 25. 02:34, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:34, 경민 : 야
2021. 6. 25. 02:34, 경민 : 아니너때먼에
2021. 6. 25. 02:34, 경민 : 까먹엇잔아할말
2021. 6. 25. 02:34, 경민 : 치고들어와가지고
2021. 6. 25. 02:34, 경민 : 야니
2021. 6. 25. 02:34, 경민 : 덜지웟다
2021. 6. 25. 02:34, 경민 : 위에가보셈
2021. 6. 25. 02:34, abyss오재 : 젤중요한걸
2021. 6. 25. 02:35, abyss오재 : 안지웟누
2021. 6. 25. 02:35, abyss오재 : 맘네
2021. 6. 25. 02:35, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:35, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:35, abyss오재 : ㅎㅎ
2021. 6. 25. 02:35, abyss오재 : 호호
2021. 6. 25. 02:35, abyss오재 : 하하
2021. 6. 25. 02:35, abyss오재 : 우유머글까비타오백먹을까
2021. 6. 25. 02:35, abyss오재 : 아니근데진짜해방타운
2021. 6. 25. 02:35, abyss오재 : 장윤정컷이라도봐죠
2021. 6. 25. 02:35, abyss오재 : 도연우존나웃겨
2021. 6. 25. 02:35, abyss오재 : 표정이
2021. 6. 25. 02:35, abyss오재 : 존나심각하거든
2021. 6. 25. 02:36, abyss오재 : 근데내가볼때그표정은
2021. 6. 25. 02:36, abyss오재 : 와내가아내를이렇게몰랏나표정
2021. 6. 25. 02:36, abyss오재 : 울거같음
2021. 6. 25. 02:36, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데장윤정이너무웃겨ㅠ
2021. 6. 25. 02:36, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:36, 경민 : 찾아오셈..
2021. 6. 25. 02:36, 경민 : 아
2021. 6. 25. 02:36, 경민 : 갑자기
2021. 6. 25. 02:36, 경민 : 생각남아까하려던말
2021. 6. 25. 02:36, abyss오재 : ㄱ
2021. 6. 25. 02:36, 경민 : 집에체중계고장나서
2021. 6. 25. 02:37, 경민 : 제주도다녀온뒤로몸무게를
2021. 6. 25. 02:37, 경민 : 못재고잇거든?근데
2021. 6. 25. 02:37, 경민 : 나피티
2021. 6. 25. 02:37, 경민 : 다음주에10번끝나서
2021. 6. 25. 02:37, 경민 : 인바디해보재는데
2021. 6. 25. 02:37, 경민 : ㅅㅂ살쪄잇을거같아
2021. 6. 25. 02:37, abyss오재 : 우리집에체중게잇는데
2021. 6. 25. 02:37, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:37, abyss오재 : ㅂㄹ빌려가실?
2021. 6. 25. 02:37, 경민 : 아니새로삿지
2021. 6. 25. 02:37, 경민 : 내일얼듯
2021. 6. 25. 02:37, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:37, 경민 : 빌려가는게더힘들다
2021. 6. 25. 02:37, abyss오재 : ㅇㅈ
2021. 6. 25. 02:37, abyss오재 : 아나티비보면
2021. 6. 25. 02:37, 경민 : ㅇㅇ
2021. 6. 25. 02:37, abyss오재 : 너무스트레스받는거아까
2021. 6. 25. 02:37, abyss오재 : 재환이형한테도얘기햇는데
2021. 6. 25. 02:37, 경민 : ㅇㅇ
2021. 6. 25. 02:38, abyss오재 : 밥솥연다고 박수쳐주고
2021. 6. 25. 02:38, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:38, 경민 : ㅅㅂ
2021. 6. 25. 02:38, abyss오재 : 음쓰구분한다고박수쳐주고
2021. 6. 25. 02:38, abyss오재 : 진짜존나극혐임
2021. 6. 25. 02:38, 경민 : 보지마셈
2021. 6. 25. 02:38, abyss오재 : 진짜
2021. 6. 25. 02:38, 경민 : ;
2021. 6. 25. 02:38, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:38, 경민 : 아
2021. 6. 25. 02:38, abyss오재 : 나머진잼게봄
2021. 6. 25. 02:38, 경민 : 달방하나보고자야겟다;
2021. 6. 25. 02:38, abyss오재 : ㅅㅂ다른세상이구나이러고보는데
2021. 6. 25. 02:38, abyss오재 : 진짜
2021. 6. 25. 02:38, 경민 : 80ㄱ돌파햇음
2021. 6. 25. 02:38, 경민 : 곧100찍을듯
2021. 6. 25. 02:38, abyss오재 : 곧이네
2021. 6. 25. 02:38, abyss오재 : 니그
2021. 6. 25. 02:38, abyss오재 : 하이브
2021. 6. 25. 02:38, abyss오재 : 버터과자는
2021. 6. 25. 02:38, 경민 : ㅇㅇ
2021. 6. 25. 02:38, abyss오재 : 추천
2021. 6. 25. 02:38, abyss오재 : 안하나
2021. 6. 25. 02:38, 경민 : 엥
2021. 6. 25. 02:38, abyss오재 : 진이메이플
2021. 6. 25. 02:38, 경민 : 저터과자
2021. 6. 25. 02:38, 경민 : 그게먼데
2021. 6. 25. 02:38, abyss오재 : ...?
2021. 6. 25. 02:39, abyss오재 : 논란됏자ㅏㄴ
2021. 6. 25. 02:39, abyss오재 : 추첨하다가
2021. 6. 25. 02:39, 경민 : 그런거모르는데
2021. 6. 25. 02:39, abyss오재 : 샵검색 : #하이브 버터쿠키
2021. 6. 25. 02:39, abyss오재 : 그리고 진
2021. 6. 25. 02:39, abyss오재 : 메이플 심사위원
2021. 6. 25. 02:39, abyss오재 : 된건아나..?
2021. 6. 25. 02:39, 경민 : 모르지
2021. 6. 25. 02:39, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:39, abyss오재 : 샵검색 : #진 심사위원
2021. 6. 25. 02:39, 경민 : 엥버터노래낸게
2021. 6. 25. 02:39, 경민 : 하이브꺼임저거?
2021. 6. 25. 02:39, abyss오재 : 버터쿠키
2021. 6. 25. 02:39, abyss오재 : 방시혁이만든거
2021. 6. 25. 02:40, abyss오재 : 쿠키가 굿즈느낌으로
2021. 6. 25. 02:40, abyss오재 : 한건데존맛탱이라
2021. 6. 25. 02:40, abyss오재 : 니왜
2021. 6. 25. 02:40, 경민 : 아하
2021. 6. 25. 02:40, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:40, abyss오재 : 옛날보느라
2021. 6. 25. 02:40, abyss오재 : 따라오는게
2021. 6. 25. 02:40, 경민 : ㅇㅇ...
2021. 6. 25. 02:40, abyss오재 : 살짝느리네
2021. 6. 25. 02:40, 경민 : 느림
2021. 6. 25. 02:40, 경민 : ㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:40, 경민 : 그리고
2021. 6. 25. 02:40, abyss오재 : 오늘은또
2021. 6. 25. 02:40, 경민 : 저런거
2021. 6. 25. 02:40, 경민 : 덕질한다고
2021. 6. 25. 02:40, 경민 : 찾아보는스타일이
2021. 6. 25. 02:40, 경민 : 아님
2021. 6. 25. 02:40, 경민 : 어케앎저런걸
2021. 6. 25. 02:40, 경민 : ;
2021. 6. 25. 02:40, abyss오재 : ,,?
2021. 6. 25. 02:40, abyss오재 : 난왜알쥐
2021. 6. 25. 02:40, abyss오재 : 쫍쫍
2021. 6. 25. 02:40, 경민 : 너눈
2021. 6. 25. 02:40, 경민 : 다알잔아;
2021. 6. 25. 02:40, 경민 : ㅇ아버터쿠키
2021. 6. 25. 02:40, 경민 : 맛잇겟다
2021. 6. 25. 02:40, 경민 : ㅅㅂ배고파
2021. 6. 25. 02:40, abyss오재 : 저거원래추첨제엿는데
2021. 6. 25. 02:40, abyss오재 : 이제또바뀐다는거같은데
2021. 6. 25. 02:41, abyss오재 : 야근데새벽이니까말하는데
2021. 6. 25. 02:41, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:41, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:41, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:42, abyss오재 : 허재 아재귀엽다
2021. 6. 25. 02:42, abyss오재 : 이거약간 프로의도가
2021. 6. 25. 02:42, abyss오재 : 가족에서벗어나도가족인거같은느낌이네
2021. 6. 25. 02:43, abyss오재 : 막화할때쯤 그래도가족입니다
2021. 6. 25. 02:43, abyss오재 : 이러면서끝날거같다
2021. 6. 25. 02:44, 경민 : ㅅㅂ궁금해서
2021. 6. 25. 02:44, 경민 : 버터쿠키찾아보는데
2021. 6. 25. 02:44, 경민 : 버ㅓㅌ링이랑맛거의똑같대
2021. 6. 25. 02:45, 경민 : 엥
2021. 6. 25. 02:45, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:45, 경민 : 머지움
2021. 6. 25. 02:45, 경민 : 못봄
2021. 6. 25. 02:45, 경민 : ;
2021. 6. 25. 02:45, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:45, abyss오재 : ㅎ
2021. 6. 25. 02:45, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:45, 경민 : ;;
2021. 6. 25. 02:45, abyss오재 : 솔직히
2021. 6. 25. 02:45, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:45, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:45, 경민 : 삭제된 메시지입니다. 
2021. 6. 25. 02:45, 경민 : 삭제된 메시지입니다. 
2021. 6. 25. 02:45, abyss오재 : 이정도면
2021. 6. 25. 02:45, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:45, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:46, 경민 : 시바
2021. 6. 25. 02:46, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:46, 경민 : 계ㅛㅗㄱ말하고지우는거개웃겨ㅠ
2021. 6. 25. 02:46, 경민 : 아니근데
2021. 6. 25. 02:46, 경민 : 버터쿠키맛잇겟다
2021. 6. 25. 02:46, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:46, 경민 : 아니근데나는잇자나
2021. 6. 25. 02:46, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:46, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:46, 경민 : 아
2021. 6. 25. 02:46, 경민 : 제니쿠키ㅠ존나
2021. 6. 25. 02:46, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:46, 경민 : 마싯겟다ㅠ
2021. 6. 25. 02:46, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:46, 경민 : 제니쿠키먹어봣나
2021. 6. 25. 02:46, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:46, 경민 : 나쿠키안조아하는데
2021. 6. 25. 02:46, 경민 : 제쿠
2021. 6. 25. 02:46, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:46, 경민 : 개존맛탱구리로먹음
2021. 6. 25. 02:46, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:46, 경민 : 또먹고싶네
2021. 6. 25. 02:46, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:46, 경민 : ㅇㅇ
2021. 6. 25. 02:46, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:46, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:46, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:46, 경민 : ㅇㅇ
2021. 6. 25. 02:46, 경민 : 마니사오셧나
2021. 6. 25. 02:46, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:47, 경민 : 아
2021. 6. 25. 02:47, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:47, 경민 : 배고파서잠못자겟는데
2021. 6. 25. 02:47, 경민 : ㅇㅇ
2021. 6. 25. 02:47, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:47, abyss오재 : 이러고잇엇음
2021. 6. 25. 02:47, 경민 : 그냥
2021. 6. 25. 02:47, abyss오재 : ;?;?
2021. 6. 25. 02:47, 경민 : 특이한거모루겟고존맛인데
2021. 6. 25. 02:47, 경민 : ㅎ
2021. 6. 25. 02:47, 경민 : 아
2021. 6. 25. 02:47, abyss오재 : 걍입에녹고
2021. 6. 25. 02:47, 경민 : 배고파
2021. 6. 25. 02:47, abyss오재 : 그런거쟈나
2021. 6. 25. 02:47, 경민 : 눈감고
2021. 6. 25. 02:47, 경민 : 자야겟더
2021. 6. 25. 02:47, abyss오재 : 하이튼
2021. 6. 25. 02:47, 경민 : 눈뜨면바로
2021. 6. 25. 02:47, abyss오재 : 니
2021. 6. 25. 02:47, 경민 : 쿰척한다
2021. 6. 25. 02:47, 경민 : ㅇㅇ
2021. 6. 25. 02:47, abyss오재 : 해방타운함봐라
2021. 6. 25. 02:47, abyss오재 : 이거보면
2021. 6. 25. 02:47, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:47, 경민 : ㅇㅋ
2021. 6. 25. 02:47, abyss오재 : 결혼하고싶어할듯
2021. 6. 25. 02:47, 경민 : 샵검색 : #해방타운
2021. 6. 25. 02:47, 경민 : 나는
2021. 6. 25. 02:47, abyss오재 : 이거엔딩무조건결혼이다
2021. 6. 25. 02:47, 경민 : 원래
2021. 6. 25. 02:47, 경민 : 하고싶어햇는데요
2021. 6. 25. 02:47, 경민 : ;
2021. 6. 25. 02:47, abyss오재 : ㅇㅇ
2021. 6. 25. 02:47, 경민 : ㅠ
2021. 6. 25. 02:47, abyss오재 : 근데이게뭐냐면
2021. 6. 25. 02:47, 경민 : 웅
2021. 6. 25. 02:47, abyss오재 : 결혼한사람들한테
2021. 6. 25. 02:48, abyss오재 : 혼자의시간주는
2021. 6. 25. 02:48, abyss오재 : 그런거거든
2021. 6. 25. 02:48, abyss오재 : 근데엔딩이항상
2021. 6. 25. 02:48, 경민 : 저거티빙에잇나
2021. 6. 25. 02:48, abyss오재 : 그래도남편
2021. 6. 25. 02:48, abyss오재 : ㅇㅇ
2021. 6. 25. 02:48, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:48, 경민 : ㅇㅋㅇㅋ
2021. 6. 25. 02:48, 경민 : 내일봐봄
2021. 6. 25. 02:48, abyss오재 : 재밋음 ㅠ어제부터봐서
2021. 6. 25. 02:48, abyss오재 : 지금삼화보는중
2021. 6. 25. 02:48, 경민 : 근데진짜
2021. 6. 25. 02:48, abyss오재 : 한편에두시간임
2021. 6. 25. 02:48, abyss오재 : ㅎ
2021. 6. 25. 02:48, 경민 : 결혼
2021. 6. 25. 02:48, 경민 : 겨ㄹ심
2021. 6. 25. 02:48, 경민 : 어케하는데
2021. 6. 25. 02:48, 경민 : ㅁㅊ두시간
2021. 6. 25. 02:48, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:48, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:48, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:48, abyss오재 : 담에부산가면
2021. 6. 25. 02:48, abyss오재 : 한번
2021. 6. 25. 02:48, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:48, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:48, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:48, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 02:48, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:48, 경민 : 니
2021. 6. 25. 02:48, 경민 : 즐기기보다는
2021. 6. 25. 02:49, 경민 : 알코올중독
2021. 6. 25. 02:49, 경민 : 될거같은데
2021. 6. 25. 02:49, abyss오재 : ㄴ
2021. 6. 25. 02:49, abyss오재 : 그런거금지
2021. 6. 25. 02:49, 경민 : 아이가
2021. 6. 25. 02:49, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:49, abyss오재 : 맞는데
2021. 6. 25. 02:49, abyss오재 : 금ㅈ
2021. 6. 25. 02:49, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:49, 경민 : ㅇㅋ
2021. 6. 25. 02:49, abyss오재 : 쫍
2021. 6. 25. 02:49, abyss오재 : 삭제할거업나
2021. 6. 25. 02:49, 경민 : 이미5분지낫을듯
2021. 6. 25. 02:50, abyss오재 : 하나도언지남
2021. 6. 25. 02:51, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 02:51, 경민 : ㅇㅋ
2021. 6. 25. 02:51, 경민 : 아
2021. 6. 25. 02:51, 경민 : 3시네미치ㅣㄴ
2021. 6. 25. 02:51, 경민 : 곧
2021. 6. 25. 02:51, 경민 : 월급
2021. 6. 25. 02:51, 경민 : 들어오겟다
2021. 6. 25. 02:51, 경민 : ;
2021. 6. 25. 02:52, abyss오재 : 굿
2021. 6. 25. 02:52, 경민 : 아직안들어왓네,,,
2021. 6. 25. 02:53, abyss오재 : 나는아침에딱옴
2021. 6. 25. 02:53, abyss오재 : 7시에
2021. 6. 25. 02:53, abyss오재 : 위에검토해도
2021. 6. 25. 02:54, 경민 : 모른다
2021. 6. 25. 02:54, 경민 : 나진짜
2021. 6. 25. 02:54, 경민 : 눈감는다
2021. 6. 25. 02:54, 경민 : ㅂㅇ
2021. 6. 25. 02:54, 경민 : 내일
2021. 6. 25. 02:54, 경민 : 쿰척쿰척을위해서
2021. 6. 25. 02:54, 경민 : 잔다
2021. 6. 25. 02:56, abyss오재 : ㅎㅋㅇㅋㄷㅋ
2021. 6. 25. 03:07, 경민 : 잔다고해놓고
2021. 6. 25. 03:07, 경민 : https://youtu.be/2bBsW9ZEy9s
2021. 6. 25. 03:07, 경민 : 이런거보고잇음;
2021. 6. 25. 03:07, 경민 : 진짜저주에걸린것이분명하다
2021. 6. 25. 03:09, abyss오재 : ㅠ
2021. 6. 25. 03:09, abyss오재 : 아니 니이거보면
2021. 6. 25. 03:09, abyss오재 : 결혼바로쌔리겟노
2021. 6. 25. 03:09, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ왜
2021. 6. 25. 03:09, abyss오재 : 나나콘존맛이지
2021. 6. 25. 03:09, abyss오재 : 아니
2021. 6. 25. 03:09, abyss오재 : 니가원하는바랑같은거같음
2021. 6. 25. 03:09, 경민 : 업던오재훈도 마음이생기게해주아
2021. 6. 25. 03:09, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅇㅋ
2021. 6. 25. 03:09, abyss오재 : 아니난
2021. 6. 25. 03:09, 경민 : 내일바로봄
2021. 6. 25. 03:09, abyss오재 : 보면서
2021. 6. 25. 03:09, abyss오재 : 왜저럴까싶거든
2021. 6. 25. 03:09, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 03:09, abyss오재 : 세계1등팀에서와라
2021. 6. 25. 03:09, abyss오재 : 이러는데도
2021. 6. 25. 03:09, abyss오재 : 난내애기
2021. 6. 25. 03:09, abyss오재 : 이게더중요햇대
2021. 6. 25. 03:10, 경민 : 크
2021. 6. 25. 03:10, abyss오재 : 그걸안리스펙하겟단게아니라
2021. 6. 25. 03:10, abyss오재 : 니마음일거같아서
2021. 6. 25. 03:10, 경민 : 나는
2021. 6. 25. 03:10, 경민 : 좀다름
2021. 6. 25. 03:10, 경민 : 애기가중요한게아님
2021. 6. 25. 03:10, 경민 : 애기중요하긴한데
2021. 6. 25. 03:10, 경민 : 그냥
2021. 6. 25. 03:10, 경민 : 평생동반자(?)가필요함
2021. 6. 25. 03:10, 경민 : 어떰
2021. 6. 25. 03:10, 경민 : 든든다리하게
2021. 6. 25. 03:10, abyss오재 : 근데
2021. 6. 25. 03:10, abyss오재 : 아
2021. 6. 25. 03:10, 경민 : 버팀목해주는거지 서로서로
2021. 6. 25. 03:10, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 03:10, abyss오재 : ㅇㅋ
2021. 6. 25. 03:10, abyss오재 : 그럼이건따른거다
2021. 6. 25. 03:10, 경민 : 애기는뭐
2021. 6. 25. 03:10, abyss오재 : 다들
2021. 6. 25. 03:10, abyss오재 : 남자건여자건
2021. 6. 25. 03:10, abyss오재 : 애기로사네
2021. 6. 25. 03:10, abyss오재 : 평생동반자보려면
2021. 6. 25. 03:11, 경민 : 근데ㅠ나는그거는좀
2021. 6. 25. 03:11, abyss오재 : 뭐봐야하노
2021. 6. 25. 03:11, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 03:11, 경민 : 씁슬함
2021. 6. 25. 03:11, abyss오재 : 하긴
2021. 6. 25. 03:11, abyss오재 : 이여자도
2021. 6. 25. 03:11, abyss오재 : 엄태웅바람난거
2021. 6. 25. 03:11, abyss오재 : 잇던사람인데
2021. 6. 25. 03:11, 경민 : ㅠ
2021. 6. 25. 03:11, 경민 : 로맨스충이라그런가봄
2021. 6. 25. 03:11, abyss오재 : 도경완장윤정
2021. 6. 25. 03:11, 경민 : 근데이래서결혼은못할거같음
2021. 6. 25. 03:11, 경민 : 어떰
2021. 6. 25. 03:11, abyss오재 : ㄴ
2021. 6. 25. 03:11, abyss오재 : ㄹㅇ서로그런사람만나면되지
2021. 6. 25. 03:11, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 03:11, 경민 : 업는거같다
2021. 6. 25. 03:11, abyss오재 : 그럼못하는거고
2021. 6. 25. 03:11, 경민 : ㅅㅂ
2021. 6. 25. 03:11, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇㅌ
2021. 6. 25. 03:12, abyss오재 : 현실
2021. 6. 25. 03:12, 경민 : 삭제된 메시지입니다. 
2021. 6. 25. 03:12, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 03:12, 경민 : ㅇㅇ
2021. 6. 25. 03:12, abyss오재 : 그러기쉽지않지
2021. 6. 25. 03:12, 경민 : 휴
2021. 6. 25. 03:12, abyss오재 : 내도엄빠한테
2021. 6. 25. 03:12, abyss오재 : 꽂을뻔햇다이가
2021. 6. 25. 03:12, abyss오재 : 엄마가
2021. 6. 25. 03:12, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 03:12, abyss오재 : 이러길래
2021. 6. 25. 03:12, 경민 : ㅇㅇ
2021. 6. 25. 03:12, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 03:12, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 03:12, abyss오재 : 이랫다
2021. 6. 25. 03:12, 경민 : ㅌㅌㅌㅌㅌㅌㅌㅌㅌ
2021. 6. 25. 03:13, abyss오재 : 삭제된 메시지입니다. 
2021. 6. 25. 03:13, 경민 : 삭제된 메시지입니다. 
2021. 6. 25. 03:13, 경민 : ㅎㅎ,,,
2021. 6. 25. 03:13, 경민 : 다음날일어나면
2021. 6. 25. 03:13, 경민 : 애들존나
2021. 6. 25. 03:13, 경민 : 이새끼들뭐하는새끼들이ㅣㅈ
2021. 6. 25. 03:13, 경민 : 이러겟다
2021. 6. 25. 03:13, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 6. 25. 03:13, abyss오재 : ㅎㅎ
2021. 6. 25. 03:13, abyss오재 : 개웃기네
2021. 6. 25. 03:13, abyss오재 : 삭제된 메시지입니다. 
